orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
85.56,-21.63,-179.38,0.01,-0.01,-0.04,-0.21,-0.49,0.35,-3.67,-0.42,-8.86,-3.61,0.09,-9.11,28
85.50,-21.63,-179.38,0.03,0.03,-0.05,-0.04,-0.57,0.24,-3.65,-0.48,-8.87,-3.61,0.08,-9.11,28
85.50,-21.56,-179.44,0.04,0.04,-0.06,0.05,-0.55,0.19,-3.55,-0.47,-8.91,-3.60,0.08,-9.11,28
85.50,-21.56,-179.50,0.03,0.03,-0.06,0.15,-0.52,0.18,-3.44,-0.45,-8.93,-3.60,0.07,-9.12,28
85.44,-21.50,-179.50,0.03,0.04,-0.06,0.15,-0.40,0.36,-3.44,-0.34,-8.75,-3.59,0.06,-9.12,28
85.38,-21.50,-179.56,0.02,0.03,-0.03,0.11,-0.33,0.43,-3.47,-0.27,-8.68,-3.59,0.06,-9.12,28
85.38,-21.44,-179.63,0.02,0.04,-0.00,0.08,-0.27,0.49,-3.50,-0.22,-8.62,-3.58,0.04,-9.12,28
85.38,-21.44,-179.69,0.04,0.05,0.01,0.13,-0.23,0.41,-3.43,-0.20,-8.71,-3.58,0.04,-9.12,28
85.44,-21.44,-179.69,0.06,0.06,0.03,0.20,-0.29,0.38,-3.37,-0.25,-8.74,-3.57,0.03,-9.13,28
85.44,-21.31,-179.81,0.07,0.05,0.03,0.33,-0.41,0.29,-3.19,-0.42,-8.73,-3.56,0.01,-9.13,28
85.50,-21.31,-179.88,0.08,0.04,0.03,0.37,-0.43,0.40,-3.13,-0.41,-8.70,-3.56,0.00,-9.13,28
85.50,-21.25,-179.94,0.07,0.01,0.02,0.48,-0.47,0.31,-3.08,-0.48,-8.81,-3.56,0.00,-9.13,28
85.50,-21.31,179.94,0.04,-0.04,-0.01,0.47,-0.45,0.24,-3.09,-0.45,-8.88,-3.56,0.00,-9.13,28
85.50,-21.38,179.94,0.01,-0.08,-0.02,0.45,-0.53,0.26,-3.13,-0.51,-8.88,-3.57,-0.01,-9.13,28
85.44,-21.38,179.88,-0.03,-0.14,-0.05,0.21,-0.53,0.16,-3.36,-0.56,-8.96,-3.58,-0.02,-9.12,28
85.38,-21.50,179.75,-0.06,-0.16,-0.06,0.13,-0.47,0.19,-3.46,-0.50,-8.92,-3.59,-0.03,-9.12,28
85.31,-21.56,179.81,-0.07,-0.17,-0.06,0.04,-0.38,0.23,-3.75,-0.34,-8.83,-3.62,-0.02,-9.11,28
85.31,-21.69,179.81,-0.07,-0.17,-0.05,-0.16,-0.30,0.29,-3.80,-0.32,-8.81,-3.64,-0.01,-9.10,28
85.25,-21.81,179.88,-0.06,-0.12,-0.03,-0.24,-0.26,0.33,-3.89,-0.27,-8.76,-3.65,-0.01,-9.10,28
85.25,-21.88,179.88,-0.05,-0.09,-0.03,-0.25,-0.27,0.39,-3.91,-0.28,-8.69,-3.66,0.00,-9.09,28
85.25,-21.94,179.94,-0.04,-0.06,-0.03,-0.06,-0.24,0.26,-3.73,-0.25,-8.82,-3.66,0.00,-9.09,28
85.25,-21.94,179.94,-0.03,-0.02,0.02,-0.04,-0.29,0.19,-3.71,-0.29,-8.89,-3.67,0.00,-9.09,28
85.31,-22.00,179.94,-0.02,-0.01,0.04,0.00,-0.29,0.22,-3.68,-0.30,-8.86,-3.67,0.00,-9.09,28
85.31,-22.00,179.94,-0.00,0.01,0.05,0.01,-0.21,0.26,-3.66,-0.22,-8.82,-3.67,0.00,-9.09,28
85.38,-22.00,179.94,0.00,0.01,0.04,0.10,-0.28,0.21,-3.57,-0.28,-8.87,-3.67,0.00,-9.09,28
85.38,-21.94,179.88,0.01,0.02,-0.01,0.24,-0.28,0.22,-3.43,-0.29,-8.87,-3.67,-0.01,-9.09,28
85.38,-21.94,179.88,0.02,0.02,-0.01,0.06,-0.19,0.36,-3.60,-0.20,-8.72,-3.67,-0.01,-9.09,28
85.38,-21.94,179.88,0.02,0.01,-0.01,0.27,-0.22,0.30,-3.39,-0.24,-8.78,-3.67,-0.02,-9.09,28
85.38,-21.94,179.81,0.03,-0.01,0.01,0.27,-0.18,0.39,-3.39,-0.21,-8.69,-3.67,-0.02,-9.09,28
85.38,-22.00,179.81,0.02,-0.03,0.02,0.32,-0.24,0.38,-3.34,-0.27,-8.70,-3.67,-0.02,-9.09,28
85.38,-22.00,179.75,0.02,-0.04,0.03,0.27,-0.31,0.42,-3.53,-0.37,-8.60,-3.68,-0.03,-9.08,28
85.38,-22.00,179.75,0.01,-0.05,0.04,0.21,-0.33,0.50,-3.46,-0.37,-8.58,-3.68,-0.03,-9.08,28
85.44,-22.13,179.75,0.01,-0.09,0.02,0.09,-0.24,0.31,-3.60,-0.28,-8.76,-3.69,-0.03,-9.08,28
85.44,-22.19,179.69,-0.00,-0.11,-0.02,0.13,-0.07,0.35,-3.57,-0.11,-8.72,-3.70,-0.04,-9.07,28
85.44,-22.25,179.69,-0.02,-0.13,-0.04,0.16,-0.45,0.42,-3.53,-0.39,-8.66,-3.73,-0.04,-9.06,28
85.38,-22.31,179.69,-0.04,-0.16,-0.05,0.14,-0.38,0.34,-3.60,-0.43,-8.71,-3.74,-0.04,-9.06,28
85.31,-22.50,179.69,-0.04,-0.17,-0.06,0.00,-0.31,0.24,-3.75,-0.36,-8.80,-3.76,-0.04,-9.05,28
85.25,-22.63,179.63,-0.03,-0.17,-0.05,-0.01,-0.28,0.32,-3.79,-0.33,-8.72,-3.77,-0.05,-9.05,28
85.31,-22.69,179.63,-0.02,-0.17,-0.04,0.03,-0.32,0.36,-3.75,-0.37,-8.67,-3.80,-0.05,-9.03,28
85.25,-22.81,179.63,-0.02,-0.16,-0.02,0.02,-0.26,0.38,-3.79,-0.32,-8.65,-3.82,-0.05,-9.03,28
85.25,-23.00,179.56,-0.01,-0.14,-0.01,0.07,-0.30,0.41,-3.75,-0.36,-8.60,-3.83,-0.06,-9.02,28
85.25,-23.06,179.56,-0.02,-0.14,-0.01,0.13,-0.32,0.47,-3.70,-0.38,-8.54,-3.84,-0.06,-9.02,28
85.25,-23.13,179.56,-0.02,-0.13,-0.02,0.14,-0.34,0.49,-3.68,-0.39,-8.45,-3.87,-0.06,-9.00,28
85.19,-23.25,179.50,-0.03,-0.14,-0.02,0.21,-0.30,0.54,-3.67,-0.37,-8.45,-3.88,-0.07,-9.00,28
85.19,-23.38,179.50,-0.03,-0.14,-0.02,0.23,-0.24,0.57,-3.66,-0.31,-8.42,-3.89,-0.07,-8.99,28
85.13,-23.44,179.50,-0.02,-0.14,-0.01,0.21,-0.24,0.58,-3.68,-0.31,-8.41,-3.90,-0.07,-8.99,28
85.19,-23.56,179.50,-0.02,-0.15,-0.02,0.23,-0.29,0.56,-3.66,-0.37,-8.34,-3.93,-0.07,-8.98,28
85.19,-23.63,179.50,-0.02,-0.15,-0.02,0.32,-0.27,0.66,-3.62,-0.35,-8.30,-3.94,-0.07,-8.97,28
85.13,-23.75,179.50,-0.02,-0.18,-0.03,0.34,-0.24,0.71,-3.61,-0.32,-8.25,-3.96,-0.07,-8.96,28
85.13,-23.94,179.44,-0.02,-0.20,-0.04,0.34,-0.31,0.63,-3.63,-0.39,-8.32,-3.98,-0.08,-8.96,28
85.13,-24.06,179.44,-0.03,-0.22,-0.06,0.37,-0.42,0.53,-3.62,-0.50,-8.41,-4.02,-0.09,-8.94,28
85.06,-24.19,179.38,-0.04,-0.24,-0.07,0.34,-0.42,0.54,-3.68,-0.55,-8.43,-4.04,-0.09,-8.93,28
85.00,-24.31,179.38,-0.07,-0.29,-0.08,0.30,-0.57,0.36,-3.75,-0.67,-8.55,-4.06,-0.10,-8.92,28
84.88,-24.63,179.31,-0.08,-0.32,-0.08,0.14,-0.48,0.41,-3.94,-0.59,-8.49,-4.09,-0.10,-8.91,28
84.94,-24.81,179.31,-0.08,-0.36,-0.07,0.23,-0.27,0.38,-3.89,-0.37,-8.51,-4.15,-0.10,-8.88,28
84.88,-25.06,179.31,-0.07,-0.39,-0.06,0.14,0.02,0.42,-4.04,-0.07,-8.43,-4.18,-0.09,-8.86,28
84.81,-25.50,179.31,-0.03,-0.41,-0.03,0.29,0.02,0.56,-3.92,-0.06,-8.28,-4.22,-0.09,-8.84,28
84.81,-25.69,179.31,0.00,-0.38,-0.02,0.21,-0.13,0.52,-4.04,-0.23,-8.30,-4.28,-0.09,-8.81,28
84.88,-25.88,179.31,0.02,-0.37,-0.01,-0.06,-0.29,0.47,-4.28,-0.39,-8.39,-4.31,-0.10,-8.80,28
84.88,-26.13,179.31,0.02,-0.35,0.02,0.02,-0.21,0.46,-4.32,-0.31,-8.32,-4.35,-0.10,-8.78,28
84.88,-26.50,179.31,0.02,-0.34,0.02,0.17,-0.05,0.46,-4.20,-0.15,-8.31,-4.40,-0.10,-8.76,28
84.88,-26.69,179.31,0.04,-0.32,0.03,-0.29,-0.26,0.65,-4.79,-0.45,-8.18,-4.43,-0.10,-8.74,28
85.00,-26.81,179.25,0.05,-0.30,0.03,-0.31,-0.32,0.36,-4.77,-0.43,-8.36,-4.45,-0.10,-8.73,28
85.00,-27.13,179.25,0.03,-0.26,0.02,-0.22,-0.29,0.00,-4.70,-0.40,-8.72,-4.47,-0.11,-8.72,28
85.00,-27.25,179.19,0.04,-0.24,-0.00,-0.13,-0.32,-0.02,-4.61,-0.42,-8.86,-4.51,-0.12,-8.70,28
85.00,-27.38,179.19,0.05,-0.23,-0.02,-0.10,-0.32,-0.27,-4.64,-0.45,-8.97,-4.53,-0.12,-8.69,28
85.00,-27.63,179.06,0.05,-0.20,-0.06,0.00,-0.33,-0.42,-4.55,-0.47,-9.11,-4.55,-0.13,-8.68,28
84.94,-27.75,179.06,0.05,-0.20,-0.07,0.06,-0.26,-0.40,-4.49,-0.38,-9.02,-4.58,-0.14,-8.66,28
84.94,-27.81,179.00,0.06,-0.17,-0.08,0.01,-0.16,-0.44,-4.58,-0.32,-9.10,-4.59,-0.15,-8.65,28
85.00,-28.00,178.88,0.07,-0.15,-0.08,0.05,-0.14,-0.51,-4.55,-0.31,-9.17,-4.61,-0.16,-8.65,28
85.00,-28.06,178.81,0.08,-0.13,-0.07,0.02,-0.06,-0.50,-4.59,-0.24,-9.14,-4.62,-0.17,-8.64,28
85.00,-28.13,178.75,0.09,-0.10,-0.06,0.02,0.00,-0.46,-4.61,-0.20,-9.08,-4.63,-0.19,-8.64,28
84.94,-28.13,178.63,0.10,-0.05,-0.07,0.10,0.00,-0.37,-4.53,-0.20,-9.01,-4.63,-0.21,-8.64,28
85.00,-28.19,178.50,0.10,-0.03,-0.07,0.14,-0.01,-0.36,-4.48,-0.24,-9.00,-4.63,-0.22,-8.63,28
85.00,-28.19,178.44,0.11,-0.01,-0.06,0.20,0.00,-0.28,-4.43,-0.22,-8.92,-4.63,-0.23,-8.64,28
85.00,-28.13,178.38,0.11,0.00,-0.03,0.19,-0.01,-0.23,-4.42,-0.26,-8.87,-4.62,-0.25,-8.64,28
85.00,-28.13,178.31,0.10,0.05,0.01,0.17,-0.01,-0.16,-4.45,-0.27,-8.80,-4.62,-0.26,-8.64,28
85.06,-28.06,178.19,0.10,0.06,0.02,0.20,-0.07,0.00,-4.40,-0.34,-8.64,-4.61,-0.26,-8.64,28
85.13,-28.00,178.13,0.08,0.08,0.02,0.21,-0.31,0.05,-4.38,-0.59,-8.59,-4.60,-0.28,-8.65,28
85.13,-27.94,178.13,0.08,0.09,0.00,0.15,-0.07,-0.06,-4.44,-0.36,-8.72,-4.59,-0.29,-8.65,28
85.13,-27.88,178.06,0.05,0.09,-0.06,0.19,-0.21,0.01,-4.38,-0.51,-8.64,-4.58,-0.29,-8.66,28
