orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
78.81,6.81,178.25,-2.86,-1.61,1.91,-3.55,-0.34,1.97,1.75,6.15,-5.38,1.10,-0.07,-9.74,28
79.56,6.44,179.50,-2.06,0.20,0.43,1.89,3.69,2.18,3.01,3.79,-7.55,1.12,0.10,-9.74,28
79.75,7.19,-178.50,-1.40,1.16,-0.23,-0.39,3.78,1.61,0.83,4.02,-8.11,1.41,0.31,-9.69,28
79.25,8.31,-178.06,-0.67,2.05,-0.89,-1.69,3.93,1.09,-1.74,2.88,-8.81,1.67,0.34,-9.65,28
78.44,9.81,-177.94,-0.01,2.75,-1.45,-3.57,1.04,0.31,-1.60,1.37,-9.29,1.96,0.32,-9.60,28
76.31,13.38,-178.25,0.84,3.38,-1.81,-3.55,0.30,-0.59,-1.28,0.59,-10.13,2.57,0.22,-9.46,28
75.31,15.19,-178.56,1.01,3.31,-1.65,-1.68,0.01,-3.66,1.15,0.17,-13.04,2.84,0.16,-9.38,28
74.50,16.81,-178.94,1.02,2.57,-0.92,-1.71,0.10,-3.44,1.36,0.20,-12.75,3.07,0.10,-9.31,28
73.50,19.38,-179.81,0.98,1.99,-0.46,-1.48,-0.41,-3.79,1.77,-0.38,-13.04,3.25,0.02,-9.25,28
73.38,20.13,179.63,0.93,1.37,-0.05,-1.92,-1.16,-3.83,1.16,-1.44,-12.77,3.44,-0.14,-9.18,28
73.63,20.69,178.44,0.94,0.26,0.50,-2.49,-1.04,-3.02,0.96,-1.29,-12.19,3.46,-0.24,-9.16,28
73.88,20.56,177.75,0.98,-0.15,0.64,-2.33,-1.54,-2.01,1.12,-1.89,-11.18,3.45,-0.35,-9.17,28
74.19,20.31,177.06,1.02,-0.41,0.70,-2.36,-1.97,-1.29,0.93,-2.45,-10.33,3.35,-0.58,-9.19,28
74.44,20.00,176.31,1.26,-0.71,0.56,-2.53,-1.26,-0.81,0.75,-1.97,-10.02,3.29,-0.71,-9.21,28
74.69,19.13,174.63,1.50,-0.79,0.39,-2.91,-0.96,-0.24,0.30,-1.82,-9.46,3.21,-0.86,-9.22,28
74.56,18.63,173.63,1.76,-0.84,0.21,-3.21,-0.36,0.20,-0.07,-1.38,-9.02,3.14,-1.02,-9.23,28
74.38,18.13,172.50,2.09,-0.90,0.07,-3.00,0.08,-0.06,1.18,-1.77,-10.17,2.97,-1.42,-9.23,28
73.88,17.00,169.69,2.69,-1.11,0.01,-1.27,-0.48,-1.21,1.60,-2.15,-10.44,2.87,-1.67,-9.22,28
73.56,16.31,168.13,2.93,-1.25,-0.01,-1.11,-0.68,-1.59,1.64,-2.61,-10.80,2.63,-2.20,-9.18,28
73.25,15.56,166.44,3.12,-1.43,-0.03,-1.29,-0.47,-1.72,-0.23,-2.81,-10.95,2.49,-2.50,-9.14,28
72.88,14.69,164.69,3.48,-1.75,0.02,-2.77,0.13,-1.60,-0.43,-2.67,-10.70,2.33,-2.80,-9.10,28
72.13,12.75,160.81,3.70,-1.88,0.05,-2.83,-0.07,-1.20,-1.63,-5.34,-8.86,1.99,-3.47,-8.94,28
71.69,11.69,158.75,3.94,-2.02,0.07,-3.62,-1.86,0.08,-1.71,-5.96,-8.83,1.80,-3.83,-8.84,28
71.25,10.56,156.50,4.35,-2.35,-0.01,-2.88,-3.00,-1.01,-1.28,-7.21,-9.72,1.60,-4.20,-8.71,28
70.13,8.13,151.81,4.48,-2.62,-0.11,-1.67,-3.23,-2.38,-0.28,-7.81,-10.94,1.16,-4.94,-8.38,28
69.38,6.81,149.44,4.54,-2.92,-0.33,-1.34,-4.64,-6.31,-0.40,-9.94,-14.50,0.93,-5.30,-8.19,28
67.38,3.88,144.75,4.35,-3.71,-0.59,-1.64,-3.30,-7.03,-0.96,-8.94,-15.02,0.67,-5.64,-7.99,28
66.25,2.13,142.50,4.20,-4.27,-0.49,-3.35,-5.69,-5.51,-2.98,-11.65,-13.29,0.02,-6.25,-7.55,28
65.19,0.06,140.31,3.99,-4.91,-0.21,-7.48,-6.31,-2.62,-7.87,-12.84,-9.93,-0.38,-6.52,-7.31,28
63.31,-4.94,136.19,3.46,-5.92,0.69,-10.79,-5.25,0.09,-11.64,-12.01,-6.96,-0.84,-6.75,-7.05,28
221.44,-7.69,134.06,3.48,-5.85,1.16,-10.47,-5.00,-0.49,-11.79,-11.98,-7.26,-1.31,-6.97,-6.76,28
214.63,-10.44,131.81,3.62,-5.64,1.54,-7.13,-4.18,-1.99,-7.90,-10.35,-7.49,-2.25,-7.37,-6.05,28
208.31,-13.25,129.38,3.90,-5.93,2.17,-5.76,-2.10,0.47,-8.51,-9.64,-5.15,-2.74,-7.54,-5.63,28
196.50,-19.38,123.81,4.11,-6.19,2.52,-5.15,-2.00,0.26,-8.41,-9.68,-4.88,-3.25,-7.68,-5.14,28
190.88,-22.69,120.56,4.32,-6.57,2.92,-3.79,-1.00,-1.09,-7.57,-8.79,-5.70,-4.34,-7.84,-3.97,28
185.19,-26.25,116.81,4.57,-7.18,3.43,-3.89,-0.89,1.14,-8.81,-8.72,-2.12,-4.91,-7.82,-3.27,28
173.38,-33.94,108.00,4.32,-8.53,4.27,-3.34,-1.10,4.29,-8.82,-8.84,1.78,-5.47,-7.73,-2.51,28
167.88,-37.69,102.50,4.60,-8.79,4.65,-3.74,-0.55,3.73,-9.74,-8.12,2.04,-6.45,-7.33,-0.80,28
162.88,-41.13,96.19,4.87,-8.85,4.83,-3.07,-1.03,3.58,-10.62,-10.28,2.55,-6.82,-7.03,0.12,28
158.38,-44.06,89.00,5.14,-8.94,4.98,-3.16,-1.90,1.56,-10.27,-8.57,2.62,-7.10,-6.67,1.06,28
150.44,-48.00,72.13,5.10,-8.97,5.04,-3.65,-1.90,0.78,-11.98,-5.70,6.49,-7.36,-5.76,2.93,28
146.88,-48.69,62.94,5.08,-8.97,5.06,-4.27,0.23,3.89,-11.61,-5.00,7.73,-7.34,-5.23,3.83,28
143.69,-48.50,53.75,5.31,-8.19,4.95,-4.63,0.52,4.50,-11.88,-4.14,9.17,-7.24,-4.67,4.66,28
138.44,-46.31,36.88,5.51,-7.43,4.86,-2.60,-0.55,3.32,-8.58,-5.47,7.33,-6.89,-3.42,6.07,28
136.38,-44.69,29.44,5.78,-5.90,4.60,-0.58,-2.01,-0.57,-7.26,-4.78,6.05,-6.67,-2.76,6.63,28
132.88,-40.81,16.44,5.71,-5.49,4.48,0.00,-3.24,-1.32,-6.41,-5.34,5.78,-6.41,-2.10,7.11,28
131.31,-38.63,10.75,5.69,-5.11,4.39,2.79,-3.08,-0.94,-3.33,-4.51,6.57,-5.83,-0.76,7.84,28
129.75,-36.44,5.50,5.67,-4.57,4.38,2.98,-3.24,-2.13,-2.56,-3.33,5.94,-5.55,-0.08,8.08,28
126.88,-32.56,-3.88,5.48,-3.27,4.24,4.25,-2.30,-0.81,-1.02,-1.73,7.42,-5.28,0.56,8.24,28
125.56,-30.75,-8.13,5.37,-2.80,4.06,5.64,-3.68,-0.97,0.62,-2.48,7.35,-5.02,1.19,8.33,28
124.31,-29.13,-12.25,5.36,-2.37,3.94,5.31,-3.73,-2.79,0.61,-2.39,5.29,-4.54,2.44,8.34,28
123.06,-27.56,-16.31,5.88,-1.43,3.94,4.87,-4.06,-1.14,0.55,-0.97,7.09,-4.32,3.08,8.24,28
120.44,-24.75,-24.75,6.11,-1.03,3.98,4.33,-3.49,-0.95,0.23,0.23,7.12,-4.10,3.73,8.08,28
119.13,-23.38,-29.00,6.21,-0.67,3.97,4.38,-3.59,-0.82,0.48,0.76,7.04,-3.69,4.97,7.59,28
117.75,-22.13,-33.19,6.26,-0.33,3.88,3.92,-3.59,-2.11,0.41,1.96,5.16,-3.50,5.55,7.27,28
115.19,-19.75,-41.38,6.28,0.17,3.46,3.49,-3.30,-1.75,0.16,2.80,5.15,-3.32,6.10,6.91,28
114.06,-18.69,-45.38,6.22,0.38,3.19,3.04,-2.19,-1.06,1.05,4.23,4.26,-2.99,7.06,6.10,28
113.00,-17.75,-49.13,6.05,0.54,2.81,5.83,-12.41,-2.80,2.97,-4.92,2.85,-2.85,7.48,5.66,28
110.81,-15.94,-56.75,6.36,0.91,2.80,3.07,-5.39,0.14,0.38,2.49,5.30,-2.69,7.89,5.16,28
109.38,-14.75,-60.88,6.65,1.05,3.13,6.24,-3.73,-0.89,6.07,4.56,1.86,-2.27,8.64,4.03,28
107.75,-13.38,-65.00,6.80,1.21,3.35,9.52,-3.04,-2.13,7.48,5.92,1.27,-2.03,8.96,3.40,28
103.81,-10.50,-73.38,7.00,1.98,3.41,10.74,-1.51,-2.40,8.95,7.72,0.35,-1.79,9.23,2.75,28
101.50,-9.13,-77.50,6.88,2.52,3.22,8.52,0.04,-1.67,5.46,8.93,1.04,-1.34,9.60,1.43,28
99.00,-7.88,-81.50,6.32,3.31,2.52,3.46,-3.70,0.01,2.31,5.99,0.81,-1.14,9.70,0.80,28
93.69,-5.56,-88.81,6.13,3.46,2.18,1.32,-5.02,-1.00,0.37,4.73,-0.81,-0.95,9.75,0.19,28
91.00,-4.50,-92.38,6.08,3.50,1.92,-0.77,-5.32,-1.27,-1.54,4.44,-1.68,-0.58,9.73,-1.01,28
88.31,-3.38,-95.94,6.14,3.36,1.71,-4.10,-6.09,0.06,-4.50,3.56,-1.55,-0.39,9.66,-1.61,28
83.31,-1.19,-103.06,6.38,2.50,1.49,-3.43,-0.70,-2.58,-3.64,8.84,-4.80,-0.21,9.55,-2.21,28
82.06,-0.75,-106.31,5.84,1.52,0.50,3.04,3.46,-4.55,2.91,12.87,-7.30,-0.13,9.41,-2.75,28
80.63,-0.19,-109.50,5.84,1.52,0.50,0.83,3.75,-0.72,-3.83,8.35,-1.01,-0.08,9.07,-3.70,28
80.13,-0.50,-112.19,3.34,1.04,-3.28,0.25,-5.67,3.84,-0.07,3.27,-0.16,-0.33,8.94,-4.00,28
82.44,-3.50,-115.94,3.28,1.05,-3.67,4.81,-3.15,0.39,4.20,5.63,-3.89,-0.60,8.79,-4.29,28
83.75,-5.13,-117.94,3.35,1.22,-3.89,0.91,-2.62,1.70,0.03,6.00,-2.87,-1.15,8.42,-4.87,28
85.13,-6.75,-120.06,3.44,1.41,-4.12,1.16,-1.32,1.81,-0.27,6.87,-3.36,-1.43,8.20,-5.18,28
88.00,-9.88,-124.56,3.54,1.62,-4.30,1.11,-0.97,2.31,-0.56,6.98,-3.17,-1.68,7.95,-5.48,28
89.38,-11.19,-126.88,3.45,1.68,-4.10,1.39,-0.80,2.98,-0.51,6.88,-2.78,-2.07,7.43,-6.05,28
90.50,-12.19,-129.13,3.33,1.74,-3.71,1.22,-0.66,3.27,-1.03,7.39,-3.24,-2.19,7.17,-6.31,28
91.25,-12.88,-131.31,3.06,1.80,-2.52,1.72,2.53,2.65,-0.52,9.46,-3.90,-2.25,6.93,-6.56,28
91.75,-13.31,-135.44,3.05,1.85,-1.96,1.82,3.34,2.46,-0.63,9.95,-4.97,-2.22,6.44,-7.04,28
233.38,-13.13,-137.56,3.22,1.93,-1.54,1.59,3.51,2.07,-0.96,9.45,-5.82,-2.17,6.17,-7.30,28
232.50,-12.75,-139.75,3.77,2.06,-1.29,0.49,1.88,1.28,-1.60,7.75,-6.28,-2.09,5.87,-7.56,28
230.75,-11.81,-144.69,4.01,2.12,-1.40,0.11,1.17,0.95,-1.90,6.72,-6.87,-1.93,5.19,-8.08,28
229.75,-11.31,-147.25,4.17,2.15,-1.56,0.84,-0.46,0.38,-0.99,4.35,-7.95,-1.84,4.82,-8.33,28
227.56,-10.19,-152.44,4.13,2.26,-1.88,0.77,-0.49,0.69,-0.96,3.96,-7.86,-1.74,4.45,-8.55,28
226.38,-9.56,-154.94,3.97,2.35,-1.99,-0.88,-0.23,0.46,-2.51,3.86,-8.30,-1.49,3.73,-8.94,28
225.13,-8.75,-157.25,3.78,2.44,-2.06,0.39,0.27,-0.31,-0.94,3.67,-9.41,-1.33,3.39,-9.10,28
222.88,-6.75,-161.56,3.38,2.67,-1.68,0.37,0.33,-0.44,-0.77,3.41,-9.68,-1.15,3.07,-9.23,28
222.00,-5.50,-163.38,3.11,2.71,-1.32,0.32,0.41,-0.63,-0.62,3.20,-9.98,-0.94,2.78,-9.35,28
221.38,-4.19,-165.00,2.80,2.71,-0.88,2.14,-0.49,-1.33,2.33,1.69,-11.22,-0.48,2.29,-9.52,28
221.00,-2.81,-166.44,2.11,2.62,0.03,3.51,-0.27,-2.07,3.26,1.82,-11.65,-0.24,2.10,-9.57,28
220.94,0.00,-168.56,1.79,2.47,0.29,4.20,0.00,-1.98,4.19,1.93,-11.60,0.00,1.93,-9.61,28
221.00,1.25,-169.38,1.47,2.33,0.39,4.11,-0.21,-1.10,4.32,1.58,-10.73,0.21,1.79,-9.63,28
221.13,2.38,-170.06,1.15,2.05,0.41,5.32,-0.65,-1.81,5.89,0.95,-11.47,0.57,1.60,-9.65,28
221.44,4.00,-170.94,0.69,1.16,0.39,7.12,0.49,-2.11,7.80,2.02,-11.77,0.68,1.53,-9.66,28
221.56,4.38,-171.25,0.57,0.70,0.36,7.34,1.27,-2.45,8.09,2.76,-12.11,0.78,1.42,-9.67,28
221.75,4.56,-171.56,0.57,0.24,0.34,7.05,1.90,-2.69,6.53,2.96,-12.63,0.77,1.36,-9.68,28
221.88,4.50,-171.94,0.78,-0.44,0.15,4.02,1.05,-1.87,4.75,2.33,-11.57,0.73,1.28,-9.69,28
221.94,3.94,-172.94,0.91,-0.60,-0.04,3.17,1.49,-0.83,4.31,3.76,-8.48,0.61,1.10,-9.72,28
221.81,3.56,-173.50,1.02,-0.66,-0.26,3.70,2.65,1.23,3.79,0.65,-12.38,0.54,1.01,-9.73,28
221.56,3.13,-174.00,0.92,-0.87,-0.63,3.47,2.14,0.46,3.92,3.07,-9.28,0.45,0.93,-9.75,28
220.81,2.06,-174.94,0.79,-0.91,-0.75,3.22,-0.51,-0.89,3.58,0.34,-10.66,0.26,0.79,-9.77,28
220.38,1.50,-175.31,0.67,-0.93,-0.82,1.85,0.71,0.75,2.02,1.45,-9.01,0.16,0.74,-9.77,28
219.94,0.94,-175.63,0.59,-0.96,-0.89,1.22,1.60,1.06,1.29,2.29,-8.71,0.07,0.68,-9.78,28
218.94,-0.06,-176.19,0.47,-0.90,-0.92,0.80,2.36,1.54,0.78,3.00,-8.23,-0.01,0.64,-9.78,28
218.44,-0.50,-176.38,0.31,-0.75,-0.90,-0.81,1.64,1.22,-0.96,2.24,-8.55,-0.15,0.59,-9.78,28
217.69,-1.06,-176.50,0.05,-0.31,-0.60,-1.46,1.45,0.95,-1.65,2.04,-8.82,-0.18,0.58,-9.78,28
217.56,-1.06,-176.50,-0.01,-0.03,-0.30,-1.88,1.71,0.91,-2.07,2.30,-8.87,-0.18,0.58,-9.78,28
217.56,-0.94,-176.50,-0.08,0.24,0.04,-3.79,2.07,0.53,-0.82,3.17,-9.20,-0.12,0.61,-9.78,28
217.69,-0.69,-176.38,-0.20,0.43,0.29,-1.06,3.02,0.99,-1.12,3.67,-8.79,-0.05,0.65,-9.78,28
218.31,0.13,-175.88,-0.46,0.86,0.71,-0.21,1.92,1.18,-0.18,2.61,-8.59,0.02,0.69,-9.78,28
218.81,0.75,-175.63,-0.50,1.03,0.91,0.67,3.05,0.81,0.80,3.79,-8.96,0.13,0.74,-9.77,28
219.38,1.44,-175.31,-0.61,1.20,1.03,1.24,2.71,0.19,1.60,2.79,-10.02,0.38,0.86,-9.76,28
220.00,2.19,-174.94,-0.73,1.30,1.22,0.93,1.01,0.18,1.44,1.94,-9.56,0.51,0.92,-9.74,28
221.25,3.75,-174.19,-0.72,1.25,1.20,0.77,0.13,0.36,1.41,1.12,-9.37,0.64,0.98,-9.73,28
221.81,4.44,-173.81,-0.67,1.14,1.01,1.20,0.50,0.79,1.97,1.54,-8.92,0.86,1.09,-9.70,28
222.19,5.00,-173.50,-0.61,0.97,0.70,3.33,0.41,1.73,4.26,1.56,-7.95,0.93,1.14,-9.69,28
222.50,5.69,-173.00,-0.46,0.46,0.14,1.53,1.71,1.06,2.51,2.90,-8.62,0.98,1.18,-9.68,28
222.44,5.88,-172.88,-0.18,0.31,-0.06,2.96,1.32,0.63,1.74,1.69,-9.06,1.03,1.20,-9.67,28
222.38,6.06,-172.88,0.03,0.32,-0.09,0.70,0.48,0.61,1.57,1.86,-9.22,1.07,1.19,-9.67,28
222.38,6.25,-172.94,0.17,0.40,0.02,0.65,0.45,-0.08,1.75,1.63,-9.76,1.10,1.17,-9.67,28
222.38,6.69,-173.13,0.09,0.45,0.08,0.81,0.57,-0.24,1.98,1.85,-9.46,1.19,1.16,-9.66,28
222.44,7.00,-173.06,-0.04,0.49,0.15,0.78,0.68,0.19,1.95,2.05,-9.41,1.25,1.18,-9.65,28
222.56,7.31,-173.00,-0.36,0.56,0.21,0.58,1.49,0.28,1.89,2.71,-9.35,1.30,1.21,-9.64,28
222.75,7.94,-172.50,-0.49,0.59,0.19,0.74,2.19,0.28,2.10,3.45,-9.34,1.42,1.30,-9.61,28
222.88,8.31,-172.25,-0.56,0.63,0.19,0.71,2.46,0.73,2.20,3.82,-8.86,1.49,1.36,-9.59,28
223.00,8.69,-171.88,-0.64,0.75,0.23,0.94,2.41,0.86,2.51,3.82,-8.70,1.56,1.41,-9.57,28
223.25,9.63,-171.19,-0.67,0.79,0.27,1.12,2.35,1.01,2.76,3.83,-8.53,1.64,1.47,-9.55,28
223.44,10.06,-170.81,-0.68,0.79,0.31,1.21,2.39,1.15,3.07,3.81,-8.02,1.79,1.58,-9.50,28
223.63,10.50,-170.50,-0.63,0.76,0.34,1.35,2.35,1.83,3.22,3.99,-7.65,1.87,1.64,-9.48,28
224.00,11.38,-169.88,-0.58,0.72,0.33,1.34,2.26,1.93,3.28,3.95,-7.52,1.94,1.68,-9.46,28
224.19,11.81,-169.56,-0.53,0.68,0.32,1.33,2.23,2.00,3.34,3.96,-7.43,2.07,1.76,-9.42,28
224.38,12.19,-169.31,-0.48,0.63,0.32,1.44,2.06,1.87,3.56,3.86,-7.53,2.12,1.79,-9.40,28
224.69,12.81,-168.94,-0.37,0.48,0.33,1.71,1.67,2.61,3.89,3.50,-6.76,2.17,1.82,-9.38,28
225.06,13.06,-168.75,-0.39,0.35,0.35,2.00,1.62,2.08,4.22,3.47,-7.29,2.21,1.85,-9.37,28
225.25,13.19,-168.63,-0.36,0.25,0.38,1.41,2.09,1.38,3.78,3.64,-7.54,2.26,1.89,-9.34,28
225.50,13.38,-168.50,-0.26,0.10,0.39,1.49,1.45,1.76,3.78,3.36,-7.57,2.28,1.91,-9.34,28
225.94,13.50,-168.38,-0.19,0.04,0.39,1.15,1.62,1.09,3.45,3.54,-8.23,2.29,1.92,-9.33,28
226.19,13.56,-168.31,-0.10,0.01,0.37,1.11,1.45,1.49,3.41,3.37,-7.83,2.31,1.91,-9.33,28
226.38,13.63,-168.38,-0.02,0.01,0.34,1.04,1.38,1.27,3.36,3.29,-8.06,2.32,1.90,-9.33,28
226.69,13.75,-168.56,0.16,0.07,0.28,1.20,1.00,1.28,3.53,2.88,-8.05,2.33,1.88,-9.33,28
226.81,13.81,-168.75,0.24,0.10,0.27,1.10,-1.55,0.51,3.45,0.30,-8.82,2.36,1.81,-9.34,28
227.13,13.88,-168.94,0.29,0.09,0.43,1.34,-0.30,1.32,2.36,2.24,-7.42,2.38,1.78,-9.34,28
227.44,14.06,-169.13,-0.10,0.26,0.78,0.24,0.60,2.05,2.66,2.38,-7.27,2.42,1.77,-9.33,28
228.38,14.56,-169.06,-0.36,0.33,0.93,0.61,0.59,2.03,4.16,3.15,-8.11,2.52,1.81,-9.30,28
229.00,14.88,-168.88,-0.60,0.40,1.08,1.64,1.33,1.18,4.80,3.12,-8.63,2.58,1.86,-9.27,28
229.75,15.25,-168.63,-0.79,0.43,1.19,2.40,0.91,0.84,5.04,2.82,-8.40,2.64,1.91,-9.24,28
231.06,15.88,-167.94,-0.90,0.32,1.08,2.23,0.94,1.05,4.92,2.91,-8.17,2.69,1.96,-9.22,28
231.63,16.13,-167.63,-0.78,0.24,0.92,1.62,0.82,2.13,4.41,2.94,-6.49,2.75,2.04,-9.18,28
232.06,16.31,-167.44,-0.37,0.15,0.51,1.51,0.00,2.46,4.29,2.07,-6.70,2.78,2.06,-9.17,28
232.63,16.56,-167.25,-0.16,0.14,0.39,1.65,0.81,2.50,4.46,2.88,-6.66,2.80,2.06,-9.16,28
232.75,16.69,-167.25,-0.04,0.15,0.31,1.96,0.91,2.02,4.87,2.86,-7.44,2.84,2.05,-9.15,28
232.94,16.81,-167.31,0.02,0.16,0.41,2.12,0.85,1.54,4.98,2.88,-7.60,2.86,2.03,-9.15,28
233.50,17.13,-167.50,-0.02,0.15,0.53,1.86,0.94,1.65,4.75,2.97,-7.49,2.89,2.02,-9.14,28
233.81,17.25,-167.56,-0.08,0.13,0.65,1.64,0.81,1.74,4.56,2.82,-7.40,2.93,2.00,-9.13,28
234.25,17.44,-167.56,-0.14,0.11,0.74,1.17,1.23,2.86,4.13,3.23,-6.26,2.96,1.99,-9.13,28
235.13,17.69,-167.63,-0.20,0.12,0.77,1.33,0.73,2.23,4.32,2.73,-6.89,2.98,1.99,-9.12,28
235.56,17.88,-167.63,-0.20,0.14,0.68,2.10,0.73,2.19,5.12,2.72,-6.91,3.01,1.99,-9.11,28
235.88,18.00,-167.63,-0.18,0.17,0.61,0.94,0.92,2.70,4.13,2.58,-6.76,3.06,1.98,-9.09,28
236.25,18.19,-167.63,-0.13,0.20,0.56,2.00,0.58,1.63,5.10,2.56,-7.45,3.09,1.98,-9.09,28
236.88,18.56,-167.69,-0.10,0.20,0.58,1.20,1.19,1.83,4.32,3.17,-7.25,3.12,1.97,-9.08,28
237.25,18.69,-167.75,-0.12,0.16,0.57,1.65,0.34,1.63,4.80,2.31,-7.43,3.15,1.96,-9.07,28
237.56,18.81,-167.75,-0.13,0.11,0.58,1.06,0.71,1.97,4.35,2.48,-6.94,3.19,1.95,-9.06,28
237.94,18.94,-167.81,-0.08,0.07,0.62,0.77,0.79,2.25,3.98,2.73,-6.80,3.20,1.93,-9.06,28
238.63,19.19,-168.00,-0.05,0.05,0.60,0.63,0.50,2.57,3.86,2.43,-6.48,3.22,1.92,-9.05,28
238.94,19.25,-168.06,-0.00,0.06,0.57,0.54,0.58,2.52,3.78,2.48,-6.52,3.25,1.88,-9.05,28
