orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
8.25,78.38,-126.56,0.17,0.01,0.05,0.15,-0.11,0.14,9.75,1.46,-1.02,9.60,1.57,-1.17,28
8.13,78.44,-126.75,0.17,0.00,0.06,0.05,-0.11,0.12,9.66,1.44,-1.05,9.60,1.56,-1.17,28
7.88,78.50,-127.13,0.15,-0.00,0.07,0.00,-0.12,0.09,9.60,1.43,-1.08,9.61,1.55,-1.17,28
7.63,78.56,-127.31,0.14,-0.01,0.07,-0.12,-0.18,0.06,9.48,1.36,-1.11,9.61,1.54,-1.17,28
7.56,78.56,-127.50,0.12,-0.02,0.07,-0.13,-0.19,0.03,9.47,1.33,-1.14,9.61,1.52,-1.18,28
7.44,78.63,-127.81,0.11,-0.03,0.08,-0.21,-0.25,-0.06,9.40,1.26,-1.25,9.61,1.51,-1.18,28
7.31,78.63,-128.06,0.10,-0.03,0.10,-0.26,-0.27,-0.08,9.35,1.23,-1.28,9.61,1.50,-1.19,28
7.06,78.69,-128.81,0.10,-0.03,0.11,-0.30,-0.28,-0.10,9.30,1.20,-1.30,9.61,1.49,-1.20,28
6.88,78.75,-129.19,0.10,-0.03,0.13,-0.24,-0.22,-0.16,9.37,1.24,-1.37,9.61,1.47,-1.20,28
6.75,78.81,-129.63,0.10,-0.02,0.15,-0.17,-0.21,-0.18,9.44,1.22,-1.40,9.62,1.44,-1.21,28
6.56,78.88,-130.06,0.06,0.02,0.19,-0.24,-0.16,-0.20,9.38,1.25,-1.41,9.62,1.42,-1.21,28
6.31,79.06,-130.88,0.03,0.04,0.21,-0.25,-0.14,-0.17,9.37,1.25,-1.38,9.63,1.39,-1.21,28
6.19,79.19,-131.19,0.00,0.06,0.22,-0.21,-0.08,-0.17,9.41,1.29,-1.38,9.63,1.37,-1.20,28
6.06,79.31,-131.44,-0.03,0.09,0.22,-0.23,-0.07,-0.11,9.35,1.25,-1.24,9.64,1.33,-1.19,28
5.94,79.44,-131.63,-0.05,0.15,0.22,-0.23,-0.05,0.00,9.40,1.26,-1.16,9.64,1.31,-1.17,28
5.63,79.75,-131.69,-0.05,0.19,0.20,-0.21,-0.05,0.02,9.43,1.24,-1.12,9.65,1.29,-1.15,28
5.56,79.88,-131.63,-0.05,0.19,0.20,-0.15,-0.01,0.02,9.62,1.24,-1.09,9.66,1.26,-1.11,28
5.44,80.06,-131.50,0.02,0.25,0.15,-0.01,0.00,0.01,9.65,1.24,-1.07,9.66,1.24,-1.09,28
5.19,80.38,-130.88,0.05,0.27,0.13,-0.02,0.00,0.01,9.63,1.23,-1.05,9.66,1.23,-1.07,28
4.94,80.50,-130.44,0.07,0.28,0.11,0.00,0.01,0.01,9.68,1.24,-1.03,9.67,1.21,-1.01,28
4.81,80.63,-129.94,0.10,0.29,0.07,0.10,0.05,0.02,9.80,1.27,-0.95,9.68,1.21,-0.99,28
4.69,80.75,-129.31,0.18,0.31,0.02,0.10,0.06,0.01,9.78,1.27,-0.94,9.68,1.20,-0.96,28
4.38,81.00,-127.88,0.23,0.31,-0.01,0.08,0.07,0.09,9.77,1.28,-0.84,9.68,1.20,-0.93,28
4.06,81.06,-127.13,0.26,0.30,-0.03,0.04,0.08,0.05,9.72,1.26,-0.85,9.69,1.20,-0.89,28
3.94,81.19,-126.38,0.29,0.28,-0.04,0.05,0.03,0.00,9.74,1.24,-0.86,9.69,1.20,-0.86,28
3.56,81.31,-124.88,0.28,0.27,-0.05,0.18,0.05,-0.06,9.87,1.26,-0.90,9.69,1.21,-0.82,28
3.44,81.38,-124.13,0.26,0.26,-0.05,0.14,0.07,-0.02,9.80,1.27,-0.85,9.69,1.21,-0.80,28
3.13,81.44,-123.38,0.21,0.26,-0.05,0.16,0.09,0.01,9.85,1.31,-0.76,9.69,1.21,-0.78,28
2.94,81.56,-121.81,0.14,0.25,-0.02,0.10,0.14,0.00,9.80,1.36,-0.76,9.70,1.22,-0.75,28
2.88,81.63,-121.13,0.11,0.24,-0.00,-0.01,0.15,0.00,9.62,1.35,-0.74,9.70,1.21,-0.71,28
2.81,81.69,-120.44,0.08,0.22,0.01,-0.02,0.16,-0.03,9.68,1.37,-0.73,9.70,1.21,-0.69,28
2.75,81.75,-119.81,0.03,0.19,0.05,0.01,0.15,-0.08,9.72,1.36,-0.76,9.70,1.21,-0.68,28
2.63,81.88,-118.88,0.02,0.17,0.07,0.05,0.17,-0.20,9.76,1.38,-0.87,9.70,1.20,-0.66,28
2.56,81.94,-118.50,0.01,0.17,0.09,0.27,0.25,-0.34,10.16,1.52,-1.02,9.71,1.19,-0.63,28
2.50,82.06,-118.13,0.01,0.18,0.09,0.59,0.40,-0.42,10.31,1.58,-1.04,9.71,1.18,-0.61,28
2.31,82.25,-117.13,0.02,0.19,0.09,0.62,0.45,-0.43,10.34,1.62,-1.03,9.71,1.17,-0.60,28
2.19,82.38,-116.63,0.04,0.20,0.09,0.51,0.50,-0.42,10.17,1.67,-0.96,9.72,1.15,-0.56,28
2.13,82.44,-116.06,0.11,0.19,0.10,0.35,0.54,-0.37,10.07,1.68,-0.92,9.72,1.14,-0.54,28
1.88,82.56,-115.38,0.15,0.17,0.12,0.24,0.51,-0.40,9.97,1.65,-0.94,9.72,1.13,-0.54,28
1.75,82.63,-115.31,0.18,0.15,0.14,0.25,0.55,-0.43,9.97,1.69,-0.97,9.72,1.13,-0.53,28
1.56,82.63,-115.38,0.20,0.14,0.15,0.32,0.57,-0.49,10.12,1.72,-1.10,9.72,1.12,-0.53,28
1.44,82.63,-115.50,0.19,0.13,0.19,0.41,0.60,-0.55,10.13,1.73,-1.09,9.72,1.12,-0.54,28
1.19,82.69,-115.88,0.16,0.14,0.20,0.47,0.60,-0.62,10.20,1.72,-1.16,9.72,1.11,-0.54,28
1.06,82.75,-116.13,0.12,0.14,0.22,0.50,0.63,-0.61,10.23,1.74,-1.16,9.72,1.10,-0.54,28
0.94,82.75,-116.44,0.09,0.14,0.25,0.45,0.55,-0.62,10.09,1.57,-1.27,9.73,1.08,-0.55,28
0.81,82.81,-116.88,0.02,0.13,0.30,0.36,0.50,-0.73,10.09,1.57,-1.29,9.73,1.07,-0.55,28
0.63,82.94,-118.19,-0.02,0.12,0.33,0.46,0.51,-0.81,10.19,1.56,-1.37,9.73,1.05,-0.56,28
0.56,83.00,-119.06,-0.06,0.12,0.36,0.53,0.54,-0.83,10.26,1.58,-1.40,9.73,1.03,-0.57,28
0.50,83.13,-119.94,-0.10,0.13,0.39,0.55,0.56,-0.79,10.30,1.55,-1.31,9.73,0.98,-0.59,28
0.44,83.25,-174.19,-0.19,0.14,0.43,0.57,0.55,-0.55,10.31,1.52,-1.14,9.74,0.96,-0.59,28
0.13,83.50,-174.50,-0.23,0.15,0.43,0.62,0.54,-0.52,10.37,1.48,-1.11,9.74,0.93,-0.58,28
0.19,83.63,-174.63,-0.30,0.14,0.42,0.75,0.78,-0.77,10.49,1.70,-1.36,9.74,0.91,-0.58,28
0.13,83.81,-174.81,-0.34,0.14,0.40,1.22,0.51,-0.04,10.73,1.58,-0.89,9.75,0.84,-0.55,28
0.19,84.25,-175.19,-0.39,0.18,0.32,1.27,0.70,0.13,11.02,1.52,-0.40,9.75,0.81,-0.53,28
0.25,84.44,-175.31,-0.36,0.21,0.26,1.48,0.64,0.16,11.24,1.43,-0.34,9.76,0.79,-0.51,28
0.31,84.56,-175.44,-0.30,0.21,0.18,1.07,0.60,0.47,10.84,1.38,-0.01,9.76,0.76,-0.46,28
0.38,84.69,-175.50,-0.19,0.20,0.11,0.64,0.59,0.64,10.41,1.35,0.19,9.76,0.76,-0.45,28
0.38,84.81,-175.50,0.07,0.12,-0.03,0.20,0.60,0.84,9.97,1.37,0.40,9.76,0.76,-0.44,28
0.13,84.75,-175.44,0.20,0.07,-0.07,0.05,0.55,0.91,9.82,1.32,0.47,9.76,0.77,-0.43,28
0.00,84.75,-175.38,0.27,0.01,-0.10,-0.16,0.75,0.86,9.51,1.37,0.48,9.76,0.79,-0.44,28
359.88,84.63,-175.31,0.29,-0.13,-0.11,-0.57,0.61,0.92,9.18,1.41,0.46,9.76,0.80,-0.45,28
359.69,84.44,-175.25,0.27,-0.20,-0.09,-0.82,0.60,0.93,8.94,1.40,0.45,9.76,0.80,-0.48,28
359.31,84.38,-175.19,0.24,-0.27,-0.05,-1.04,0.47,0.86,8.71,1.29,0.35,9.75,0.81,-0.54,28
359.19,84.25,-175.25,0.22,-0.33,0.01,-1.41,0.50,0.49,8.33,1.30,-0.08,9.75,0.80,-0.57,28
358.88,84.13,-175.38,0.14,-0.40,0.14,-1.43,0.51,0.39,8.32,1.29,-0.21,9.75,0.78,-0.61,28
358.75,84.06,-175.50,0.05,-0.41,0.22,-1.38,0.50,0.42,8.62,1.23,-0.45,9.75,0.73,-0.69,28
358.63,84.06,-175.63,-0.03,-0.38,0.31,-1.12,0.49,0.23,8.64,1.23,-0.47,9.75,0.70,-0.72,28
358.44,84.06,-175.88,-0.12,-0.23,0.54,-1.20,0.54,0.25,8.55,1.19,-0.48,9.75,0.65,-0.74,28
357.94,84.38,-176.50,-0.13,-0.15,0.66,-1.56,0.57,0.35,8.04,0.98,-0.32,9.76,0.51,-0.76,28
357.56,84.56,-176.94,-0.13,-0.05,0.79,-1.71,0.46,0.44,7.87,1.09,-0.29,9.76,0.42,-0.75,28
357.06,84.88,-177.44,-0.12,0.16,1.06,-2.09,0.78,0.15,7.67,1.11,-0.58,9.77,0.32,-0.73,28
355.94,85.56,-178.69,-0.12,0.24,1.17,-2.37,1.59,0.65,7.40,1.81,-0.06,9.77,0.21,-0.71,28
355.31,85.94,-179.38,-0.12,0.36,1.23,-2.63,2.41,1.57,7.14,2.41,0.94,9.78,0.00,-0.63,28
354.75,86.25,179.94,-0.15,0.57,1.17,-1.62,-0.11,1.56,8.16,-0.22,0.98,9.78,-0.11,-0.58,28
353.63,86.56,178.63,-0.23,0.53,1.23,-1.50,-0.33,1.30,8.28,-0.56,0.77,9.78,-0.23,-0.53,28
353.06,86.44,177.94,-0.30,0.44,1.28,-1.86,-0.26,0.73,8.56,-0.74,-0.81,9.78,-0.46,-0.46,28
352.50,85.75,176.69,-0.65,0.11,1.02,0.33,-1.27,-1.28,10.11,-1.83,-1.74,9.77,-0.56,-0.45,28
352.56,85.44,176.38,-0.92,-0.11,0.62,0.41,-1.41,-1.69,10.19,-2.03,-2.17,9.77,-0.61,-0.47,28
353.06,85.19,176.25,-1.10,-0.34,0.23,-1.31,-1.81,-0.76,8.46,-2.44,-1.27,9.76,-0.63,-0.56,28
353.63,85.00,176.25,-1.11,-0.53,0.09,-2.63,-1.66,-0.32,7.12,-2.31,-0.96,9.76,-0.64,-0.63,28
354.56,84.25,176.06,-1.06,-0.81,0.29,-2.21,-1.28,-0.89,7.54,-1.95,-1.62,9.75,-0.66,-0.72,28
355.00,83.69,175.94,-1.16,-0.98,0.32,-1.67,-0.83,-1.16,8.07,-1.52,-1.99,9.74,-0.68,-0.82,28
355.63,83.13,143.50,-1.35,-1.17,0.24,-0.85,-0.50,-0.75,10.87,-2.04,-0.10,9.72,-0.68,-1.07,28
356.50,82.44,147.44,-1.75,-1.33,-0.06,0.72,-1.76,1.63,10.43,-2.43,0.41,9.70,-0.66,-1.21,28
358.69,81.31,154.63,-1.85,-1.11,-0.09,1.31,-3.16,3.44,11.01,-3.79,2.11,9.69,-0.63,-1.33,28
359.94,80.94,156.75,-1.89,-0.76,0.01,2.08,-3.58,3.29,11.76,-4.19,1.88,9.68,-0.60,-1.41,28
1.06,80.75,157.94,-1.87,-0.36,0.10,-0.77,-2.63,2.99,8.90,-3.20,1.52,9.67,-0.56,-1.47,28
3.63,80.94,160.63,-1.81,0.31,-0.29,-2.62,-2.57,2.11,7.05,-3.08,0.66,9.68,-0.50,-1.45,28
5.06,81.31,162.81,-1.79,0.53,-0.52,-3.39,-3.13,1.73,6.13,-3.83,0.00,9.70,-0.34,-1.35,28
6.50,81.75,165.75,-1.80,0.63,-0.72,-3.57,-3.48,1.36,6.33,-4.18,-0.19,9.71,-0.23,-1.30,28
8.19,82.25,169.63,-1.86,0.61,-0.99,-2.53,-5.19,1.71,7.19,-5.31,0.46,9.72,-0.12,-1.24,28
11.69,83.00,179.69,-1.91,0.60,-0.98,-1.35,-5.22,1.27,13.04,-4.36,-2.36,9.74,0.09,-1.13,28
13.38,83.31,-179.44,-1.94,0.57,-0.84,1.88,-3.28,0.82,11.62,-3.11,-0.27,9.74,0.16,-1.09,28
14.69,83.44,-179.00,-1.46,0.19,-0.31,2.49,-2.21,-0.03,12.24,-1.99,-1.11,9.74,0.21,-1.07,28
16.63,83.56,-178.56,-1.20,0.10,-0.20,2.25,-2.07,0.42,12.00,-1.82,-0.64,9.74,0.26,-1.06,28
17.19,83.56,-178.44,-0.91,-0.00,-0.08,1.10,-0.94,1.72,10.84,-0.68,0.65,9.74,0.26,-1.07,28
17.56,83.50,-178.44,-0.44,-0.23,0.13,0.72,-1.39,1.71,10.46,-1.14,0.61,9.74,0.25,-1.09,28
17.88,83.25,-178.50,-0.33,-0.30,0.12,-0.25,-1.89,-0.09,9.48,-1.64,-1.21,9.73,0.24,-1.12,28
18.06,83.06,-168.06,-0.37,-0.38,0.08,-0.41,-2.00,-0.77,9.21,-1.80,-2.06,9.72,0.24,-1.20,28
18.38,82.81,-168.25,-0.47,-0.59,-0.14,-0.48,-2.18,-0.59,9.24,-1.91,-1.84,9.72,0.26,-1.25,28
18.88,82.06,-166.94,-0.50,-0.64,-0.32,0.14,-1.95,-0.45,9.85,-1.65,-1.77,9.71,0.30,-1.31,28
19.50,81.63,-165.25,-0.51,-0.66,-0.53,0.65,-2.02,-0.25,10.35,-1.66,-1.63,9.69,0.43,-1.43,28
20.31,81.19,-163.00,-0.54,-0.66,-0.74,0.30,-1.90,-0.26,9.97,-1.37,-1.76,9.67,0.53,-1.49,28
22.19,80.13,-157.75,-0.66,-0.64,-0.99,0.19,-1.96,-0.35,9.85,-1.33,-1.90,9.66,0.63,-1.54,28
23.00,79.63,-155.13,-0.73,-0.62,-1.04,0.25,-2.00,-0.45,9.89,-1.26,-2.05,9.64,0.74,-1.60,28
24.13,79.06,-152.69,-0.77,-0.59,-1.05,0.54,-2.04,-0.57,10.89,-0.59,-2.47,9.61,0.95,-1.70,28
25.19,78.50,-150.63,-0.74,-0.60,-0.91,1.99,-1.09,-0.69,11.58,-0.04,-2.44,9.59,1.05,-1.74,28
27.19,77.44,-147.56,-0.66,-0.61,-0.82,2.71,-0.50,-0.58,12.29,0.63,-2.38,9.57,1.14,-1.79,28
28.00,76.94,-146.69,-0.53,-0.64,-0.72,4.15,-0.06,0.01,13.70,1.15,-1.83,9.55,1.21,-1.85,28
28.56,76.44,-146.19,-0.33,-0.68,-0.60,4.76,-0.33,0.82,14.24,0.87,-0.39,9.51,1.31,-1.96,28
29.00,76.00,-146.13,-0.06,-0.50,-0.21,4.17,-0.27,1.82,13.67,1.06,-0.19,9.50,1.33,-2.01,28
29.25,75.56,-146.50,0.00,-0.27,-0.09,2.67,0.45,0.37,12.16,1.80,-1.66,9.49,1.34,-2.03,28
29.25,75.50,-146.50,0.06,-0.07,-0.05,2.12,0.11,-0.10,10.96,0.76,-2.10,9.49,1.35,-2.04,28
29.19,75.50,-146.44,0.11,0.08,-0.03,0.56,-1.16,0.58,10.07,0.17,-1.43,9.50,1.34,-2.02,28
28.88,75.81,-146.06,0.16,0.38,0.10,0.18,-1.29,0.26,9.69,0.04,-1.72,9.52,1.31,-1.94,28
28.56,76.13,-146.00,0.16,0.50,0.23,-0.01,-0.99,0.59,9.17,0.55,-1.76,9.53,1.26,-1.89,28
27.94,76.50,-146.19,0.08,0.53,0.45,-0.26,-0.01,0.61,9.28,1.18,-1.23,9.55,1.20,-1.85,28
27.56,76.94,-146.94,-0.24,0.37,0.88,0.82,-0.44,1.23,10.39,0.68,-0.57,9.57,1.12,-1.81,28
26.88,77.75,-149.56,-0.29,0.26,0.90,3.77,-1.38,0.91,11.89,-0.03,0.02,9.59,0.98,-1.77,28
26.63,78.06,-150.81,-0.25,0.15,0.69,1.75,-1.01,1.26,11.35,-0.05,-0.49,9.60,0.95,-1.75,28
26.19,78.19,-151.44,0.05,0.24,0.18,1.08,-0.72,0.86,10.69,0.21,-0.86,9.60,0.93,-1.73,28
25.94,78.50,-151.31,0.16,0.31,0.02,0.47,-0.04,0.66,9.96,1.16,-1.11,9.61,0.94,-1.67,28
25.81,78.69,-150.63,0.22,0.34,-0.15,-0.61,0.02,0.99,9.00,0.99,-0.65,9.61,0.96,-1.64,28
25.81,78.75,-149.44,0.39,0.33,-0.49,-0.78,-0.03,0.69,8.83,0.97,-0.92,9.61,1.00,-1.61,28
25.50,78.69,-146.25,0.53,0.34,-0.66,-0.19,0.61,1.26,9.41,1.67,-0.32,9.61,1.06,-1.59,28
25.50,78.63,-144.31,0.66,0.31,-0.79,-0.41,-0.26,0.00,7.65,0.95,-1.79,9.60,1.19,-1.55,28
25.50,78.44,-142.31,0.92,0.18,-1.07,-3.30,-0.39,0.11,6.29,0.88,-1.43,9.59,1.28,-1.55,28
25.25,77.81,-138.44,0.90,0.13,-1.09,-2.10,0.48,1.65,7.48,1.86,0.10,9.58,1.37,-1.54,28
