orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
225.00,22.63,126.81,-0.34,-1.10,1.03,2.11,2.10,1.16,5.88,-5.14,-4.26,3.77,-7.24,-5.42,26
223.50,21.75,127.00,-0.32,-1.08,1.15,1.83,2.02,1.00,5.35,-5.50,-4.97,3.49,-7.30,-5.53,26
221.88,20.81,127.13,-0.19,-1.10,1.18,1.61,1.31,0.61,4.96,-6.02,-4.96,3.34,-7.33,-5.57,26
218.25,18.94,127.25,0.05,-1.26,1.21,1.50,0.60,0.66,4.69,-6.77,-4.94,3.19,-7.37,-5.61,26
216.19,17.94,127.25,0.09,-1.35,1.26,1.57,0.49,0.96,4.60,-6.92,-4.68,3.02,-7.42,-5.64,26
214.00,16.88,127.25,0.08,-1.41,1.32,1.61,0.25,1.02,4.13,-8.51,-5.46,2.67,-7.50,-5.71,26
211.75,15.81,127.25,-0.00,-1.48,1.40,0.79,-2.09,-0.36,3.28,-9.63,-6.12,2.48,-7.53,-5.75,26
207.25,13.63,127.38,-0.05,-1.41,1.33,-0.71,-3.33,-1.02,1.59,-10.90,-6.81,2.31,-7.56,-5.79,26
205.44,12.69,127.50,-0.14,-1.17,1.18,-3.13,-5.38,-2.54,-0.97,-12.97,-8.37,2.16,-7.58,-5.82,26
204.25,12.06,127.69,-0.28,-0.75,0.85,-3.72,-6.44,-2.01,0.22,-13.38,-7.41,2.02,-7.56,-5.90,26
204.06,11.88,127.94,-0.83,0.16,-0.16,1.03,-2.53,1.91,3.07,-10.05,-4.04,2.04,-7.51,-5.95,26
205.38,12.38,129.00,-1.02,0.15,-0.70,0.96,-1.11,2.37,3.06,-8.55,-3.65,2.10,-7.44,-6.02,26
206.38,12.81,129.69,-1.11,0.09,-0.93,2.15,-0.67,-0.07,3.31,-6.61,-5.95,2.24,-7.26,-6.19,26
207.38,13.19,130.38,-1.22,0.10,-0.92,0.99,0.50,0.64,3.31,-6.65,-5.63,2.31,-7.16,-6.27,26
209.63,13.94,132.00,-1.37,0.16,-0.67,1.12,-0.99,-0.46,3.49,-8.06,-6.83,2.41,-6.97,-6.45,26
210.63,14.25,132.81,-1.35,0.15,-0.56,0.85,-1.41,-1.17,3.30,-8.83,-7.73,2.46,-6.87,-6.54,26
211.63,14.56,133.56,-1.31,0.23,-0.50,0.38,-2.24,-0.90,2.90,-9.02,-7.52,2.52,-6.78,-6.61,26
214.06,15.25,134.88,-1.08,0.38,-0.57,0.26,-2.10,-0.55,2.84,-8.80,-7.23,2.58,-6.70,-6.67,26
215.31,15.63,135.38,-0.91,0.37,-0.63,0.15,-2.07,-0.43,3.21,-9.05,-7.29,2.71,-6.56,-6.76,26
216.38,16.00,135.81,-0.56,0.26,-0.65,0.32,-1.91,0.79,3.09,-8.42,-6.00,2.76,-6.50,-6.79,26
218.00,16.63,136.50,-0.45,0.12,-0.57,0.06,-1.95,0.44,2.88,-8.41,-6.37,2.81,-6.46,-6.81,26
218.44,16.81,136.75,-0.37,-0.01,-0.52,-0.06,-1.74,0.31,2.93,-8.05,-6.63,2.87,-6.39,-6.86,26
218.75,17.00,137.00,-0.22,-0.19,-0.50,0.23,-1.61,0.40,3.12,-7.97,-6.47,2.88,-6.36,-6.88,26
218.75,17.19,137.38,-0.17,-0.30,-0.50,0.58,-1.52,0.29,3.48,-7.86,-6.60,2.89,-6.33,-6.89,26
218.63,17.19,137.56,-0.10,-0.41,-0.47,0.99,-1.12,-0.14,3.89,-7.44,-7.05,2.89,-6.30,-6.93,26
218.25,17.13,137.69,-0.05,-0.50,-0.42,1.02,-0.74,-0.54,3.90,-7.03,-7.49,2.87,-6.29,-6.94,26
348.38,16.94,137.81,0.11,-0.50,-0.26,0.97,-0.57,-0.42,3.83,-6.86,-7.38,2.86,-6.29,-6.95,26
348.06,16.81,137.81,0.16,-0.47,-0.23,1.02,-0.95,-0.59,3.86,-7.25,-7.55,2.84,-6.29,-6.95,26
347.81,16.75,137.81,0.21,-0.40,-0.23,0.73,-1.49,-0.67,1.67,-8.59,-7.84,2.82,-6.31,-6.94,26
347.56,16.69,137.69,0.29,-0.37,-0.26,-1.74,-2.81,5.13,1.07,-9.15,-1.79,2.81,-6.34,-6.92,26
214.25,16.63,137.19,0.75,-0.61,-0.50,2.99,-1.84,-0.18,5.80,-8.22,-7.08,2.80,-6.37,-6.89,26
213.44,16.56,136.88,0.77,-0.50,-0.38,1.76,-1.42,-0.70,4.55,-7.84,-7.56,2.79,-6.41,-6.86,26
212.56,16.44,136.50,0.82,-0.53,-0.27,0.28,0.13,0.85,2.84,-6.99,-5.47,2.75,-6.52,-6.78,26
211.50,16.31,136.13,0.99,-0.64,-0.14,0.35,-0.36,0.70,3.07,-6.94,-6.02,2.72,-6.58,-6.73,26
209.06,15.81,135.19,1.02,-0.68,-0.03,-0.15,-0.45,0.98,2.52,-7.09,-5.70,2.68,-6.64,-6.69,26
207.56,15.50,134.63,1.05,-0.73,0.08,0.21,-0.82,0.89,2.84,-7.53,-5.74,2.56,-6.79,-6.58,26
206.06,15.13,134.06,1.12,-0.76,0.18,0.26,-1.20,-0.05,2.76,-8.07,-6.58,2.50,-6.87,-6.52,26
203.19,14.44,132.81,1.23,-0.60,0.33,0.48,-1.33,-0.38,2.92,-8.29,-6.84,2.44,-6.96,-6.46,26
201.94,14.06,132.13,1.27,-0.48,0.38,0.70,-1.64,0.25,3.09,-8.68,-6.13,2.33,-7.13,-6.30,26
200.69,13.75,131.44,1.33,-0.40,0.43,0.73,-1.75,0.49,2.92,-8.88,-5.58,2.27,-7.23,-6.21,26
199.50,13.44,130.63,1.51,-0.38,0.57,0.53,-1.46,0.17,2.75,-8.80,-5.93,2.21,-7.33,-6.11,26
197.00,12.63,128.88,1.60,-0.38,0.63,0.58,-1.59,0.22,2.59,-9.39,-5.71,2.07,-7.55,-5.89,26
195.63,12.19,127.94,1.70,-0.40,0.69,0.51,-1.83,0.17,2.58,-9.42,-5.48,1.99,-7.67,-5.77,26
194.25,11.75,126.94,1.83,-0.46,0.79,0.70,-1.46,0.13,2.61,-9.25,-5.51,1.91,-7.78,-5.64,26
191.50,10.69,124.88,1.83,-0.45,0.83,0.96,-1.35,-0.33,2.79,-9.25,-5.84,1.82,-7.90,-5.51,26
190.25,10.19,123.81,1.80,-0.34,0.87,1.11,-1.47,-1.14,2.44,-10.53,-5.58,1.66,-8.11,-5.24,26
189.25,9.75,122.81,1.62,0.11,1.00,0.85,-1.51,-0.20,2.44,-9.73,-5.32,1.58,-8.21,-5.11,26
187.94,8.88,121.00,1.53,0.27,0.98,0.69,-0.93,-0.04,2.21,-9.23,-5.03,1.52,-8.30,-4.98,26
187.56,8.56,120.06,1.49,0.36,0.88,0.94,-0.73,-0.04,2.61,-9.04,-4.27,1.42,-8.46,-4.73,26
187.25,8.31,119.19,1.43,0.39,0.73,1.06,0.07,0.80,2.44,-8.46,-3.80,1.38,-8.54,-4.61,26
186.63,7.81,117.56,1.37,0.37,0.67,1.35,0.91,1.65,2.69,-7.69,-2.84,1.34,-8.61,-4.49,26
186.50,7.63,116.81,1.26,0.42,0.59,1.49,1.14,2.72,2.80,-7.52,-1.65,1.28,-8.72,-4.28,26
186.50,7.50,116.13,1.09,0.48,0.55,1.11,2.11,0.98,2.37,-6.65,-3.21,1.26,-8.76,-4.20,26
186.63,7.25,115.13,0.75,0.45,0.44,0.71,1.65,0.02,1.95,-7.14,-4.10,1.24,-8.80,-4.13,26
186.50,7.06,114.75,0.63,0.30,0.49,-1.37,1.00,-2.37,-0.16,-7.82,-6.45,1.21,-8.83,-4.07,26
186.25,6.88,114.31,0.70,0.11,0.48,-2.10,0.62,-1.71,-0.72,-10.30,-5.64,1.13,-8.90,-3.94,26
185.81,6.63,113.88,0.87,-0.13,0.45,-1.34,-2.64,0.14,-0.26,-11.59,-3.71,1.07,-8.94,-3.86,26
184.44,5.88,112.69,1.09,-0.36,0.63,-0.98,-2.89,1.50,0.01,-11.88,-2.26,1.00,-8.99,-3.77,26
183.63,5.44,112.06,1.17,-0.30,0.79,-0.41,-2.53,2.37,0.51,-11.58,-1.29,0.92,-9.04,-3.67,26
182.88,4.88,111.38,1.22,-0.15,0.92,1.40,-1.53,2.77,3.53,-6.29,-1.42,0.76,-9.14,-3.45,26
182.31,4.44,110.63,1.26,0.22,0.64,-0.17,4.08,2.17,0.53,-5.10,-1.16,0.71,-9.19,-3.33,26
182.00,4.06,109.25,1.20,0.25,0.30,-1.52,2.96,-0.25,-0.82,-6.26,-3.48,0.69,-9.23,-3.23,26
182.19,4.06,108.63,1.14,0.31,0.04,-2.41,1.86,1.24,-1.70,-7.40,-1.87,0.72,-9.29,-3.02,26
182.44,4.19,108.00,1.08,0.36,-0.12,-2.22,1.41,1.05,-1.46,-7.91,-1.87,0.75,-9.32,-2.93,26
183.25,4.69,106.81,1.04,0.39,-0.40,-1.51,0.95,0.72,-0.71,-8.40,-2.11,0.80,-9.35,-2.83,26
183.75,5.00,106.25,1.05,0.37,-0.49,-1.14,0.75,0.30,-0.28,-8.62,-2.43,0.91,-9.40,-2.63,26
184.38,5.31,105.63,1.08,0.28,-0.52,-0.52,0.45,-0.22,0.83,-9.84,-3.08,0.96,-9.42,-2.53,26
184.63,5.56,105.00,0.99,0.04,-0.37,-0.14,-1.55,0.46,0.84,-11.00,-1.98,0.99,-9.44,-2.44,26
184.88,5.94,104.06,0.78,0.01,-0.26,-0.14,-1.59,0.55,0.97,-10.71,-1.87,1.03,-9.47,-2.32,26
184.94,6.00,103.75,0.53,0.03,-0.13,0.21,-0.47,0.70,1.24,-9.95,-1.58,1.02,-9.47,-2.29,26
184.94,6.00,103.56,0.14,-0.01,0.15,0.40,0.04,0.46,1.42,-9.44,-1.82,1.01,-9.48,-2.28,26
184.69,5.81,103.50,0.02,-0.07,0.19,0.34,0.52,0.59,1.34,-8.96,-1.68,0.97,-9.48,-2.28,26
184.56,5.69,103.50,-0.04,-0.12,0.17,-0.10,-0.13,1.28,0.85,-9.61,-1.00,0.96,-9.48,-2.28,26
184.38,5.63,103.50,0.05,-0.13,0.10,-0.01,-0.45,1.54,0.93,-9.94,-0.73,0.95,-9.48,-2.28,26
184.13,5.50,103.44,0.15,-0.09,0.08,0.11,-0.33,1.85,1.05,-9.82,-0.41,0.94,-9.49,-2.27,26
184.06,5.44,103.31,0.27,-0.05,0.05,0.10,0.07,1.42,1.09,-9.39,-1.01,0.93,-9.50,-2.21,26
184.00,5.44,103.06,0.43,0.04,0.00,0.18,0.06,1.00,1.12,-9.45,-1.16,0.93,-9.51,-2.17,26
184.06,5.44,102.63,0.43,0.08,0.01,0.20,0.17,0.89,1.14,-9.35,-1.24,0.93,-9.52,-2.13,26
184.13,5.44,102.38,0.38,0.11,0.01,0.00,0.70,0.72,0.92,-8.83,-1.37,0.94,-9.53,-2.06,26
184.19,5.50,102.19,0.33,0.12,-0.03,0.00,0.55,0.56,0.94,-8.99,-1.48,0.95,-9.54,-2.04,26
184.44,5.63,101.94,0.14,0.14,-0.07,0.12,0.26,0.75,1.08,-9.28,-1.27,0.96,-9.54,-2.02,26
184.56,5.63,101.94,0.03,0.15,-0.05,0.06,0.29,0.87,1.03,-9.25,-1.14,0.96,-9.54,-2.02,26
184.69,5.69,101.94,-0.06,0.15,-0.04,0.05,0.33,0.80,1.03,-9.20,-1.22,0.98,-9.54,-2.02,26
184.81,5.75,101.94,-0.11,0.15,-0.05,0.27,-0.05,0.93,1.26,-9.59,-1.10,0.99,-9.54,-2.03,26
185.06,5.81,102.13,-0.18,0.15,-0.01,0.28,-0.17,0.98,1.27,-9.70,-1.06,0.99,-9.53,-2.05,26
185.25,5.81,102.19,-0.20,0.16,0.02,0.31,-0.21,0.93,1.31,-9.75,-1.13,0.99,-9.53,-2.06,26
185.31,5.81,102.31,-0.20,0.16,0.04,0.49,-0.32,0.97,1.50,-9.87,-1.10,0.99,-9.52,-2.10,26
185.44,5.81,102.38,-0.19,0.16,0.06,0.56,-0.38,0.96,1.56,-9.90,-1.15,0.99,-9.52,-2.11,26
185.63,5.75,102.56,-0.15,0.19,0.07,0.58,-0.38,0.89,1.57,-9.90,-1.22,0.98,-9.52,-2.12,26
185.69,5.75,102.63,-0.12,0.20,0.07,0.58,-0.36,0.87,1.57,-9.88,-1.26,0.98,-9.52,-2.13,26
185.81,5.75,102.63,-0.09,0.22,0.05,0.52,-0.36,0.85,1.48,-9.86,-1.28,1.00,-9.52,-2.11,26
186.06,5.88,102.50,-0.05,0.24,0.03,0.45,-0.20,0.82,1.48,-9.72,-1.27,1.02,-9.52,-2.09,26
186.63,6.06,102.19,-0.00,0.26,-0.01,0.39,-0.21,0.81,1.43,-9.74,-1.24,1.04,-9.53,-2.06,26
186.88,6.19,102.00,0.02,0.27,-0.02,0.30,-0.24,0.78,1.36,-9.77,-1.24,1.05,-9.53,-2.03,26
187.19,6.25,101.81,0.04,0.28,-0.04,0.22,-0.20,0.81,1.30,-9.74,-1.19,1.09,-9.54,-1.98,26
187.44,6.38,101.69,0.04,0.29,-0.04,0.07,-0.16,0.70,1.18,-9.70,-1.25,1.10,-9.54,-1.95,26
187.88,6.50,101.44,0.02,0.30,-0.05,0.02,-0.17,0.74,1.14,-9.72,-1.19,1.11,-9.54,-1.93,26
188.13,6.56,101.38,0.01,0.29,-0.05,-0.06,-0.20,0.63,1.06,-9.75,-1.28,1.12,-9.54,-1.92,26
188.38,6.63,101.25,-0.00,0.28,-0.04,-0.10,-0.26,0.61,1.03,-9.81,-1.28,1.13,-9.55,-1.90,26
188.56,6.63,101.19,-0.02,0.28,-0.03,-0.23,-0.29,0.67,0.91,-9.85,-1.19,1.14,-9.55,-1.87,26
188.69,6.69,101.06,-0.01,0.26,-0.01,-0.27,-0.35,0.72,0.87,-9.91,-1.13,1.14,-9.56,-1.85,26
188.94,6.69,100.81,0.00,0.24,-0.00,-0.28,-0.32,0.74,0.85,-9.88,-1.09,1.14,-9.56,-1.83,26
189.06,6.63,100.69,0.01,0.22,0.01,-0.26,-0.29,0.71,0.87,-9.86,-1.09,1.13,-9.56,-1.81,26
189.13,6.63,100.56,0.02,0.21,0.01,-0.21,-0.28,0.63,0.89,-9.85,-1.08,1.13,-9.57,-1.77,26
189.25,6.63,100.44,0.01,0.20,0.00,-0.25,-0.28,0.69,0.87,-9.87,-1.06,1.13,-9.58,-1.75,26
189.44,6.56,100.25,-0.00,0.20,-0.00,-0.26,-0.28,0.54,0.86,-9.87,-1.19,1.12,-9.58,-1.73,26
189.50,6.56,100.19,-0.02,0.19,-0.01,-0.23,-0.35,0.56,0.88,-9.94,-1.16,1.12,-9.58,-1.72,26
189.63,6.56,100.13,-0.03,0.18,-0.01,-0.21,-0.38,0.54,0.90,-10.03,-1.22,1.12,-9.59,-1.70,26
189.69,6.56,100.06,-0.06,0.16,-0.02,-0.23,-0.46,0.54,0.88,-10.05,-1.15,1.12,-9.59,-1.69,26
189.94,6.56,99.94,-0.07,0.17,-0.03,-0.20,-0.48,0.52,0.91,-10.07,-1.16,1.12,-9.59,-1.68,26
190.06,6.56,99.94,-0.06,0.17,-0.04,-0.15,-0.50,0.53,0.97,-10.09,-1.15,1.12,-9.59,-1.68,26
190.19,6.56,99.88,-0.05,0.18,-0.06,-0.11,-0.49,0.42,1.08,-10.04,-1.20,1.13,-9.59,-1.66,26
190.31,6.63,99.81,-0.02,0.19,-0.08,-0.02,-0.44,0.41,1.12,-10.03,-1.24,1.14,-9.59,-1.66,26
190.69,6.75,99.75,-0.01,0.19,-0.09,0.00,-0.45,0.46,1.15,-10.05,-1.18,1.15,-9.59,-1.65,26
190.81,6.81,99.69,-0.00,0.20,-0.10,-0.09,-0.47,0.42,1.07,-10.06,-1.21,1.16,-9.59,-1.64,26
191.00,6.88,99.63,0.00,0.19,-0.09,-0.12,-0.44,0.30,1.08,-10.08,-1.32,1.18,-9.59,-1.62,26
191.13,6.94,99.56,-0.00,0.17,-0.07,-0.11,-0.52,0.45,1.07,-10.12,-1.16,1.19,-9.59,-1.61,26
191.44,7.00,99.50,0.01,0.15,-0.05,-0.11,-0.49,0.38,1.07,-10.09,-1.22,1.19,-9.59,-1.61,26
191.56,7.00,99.44,0.02,0.14,-0.03,-0.10,-0.48,0.33,1.09,-10.08,-1.26,1.20,-9.60,-1.60,26
191.63,7.00,99.38,0.03,0.14,-0.02,-0.07,-0.52,0.34,1.23,-10.05,-1.21,1.20,-9.60,-1.58,26
191.69,7.00,99.31,0.07,0.13,-0.01,0.03,-0.38,0.37,1.24,-9.99,-1.18,1.20,-9.60,-1.56,26
191.88,7.06,99.19,0.08,0.13,-0.01,0.06,-0.34,0.35,1.27,-9.94,-1.20,1.20,-9.60,-1.55,26
191.94,7.06,99.06,0.09,0.13,-0.00,0.07,-0.27,0.30,1.28,-9.88,-1.23,1.21,-9.60,-1.54,26
192.00,7.06,99.00,0.09,0.11,0.00,0.03,-0.20,0.35,1.18,-9.76,-1.18,1.21,-9.61,-1.51,26
192.06,7.06,98.94,0.09,0.10,-0.00,-0.07,-0.17,0.34,1.14,-9.79,-1.16,1.21,-9.61,-1.50,26
192.19,7.06,98.75,0.08,0.09,-0.01,-0.14,-0.07,0.31,1.07,-9.69,-1.17,1.21,-9.61,-1.48,26
192.25,7.13,98.69,0.08,0.08,-0.02,-0.17,-0.07,0.25,1.04,-9.68,-1.22,1.21,-9.61,-1.47,26
192.25,7.13,98.63,0.07,0.07,-0.02,-0.19,-0.10,0.25,1.03,-9.70,-1.22,1.21,-9.62,-1.45,26
192.31,7.13,98.56,0.06,0.04,-0.01,-0.22,-0.09,0.22,0.99,-9.71,-1.22,1.21,-9.62,-1.44,26
192.31,7.13,98.50,0.05,0.03,-0.01,-0.19,-0.07,0.20,1.02,-9.69,-1.23,1.21,-9.62,-1.44,26
192.31,7.06,98.44,0.04,0.02,-0.01,-0.20,-0.07,0.16,1.01,-9.70,-1.27,1.21,-9.62,-1.43,26
192.31,7.06,98.44,0.04,0.00,0.00,-0.23,-0.07,0.18,0.97,-9.69,-1.24,1.20,-9.62,-1.42,26
192.31,7.06,98.38,0.03,-0.02,0.02,-0.23,-0.03,0.19,0.96,-9.66,-1.22,1.20,-9.62,-1.42,26
192.19,7.00,98.31,0.01,-0.04,0.02,-0.25,0.00,0.24,0.94,-9.63,-1.17,1.19,-9.62,-1.41,26
192.13,6.94,98.31,-0.01,-0.04,0.03,-0.26,-0.02,0.24,0.92,-9.65,-1.17,1.19,-9.63,-1.41,26
192.06,6.94,98.31,-0.03,-0.06,0.03,-0.23,-0.05,0.25,0.94,-9.68,-1.16,1.18,-9.63,-1.41,26
192.00,6.88,98.38,-0.08,-0.06,0.02,-0.18,-0.13,0.32,0.98,-9.76,-1.09,1.17,-9.63,-1.42,26
191.88,6.81,98.44,-0.10,-0.06,0.01,-0.14,-0.15,0.28,1.02,-9.78,-1.14,1.17,-9.63,-1.42,26
191.81,6.81,98.44,-0.10,-0.06,0.01,-0.12,-0.24,0.28,1.03,-9.87,-1.15,1.16,-9.63,-1.43,26
191.81,6.81,98.50,-0.10,-0.06,0.00,-0.03,-0.38,0.27,1.13,-10.00,-1.16,1.16,-9.62,-1.44,26
191.69,6.81,98.56,-0.06,-0.05,0.01,0.01,-0.37,0.21,1.18,-10.00,-1.23,1.16,-9.62,-1.45,26
191.69,6.75,98.56,-0.05,-0.05,0.01,0.06,-0.35,0.22,1.22,-9.98,-1.22,1.16,-9.62,-1.45,26
191.63,6.75,98.56,-0.03,-0.06,0.03,0.12,-0.33,0.18,1.28,-9.96,-1.27,1.15,-9.62,-1.45,26
191.56,6.75,98.56,-0.03,-0.07,0.03,0.13,-0.29,0.16,1.30,-9.91,-1.26,1.15,-9.62,-1.45,26
191.50,6.69,98.56,-0.01,-0.09,0.04,0.18,-0.23,0.29,1.32,-9.86,-1.16,1.14,-9.62,-1.45,26
191.31,6.63,98.56,-0.01,-0.11,0.04,0.14,-0.20,0.29,1.28,-9.83,-1.16,1.14,-9.63,-1.45,26
191.25,6.63,98.56,-0.01,-0.12,0.04,0.19,-0.18,0.22,1.33,-9.81,-1.23,1.13,-9.63,-1.45,26
