orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
178.19,-86.13,-177.00,0.17,0.45,-0.05,-0.03,-0.62,0.50,-9.82,-0.12,0.09,-9.78,0.49,-0.44,27
178.31,-86.13,-177.13,0.14,0.30,-0.14,0.22,-0.20,0.98,-9.56,0.26,0.52,-9.78,0.47,-0.46,27
178.44,-86.06,-177.25,-0.01,0.12,-0.09,0.41,-0.31,1.04,-9.36,0.14,0.56,-9.78,0.46,-0.47,27
178.44,-86.00,-177.19,-0.05,0.10,0.02,-0.55,-0.57,0.17,-10.34,-0.10,-0.31,-9.78,0.47,-0.48,27
178.38,-85.94,-177.19,-0.05,0.06,0.10,-0.61,-0.33,0.31,-9.76,-0.17,0.35,-9.78,0.49,-0.49,27
178.25,-85.88,-177.06,-0.04,0.09,0.26,-0.04,-0.72,0.69,-9.82,-0.20,0.19,-9.77,0.52,-0.50,27
177.88,-85.56,-176.75,-0.02,0.14,0.30,0.39,-0.56,0.75,-9.38,-0.01,0.23,-9.77,0.54,-0.51,27
177.69,-85.38,-176.56,-0.03,0.16,0.31,0.22,-0.88,0.25,-9.54,-0.30,-0.27,-9.77,0.60,-0.54,27
177.50,-85.19,-176.44,-0.05,0.17,0.30,0.79,-0.53,0.61,-8.97,0.09,0.05,-9.76,0.63,-0.56,27
177.06,-84.81,-176.13,-0.09,0.20,0.28,0.66,-0.64,0.26,-9.10,0.01,-0.31,-9.76,0.66,-0.58,27
176.88,-84.63,-175.94,-0.09,0.20,0.27,0.80,-0.46,0.00,-8.96,0.22,-0.59,-9.76,0.71,-0.61,27
176.63,-84.44,-175.81,-0.07,0.17,0.24,1.23,-0.26,-0.35,-9.00,0.34,-0.60,-9.75,0.73,-0.63,27
176.44,-84.31,-175.69,-0.08,0.17,0.21,0.84,-0.46,0.25,-8.91,0.28,-0.39,-9.75,0.75,-0.64,27
176.19,-84.00,-175.44,-0.06,0.16,0.18,0.83,-1.00,0.70,-8.91,-0.23,0.04,-9.75,0.77,-0.67,27
176.06,-83.94,-175.44,-0.06,0.13,0.09,0.83,-0.96,0.88,-8.66,0.00,0.15,-9.75,0.77,-0.67,27
176.00,-83.94,-175.44,-0.09,0.07,-0.03,0.68,-1.04,0.96,-9.07,-0.27,0.28,-9.75,0.76,-0.67,27
176.06,-84.13,-175.63,-0.17,-0.11,-0.24,0.45,-0.95,1.09,-9.30,-0.20,0.42,-9.75,0.74,-0.66,27
176.13,-84.38,-175.81,-0.19,-0.22,-0.32,0.38,-0.97,0.90,-9.59,-0.13,0.00,-9.76,0.68,-0.61,27
176.25,-84.63,-176.00,-0.20,-0.31,-0.36,-0.07,-0.31,-0.03,-9.84,0.33,-0.60,-9.76,0.64,-0.57,27
176.31,-85.13,-176.31,-0.21,-0.34,-0.30,-0.28,-0.43,0.18,-10.05,0.18,-0.36,-9.77,0.62,-0.54,27
176.31,-85.31,-176.44,-0.22,-0.29,-0.21,0.17,0.15,-0.22,-9.12,0.49,-1.85,-9.77,0.58,-0.49,27
176.25,-85.50,-176.50,-0.14,-0.11,-0.10,0.60,0.11,-0.68,-9.16,0.69,-1.16,-9.77,0.58,-0.48,27
176.19,-85.63,-176.63,-0.19,-0.03,-0.11,0.76,-0.54,-0.43,-9.01,0.02,-0.91,-9.77,0.57,-0.47,27
176.13,-85.69,-176.69,-0.21,0.02,-0.11,0.88,-0.85,0.25,-8.89,-0.29,-0.22,-9.77,0.55,-0.48,27
176.06,-85.69,-176.75,-0.18,0.06,-0.11,-0.73,-0.51,1.69,-10.51,0.02,1.21,-9.77,0.54,-0.48,27
175.88,-85.69,-176.75,-0.26,0.02,0.01,0.03,0.02,1.16,-9.74,0.57,0.67,-9.77,0.54,-0.48,27
175.63,-85.63,-176.69,-0.23,0.04,0.16,-1.31,-0.21,1.33,-11.08,0.35,0.84,-9.77,0.56,-0.48,27
175.31,-85.44,-176.50,-0.22,0.07,0.28,-0.87,0.68,0.98,-10.65,1.27,0.49,-9.77,0.62,-0.49,27
175.00,-85.31,-176.31,-0.25,0.03,0.32,-0.13,0.13,0.17,-9.90,0.79,-0.31,-9.77,0.65,-0.49,27
174.31,-85.00,-175.88,-0.26,-0.02,0.40,0.22,-0.07,0.03,-9.54,0.61,-0.45,-9.76,0.69,-0.48,27
173.94,-84.81,-175.69,-0.19,-0.01,0.43,0.29,-0.24,0.38,-9.47,0.49,-0.09,-9.76,0.73,-0.48,27
173.69,-84.63,-175.44,-0.09,0.02,0.40,0.64,-0.74,0.48,-9.05,0.64,-0.42,-9.76,0.80,-0.49,27
173.56,-84.44,-175.25,0.17,0.09,0.24,0.65,-0.31,-0.14,-9.10,0.51,-0.64,-9.75,0.82,-0.50,27
173.56,-84.19,-175.06,0.25,0.11,0.15,0.65,-0.26,-0.22,-9.09,0.58,-0.74,-9.75,0.84,-0.51,27
173.63,-84.13,-175.00,0.29,0.12,0.12,0.28,0.10,0.07,-9.47,0.95,-0.45,-9.75,0.85,-0.52,27
173.75,-84.00,-174.94,0.31,0.13,0.13,0.18,0.18,0.30,-9.57,1.38,-0.52,-9.75,0.87,-0.56,27
173.81,-83.88,-174.81,0.26,0.19,0.27,0.07,0.61,0.20,-9.67,1.51,-0.37,-9.74,0.90,-0.58,27
173.69,-83.44,-174.50,0.18,0.25,0.38,0.18,0.63,0.38,-9.55,1.57,-0.22,-9.73,0.98,-0.63,27
173.56,-83.13,-123.00,0.14,0.32,0.50,0.07,-0.02,-3.79,-8.89,1.04,2.45,-9.72,1.03,-0.68,27
173.31,-82.69,-123.50,0.15,0.62,0.67,1.57,1.14,2.16,-8.14,2.24,1.41,-9.71,1.10,-0.74,27
172.69,-81.69,-124.88,0.17,0.65,0.64,-0.03,-2.05,0.79,-9.74,-0.89,-0.01,-9.69,1.21,-0.86,27
172.44,-81.19,-125.44,0.21,0.58,0.62,0.01,-0.56,0.75,-8.98,0.39,-0.31,-9.68,1.26,-0.91,27
172.25,-80.81,-125.81,0.18,0.46,0.52,0.28,-1.02,1.00,-9.38,0.27,0.06,-9.67,1.29,-0.94,27
172.06,-80.38,-126.00,0.15,0.15,0.24,0.33,-0.98,0.90,-9.33,0.33,-0.05,-9.66,1.31,-0.96,27
172.00,-80.31,-125.88,0.12,0.02,0.14,0.43,-0.62,0.71,-9.42,1.36,-0.68,-9.66,1.33,-0.95,27
172.06,-80.31,-125.44,0.08,-0.12,0.08,-0.42,1.68,-0.20,-10.09,3.02,-1.14,-9.66,1.34,-0.93,27
171.94,-80.44,-123.81,-0.18,-0.29,0.07,0.71,0.13,0.44,-8.95,1.48,-0.46,-9.67,1.34,-0.90,27
171.63,-80.44,-122.56,-0.28,-0.24,0.21,1.12,-0.68,0.42,-9.58,2.28,-0.88,-9.66,1.40,-0.86,27
171.38,-80.31,-121.50,-0.26,-0.10,0.31,0.64,-0.16,0.19,-9.01,1.26,-0.65,-9.66,1.43,-0.84,27
170.75,-80.06,-119.63,-0.38,-0.09,0.32,0.46,-0.71,0.13,-9.19,0.75,-0.70,-9.65,1.46,-0.83,27
170.38,-79.88,-118.63,-0.36,-0.08,0.37,0.58,-0.19,-0.13,-9.07,1.30,-0.95,-9.65,1.54,-0.81,27
169.94,-79.75,-117.75,-0.33,-0.05,0.35,0.52,-0.57,0.30,-9.12,1.00,-0.50,-9.64,1.57,-0.80,27
169.25,-79.50,-116.44,-0.33,-0.04,0.24,0.06,-0.69,0.23,-9.57,0.90,-0.56,-9.64,1.59,-0.79,27
169.00,-79.38,-115.88,-0.30,-0.04,0.21,0.29,-0.81,0.57,-9.34,0.80,-0.20,-9.64,1.61,-0.78,27
168.75,-79.31,-115.38,-0.22,-0.05,0.20,0.20,-0.69,0.48,-9.52,1.27,-0.47,-9.63,1.65,-0.77,27
168.56,-79.25,-114.94,-0.15,-0.05,0.17,0.61,-0.15,0.22,-9.01,1.51,-0.54,-9.63,1.67,-0.76,27
168.25,-79.13,-114.06,-0.11,-0.08,0.18,0.42,-0.05,0.03,-9.20,1.63,-0.71,-9.63,1.68,-0.75,27
168.13,-79.00,-113.56,-0.09,-0.07,0.21,0.54,-0.07,0.03,-9.07,1.62,-0.71,-9.62,1.70,-0.74,27
167.94,-78.88,-113.06,-0.07,-0.07,0.23,0.54,-0.04,0.05,-9.04,1.31,-0.28,-9.62,1.75,-0.73,27
167.75,-78.81,-112.63,-0.03,-0.06,0.28,0.68,-0.74,0.60,-8.92,1.03,-0.11,-9.61,1.78,-0.72,27
167.44,-78.50,-111.63,-0.01,-0.09,0.27,0.58,-1.00,0.56,-9.02,0.80,-0.15,-9.61,1.80,-0.71,27
167.38,-78.44,-111.06,0.00,-0.12,0.23,0.97,-1.24,0.25,-8.63,0.58,-0.45,-9.60,1.82,-0.70,27
167.31,-78.38,-110.50,0.02,-0.16,0.16,0.80,-0.21,-0.05,-8.80,1.63,-0.73,-9.60,1.84,-0.67,27
167.38,-78.44,-109.44,-0.00,-0.23,-0.05,0.27,-0.27,-0.06,-9.33,1.56,-0.71,-9.60,1.84,-0.65,27
167.38,-78.50,-108.81,-0.07,-0.24,-0.03,-0.12,0.05,0.00,-8.60,2.06,-1.00,-9.61,1.84,-0.60,27
167.38,-78.50,-108.19,-0.06,-0.21,0.06,0.30,0.41,-0.57,-9.30,2.27,-1.16,-9.61,1.85,-0.59,27
167.31,-78.50,-107.69,-0.09,-0.05,0.20,0.16,-0.22,0.09,-9.44,1.64,-0.49,-9.60,1.87,-0.58,27
166.94,-78.25,-107.13,-0.09,0.02,0.29,0.18,-0.49,-0.02,-7.88,-1.31,-0.21,-9.59,1.93,-0.59,27
166.69,-78.06,-107.00,-0.04,0.08,0.36,-1.82,-0.13,-0.42,-11.40,1.82,-1.04,-9.58,1.96,-0.61,27
166.63,-77.75,-107.69,0.18,0.12,0.08,1.20,-0.63,0.93,-8.38,1.34,0.30,-9.58,1.97,-0.62,27
166.69,-77.81,-107.75,0.05,0.01,-0.06,1.80,-0.57,1.22,-9.62,2.16,0.40,-9.58,1.96,-0.62,27
166.69,-77.81,-107.69,0.02,-0.09,-0.03,0.81,-0.87,0.21,-8.77,1.09,-0.40,-9.58,1.96,-0.62,27
166.81,-77.94,-107.13,-0.03,-0.18,-0.09,-0.07,0.57,0.38,-9.66,2.52,-0.22,-9.59,1.95,-0.60,27
166.88,-78.00,-106.56,-0.05,-0.24,-0.12,1.11,-0.27,-0.57,-8.47,1.66,-1.15,-9.59,1.94,-0.58,27
166.94,-78.13,-106.00,-0.05,-0.26,-0.15,0.45,1.35,-0.82,-9.14,3.27,-1.37,-9.60,1.92,-0.54,27
167.19,-78.38,-105.94,0.03,-0.03,-0.22,-0.54,0.00,-0.45,-10.14,1.90,-1.00,-9.60,1.89,-0.54,27
167.25,-78.50,-105.81,-0.12,-0.08,-0.27,-0.33,-1.18,0.53,-9.94,0.69,0.00,-9.61,1.87,-0.53,27
167.25,-78.56,-105.56,-0.10,-0.12,-0.13,-0.20,-1.70,-0.91,-8.70,3.23,1.77,-9.61,1.86,-0.51,27
167.25,-78.63,-105.31,0.03,-0.08,0.00,-1.17,-2.49,0.89,-10.79,-0.62,0.37,-9.61,1.86,-0.52,27
167.38,-78.63,-106.00,0.06,0.12,-0.06,-0.66,-1.18,-0.62,-10.27,0.67,-1.16,-9.61,1.85,-0.53,27
167.44,-78.63,-106.13,0.07,0.03,-0.03,1.20,1.09,-0.49,-8.40,2.95,-1.03,-9.61,1.85,-0.53,27
167.44,-78.63,-106.06,-0.11,-0.02,-0.08,0.49,-0.44,-1.17,-8.76,1.61,-0.89,-9.61,1.84,-0.52,27
167.31,-78.69,-105.75,-0.33,-0.14,-0.08,0.84,-0.13,-0.26,-8.77,1.70,-0.76,-9.61,1.83,-0.50,27
167.06,-78.88,-104.69,-0.34,-0.16,-0.12,0.98,-0.21,-0.36,-8.63,1.61,-0.84,-9.62,1.82,-0.48,27
167.00,-79.00,-104.06,-0.37,-0.20,-0.19,0.85,-0.41,-0.12,-8.68,-0.77,1.06,-9.63,1.78,-0.42,27
166.94,-79.19,-103.31,-0.31,-0.26,-0.23,0.49,-1.53,1.72,-9.14,0.23,1.32,-9.63,1.76,-0.39,27
166.94,-79.38,-102.06,-0.10,-0.19,-0.10,0.04,-1.83,2.42,-9.59,-0.07,2.04,-9.63,1.76,-0.36,27
167.00,-79.38,-101.75,0.10,-0.10,0.02,0.03,-1.95,2.44,-9.81,0.90,2.17,-9.63,1.77,-0.37,27
167.13,-79.31,-101.75,0.25,-0.01,0.17,-1.31,-0.10,1.70,-10.94,1.70,1.32,-9.63,1.80,-0.38,27
167.00,-78.88,-102.06,0.27,0.10,0.43,-0.13,0.12,1.31,-9.75,1.96,0.92,-9.62,1.84,-0.39,27
166.81,-78.63,-102.19,0.12,0.09,0.42,0.08,0.76,0.71,-9.07,2.88,-0.61,-9.60,1.91,-0.41,27
166.56,-78.44,-102.25,-0.05,0.11,0.36,0.07,0.32,-0.56,-9.52,2.28,-0.98,-9.60,1.95,-0.42,27
165.94,-78.00,-102.44,-0.28,0.19,0.34,1.44,1.42,-1.01,-8.14,3.41,-1.45,-9.59,1.98,-0.43,27
165.56,-77.75,-102.81,-0.27,0.29,0.36,1.04,1.50,-0.58,-8.62,2.64,-1.13,-9.57,2.05,-0.48,27
165.13,-77.50,-103.31,-0.16,0.49,0.47,0.30,0.00,-0.14,-9.25,2.10,-0.67,-9.56,2.10,-0.53,27
164.50,-76.88,-105.13,0.02,0.54,0.49,-0.16,-0.66,0.73,-9.71,1.48,0.15,-9.55,2.14,-0.58,27
164.31,-76.56,-106.19,0.23,0.55,0.47,-0.06,-0.64,1.09,-9.59,1.54,0.45,-9.52,2.22,-0.69,27
164.25,-76.19,-107.25,0.40,0.54,0.45,0.19,-0.28,0.57,-9.32,1.97,-0.17,-9.51,2.26,-0.74,27
164.25,-75.63,-109.06,0.58,0.36,0.43,0.42,-0.54,-0.13,-9.07,1.75,-0.93,-9.50,2.29,-0.79,27
164.44,-75.31,-109.63,0.67,0.27,0.46,0.91,-0.32,-0.72,-8.57,2.00,-1.55,-9.48,2.33,-0.83,27
164.56,-75.06,-110.19,0.69,0.25,0.43,1.02,0.05,-1.31,-8.45,2.42,-2.18,-9.46,2.39,-0.91,27
164.69,-74.81,-110.81,0.63,0.25,0.34,1.07,-2.64,0.39,-8.37,-0.22,-0.55,-9.45,2.41,-0.94,27
165.06,-74.38,-112.13,0.73,0.30,0.32,1.76,-2.97,-0.01,-7.68,-0.53,-1.00,-9.44,2.43,-0.99,27
165.31,-74.19,-113.13,0.73,0.42,0.23,2.56,1.04,1.43,-6.87,3.49,0.38,-9.43,2.45,-1.04,27
165.50,-74.06,-114.00,0.50,0.37,0.07,2.02,-0.47,2.21,-9.44,-0.27,-0.04,-9.42,2.45,-1.13,27
165.69,-74.00,-114.69,0.42,0.28,0.06,0.26,-1.63,1.42,-9.15,0.82,0.26,-9.42,2.45,-1.16,27
