orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
102.56,-68.75,156.13,0.05,0.01,0.05,0.30,-0.09,0.02,-8.83,-1.52,-3.21,-9.14,-1.43,-3.24,27
102.56,-68.75,156.19,0.05,0.01,0.05,0.29,-0.11,0.04,-8.85,-1.54,-3.19,-9.14,-1.42,-3.24,27
102.56,-68.81,156.25,0.06,0.01,0.04,0.30,-0.10,-0.03,-8.83,-1.53,-3.27,-9.14,-1.42,-3.24,27
102.63,-68.81,156.25,0.07,0.01,0.03,0.31,-0.07,-0.02,-8.82,-1.50,-3.26,-9.14,-1.42,-3.24,27
102.69,-68.81,156.25,0.07,0.01,0.03,0.29,-0.05,-0.03,-8.85,-1.45,-3.31,-9.14,-1.42,-3.24,27
102.69,-68.81,156.25,0.07,0.02,0.03,0.20,-0.06,-0.05,-8.93,-1.48,-3.29,-9.14,-1.42,-3.24,27
102.75,-68.81,156.25,0.06,0.00,0.02,0.21,-0.07,-0.02,-8.92,-1.50,-3.26,-9.14,-1.42,-3.24,27
102.81,-68.81,156.25,0.06,-0.01,0.02,0.18,-0.08,-0.02,-8.96,-1.51,-3.26,-9.14,-1.42,-3.24,27
102.88,-68.81,156.19,0.06,-0.02,0.02,0.19,-0.09,-0.05,-8.93,-1.50,-3.25,-9.14,-1.42,-3.23,27
102.88,-68.81,156.19,0.05,-0.03,0.02,0.20,-0.03,0.00,-8.93,-1.46,-3.22,-9.14,-1.42,-3.23,27
102.94,-68.88,156.19,0.05,-0.03,0.03,0.23,-0.03,0.01,-8.90,-1.46,-3.20,-9.14,-1.42,-3.22,27
102.94,-68.88,156.19,0.04,-0.03,0.03,0.24,-0.01,0.01,-8.90,-1.43,-3.20,-9.15,-1.42,-3.22,27
102.94,-68.94,156.19,0.04,-0.02,0.04,0.23,-0.03,0.00,-8.92,-1.45,-3.21,-9.15,-1.41,-3.22,27
102.94,-68.94,156.25,0.03,-0.02,0.04,0.19,-0.02,0.02,-8.95,-1.44,-3.19,-9.15,-1.41,-3.21,27
102.94,-69.00,156.25,0.04,-0.02,0.04,0.18,0.00,-0.02,-8.97,-1.40,-3.23,-9.15,-1.41,-3.21,27
102.94,-69.00,156.31,0.04,-0.01,0.04,0.17,-0.01,0.00,-8.97,-1.42,-3.21,-9.15,-1.40,-3.21,27
102.94,-69.00,156.31,0.03,-0.02,0.05,0.20,0.02,-0.02,-8.98,-1.43,-3.14,-9.15,-1.40,-3.21,27
102.94,-69.06,156.38,0.03,-0.04,0.05,0.17,0.00,0.01,-8.98,-1.40,-3.19,-9.16,-1.39,-3.20,27
102.88,-69.13,156.44,0.02,-0.05,0.05,0.22,0.07,0.01,-8.94,-1.31,-3.18,-9.16,-1.39,-3.20,27
102.88,-69.13,156.44,0.02,-0.05,0.05,0.27,0.07,0.04,-8.89,-1.31,-3.14,-9.16,-1.39,-3.19,27
102.81,-69.19,156.50,0.01,-0.05,0.05,0.29,0.01,0.05,-8.88,-1.34,-3.13,-9.17,-1.38,-3.18,27
102.81,-69.25,156.50,0.00,-0.05,0.05,0.28,0.03,0.02,-8.88,-1.34,-3.15,-9.17,-1.37,-3.18,27
102.75,-69.31,156.56,0.00,-0.06,0.04,0.30,0.01,0.05,-8.87,-1.35,-3.12,-9.17,-1.37,-3.17,27
102.69,-69.31,156.56,-0.00,-0.05,0.04,0.32,0.00,0.03,-8.85,-1.36,-3.13,-9.17,-1.36,-3.16,27
102.69,-69.38,156.63,-0.01,-0.05,0.03,0.33,0.00,0.02,-8.84,-1.36,-3.14,-9.18,-1.36,-3.16,27
102.69,-69.44,156.63,-0.01,-0.04,0.02,0.33,-0.02,0.00,-8.84,-1.38,-3.16,-9.18,-1.36,-3.15,27
102.63,-69.44,156.56,-0.01,-0.04,0.01,0.36,-0.02,0.00,-8.81,-1.37,-3.12,-9.18,-1.36,-3.15,27
102.63,-69.44,156.56,-0.01,-0.03,0.01,0.36,-0.03,-0.08,-8.81,-1.39,-3.23,-9.18,-1.36,-3.15,27
102.63,-69.50,156.56,-0.01,-0.02,0.00,0.31,-0.04,-0.07,-8.87,-1.41,-3.22,-9.18,-1.36,-3.14,27
102.63,-69.50,156.56,-0.01,-0.02,-0.00,0.33,-0.07,0.00,-8.82,-1.48,-3.15,-9.18,-1.36,-3.14,27
102.56,-69.50,156.56,-0.01,-0.02,-0.00,0.34,-0.13,-0.01,-8.84,-1.49,-3.16,-9.18,-1.36,-3.14,27
102.56,-69.50,156.50,-0.01,-0.03,-0.01,0.32,-0.12,-0.02,-8.84,-1.50,-3.18,-9.18,-1.36,-3.13,27
102.56,-69.56,156.50,-0.00,-0.03,-0.01,0.38,-0.12,-0.04,-8.80,-1.48,-3.18,-9.19,-1.36,-3.13,27
102.56,-69.56,156.50,0.00,-0.01,-0.00,0.36,-0.14,-0.02,-8.82,-1.50,-3.16,-9.19,-1.36,-3.13,27
102.56,-69.56,156.50,0.00,-0.01,0.00,0.33,-0.15,-0.06,-8.89,-1.50,-3.14,-9.19,-1.36,-3.13,27
102.56,-69.56,156.50,0.01,-0.02,0.01,0.28,-0.14,0.02,-8.90,-1.50,-3.11,-9.19,-1.36,-3.13,27
102.56,-69.56,156.50,0.01,-0.03,0.02,0.26,-0.13,0.01,-8.86,-1.49,-3.10,-9.19,-1.35,-3.12,27
102.56,-69.63,156.50,0.00,-0.03,0.02,0.32,-0.13,0.02,-8.86,-1.48,-3.03,-9.19,-1.35,-3.12,27
102.50,-69.63,156.50,0.00,-0.02,0.01,0.36,-0.14,0.05,-8.82,-1.50,-3.06,-9.19,-1.35,-3.12,27
102.50,-69.63,156.50,0.01,-0.00,0.01,0.38,-0.12,0.05,-8.81,-1.47,-3.06,-9.19,-1.35,-3.12,27
102.50,-69.63,156.50,0.02,0.01,0.01,0.39,-0.13,0.09,-8.83,-1.47,-3.03,-9.19,-1.35,-3.12,27
102.56,-69.63,156.50,0.03,0.04,-0.01,0.34,-0.10,0.06,-8.84,-1.46,-3.06,-9.19,-1.35,-3.12,27
102.63,-69.56,156.50,0.03,0.04,-0.01,0.25,-0.13,0.00,-8.93,-1.48,-3.12,-9.19,-1.35,-3.13,27
102.63,-69.56,156.50,0.03,0.05,-0.02,0.19,-0.09,-0.04,-9.04,-1.45,-3.14,-9.18,-1.36,-3.13,27
102.69,-69.56,156.50,0.03,0.02,-0.03,0.13,-0.05,0.00,-9.04,-1.42,-3.14,-9.18,-1.36,-3.14,27
102.75,-69.50,156.38,0.02,0.00,-0.03,0.15,-0.06,-0.01,-9.02,-1.43,-3.15,-9.18,-1.37,-3.14,27
102.81,-69.50,156.31,0.02,-0.01,-0.03,0.17,-0.04,0.02,-9.01,-1.41,-3.11,-9.18,-1.37,-3.13,27
102.81,-69.50,156.25,0.01,-0.03,-0.03,0.25,-0.06,-0.03,-8.93,-1.44,-3.16,-9.18,-1.38,-3.13,27
102.81,-69.50,156.13,0.00,-0.02,-0.02,0.29,-0.05,-0.01,-8.89,-1.44,-3.14,-9.18,-1.38,-3.13,27
102.81,-69.56,156.13,0.00,-0.02,-0.02,0.29,-0.06,-0.02,-8.89,-1.44,-3.15,-9.18,-1.38,-3.13,27
102.81,-69.56,156.13,-0.00,-0.01,-0.01,0.30,-0.05,-0.05,-8.88,-1.44,-3.18,-9.18,-1.38,-3.13,27
102.81,-69.56,156.13,-0.01,0.00,0.00,0.26,-0.07,-0.07,-8.92,-1.45,-3.20,-9.18,-1.38,-3.13,27
102.81,-69.56,156.13,-0.01,-0.00,0.01,0.24,-0.06,-0.01,-8.93,-1.38,-3.12,-9.18,-1.38,-3.13,27
102.81,-69.56,156.13,-0.01,-0.01,0.01,0.27,0.00,0.00,-8.91,-1.38,-3.13,-9.18,-1.38,-3.12,27
102.81,-69.56,156.13,-0.01,-0.02,0.01,0.28,-0.02,0.01,-8.90,-1.40,-3.10,-9.19,-1.38,-3.12,27
102.81,-69.56,156.13,-0.01,-0.03,0.01,0.35,-0.05,0.03,-8.83,-1.43,-3.08,-9.19,-1.38,-3.12,27
102.81,-69.56,156.06,-0.00,-0.02,0.01,0.36,-0.06,0.00,-8.82,-1.44,-3.12,-9.19,-1.38,-3.12,27
102.81,-69.63,156.06,-0.00,-0.02,0.01,0.35,-0.10,-0.02,-8.84,-1.48,-3.14,-9.19,-1.38,-3.11,27
102.81,-69.63,156.06,0.00,-0.01,0.01,0.26,-0.14,-0.07,-8.98,-1.52,-3.18,-9.19,-1.38,-3.11,27
102.81,-69.63,156.06,0.01,-0.01,0.01,0.14,-0.15,0.00,-9.04,-1.53,-3.12,-9.19,-1.38,-3.11,27
102.81,-69.63,156.06,0.01,-0.03,0.00,0.13,-0.18,0.00,-9.06,-1.56,-3.10,-9.19,-1.38,-3.11,27
102.81,-69.63,156.00,0.02,-0.04,-0.00,0.10,-0.24,-0.21,-9.08,-1.62,-3.32,-9.19,-1.38,-3.11,27
102.81,-69.63,155.94,0.02,-0.06,-0.00,-0.10,-0.21,-0.11,-9.30,-1.59,-3.21,-9.19,-1.38,-3.10,27
102.88,-69.75,155.81,0.02,-0.10,0.02,-0.16,-0.29,-0.38,-9.36,-1.68,-3.47,-9.20,-1.38,-3.09,27
102.81,-69.81,155.75,0.01,-0.13,0.04,-0.31,-0.23,-0.49,-9.52,-1.61,-3.57,-9.20,-1.38,-3.08,27
102.75,-69.94,155.75,-0.00,-0.17,0.07,-0.66,-0.57,-0.57,-10.11,-1.84,-3.65,-9.22,-1.36,-3.04,27
102.69,-70.06,155.81,-0.01,-0.30,0.19,-1.01,-0.18,-0.57,-10.25,-1.53,-3.59,-9.23,-1.34,-3.01,27
102.31,-70.50,156.00,-0.02,-0.39,0.26,-0.87,0.09,-0.28,-10.12,-1.23,-3.27,-9.24,-1.32,-2.98,27
102.06,-70.81,156.19,-0.04,-0.45,0.31,-0.82,0.25,-0.41,-10.09,-1.04,-3.35,-9.28,-1.26,-2.90,27
101.81,-71.13,156.38,-0.07,-0.51,0.34,-0.46,-0.01,-0.16,-9.76,-1.24,-3.01,-9.30,-1.23,-2.85,27
101.13,-71.81,156.94,-0.10,-0.53,0.39,-0.77,-0.56,-0.30,-10.09,-1.76,-3.11,-9.31,-1.19,-2.80,27
100.75,-72.19,157.31,-0.13,-0.56,0.43,-0.27,0.14,0.48,-9.29,-0.97,-1.99,-9.36,-1.11,-2.70,27
100.38,-72.63,157.63,-0.08,-0.65,0.44,0.06,0.13,0.70,-9.01,-1.61,-2.38,-9.38,-1.07,-2.63,27
100.06,-73.06,157.81,0.09,-0.75,0.35,0.40,-0.78,0.11,-9.00,-1.82,-2.45,-9.40,-1.04,-2.56,27
99.81,-74.00,157.75,0.16,-0.79,0.30,0.68,-0.50,0.34,-8.64,-1.27,-2.08,-9.44,-1.00,-2.42,27
99.75,-74.44,157.44,0.21,-0.80,0.23,0.88,-0.10,0.33,-8.57,-1.10,-2.00,-9.46,-0.99,-2.34,27
99.81,-74.88,157.00,0.30,-0.75,0.09,0.83,-0.20,0.38,-8.65,-1.20,-1.88,-9.48,-0.99,-2.27,27
100.06,-75.63,155.63,0.32,-0.69,0.02,0.93,-0.21,0.39,-8.56,-1.21,-1.81,-9.51,-1.00,-2.14,27
100.25,-75.94,154.81,0.31,-0.63,-0.02,0.82,-0.26,0.26,-8.70,-1.28,-1.83,-9.52,-1.01,-2.09,27
100.44,-76.25,154.00,0.25,-0.46,-0.07,0.89,0.05,0.53,-8.64,-0.97,-1.51,-9.53,-1.03,-2.04,27
100.75,-76.63,152.56,0.22,-0.38,-0.08,1.05,0.02,0.37,-8.48,-1.01,-1.63,-9.54,-1.04,-2.01,27
100.88,-76.75,152.00,0.17,-0.29,-0.07,1.03,0.03,0.36,-8.62,-1.11,-1.52,-9.54,-1.05,-1.96,27
101.00,-76.81,151.63,0.08,-0.11,-0.02,0.98,-0.25,0.40,-8.56,-1.32,-1.54,-9.55,-1.06,-1.95,27
101.06,-76.88,151.31,0.05,-0.02,0.00,1.05,-0.21,0.35,-8.49,-1.27,-1.59,-9.55,-1.06,-1.94,27
101.06,-76.88,151.31,0.02,0.05,0.03,0.99,-0.23,0.25,-8.56,-1.29,-1.70,-9.54,-1.06,-1.96,27
101.06,-76.81,151.50,0.00,0.12,0.05,0.76,-0.17,0.11,-8.78,-1.23,-1.86,-9.54,-1.05,-1.97,27
101.00,-76.69,152.19,-0.00,0.18,0.09,0.67,-0.20,0.05,-8.86,-1.25,-1.94,-9.54,-1.05,-1.99,27
101.00,-76.63,152.56,-0.00,0.18,0.10,0.60,-0.09,-0.07,-8.93,-1.13,-2.08,-9.54,-1.04,-2.00,27
100.94,-76.56,153.00,0.00,0.17,0.11,0.61,-0.03,-0.19,-8.96,-0.96,-2.29,-9.53,-1.02,-2.03,27
100.88,-76.50,153.38,0.00,0.13,0.13,0.46,0.00,-0.26,-9.06,-1.00,-2.31,-9.53,-1.00,-2.05,27
100.75,-76.44,154.19,0.01,0.11,0.13,0.35,-0.03,-0.29,-9.18,-1.03,-2.35,-9.53,-0.99,-2.06,27
100.69,-76.44,154.56,0.03,0.09,0.14,0.38,-0.02,-0.29,-9.15,-1.00,-2.36,-9.53,-0.98,-2.06,27
100.69,-76.44,154.81,0.06,0.06,0.13,0.36,0.00,-0.23,-9.15,-0.88,-2.34,-9.53,-0.96,-2.08,27
100.69,-76.44,155.13,0.10,0.05,0.10,0.35,0.16,-0.19,-9.17,-0.79,-2.28,-9.53,-0.95,-2.08,27
100.69,-76.44,155.56,0.12,0.05,0.10,0.44,0.10,-0.10,-9.08,-0.84,-2.19,-9.53,-0.94,-2.09,27
100.75,-76.38,155.81,0.13,0.07,0.09,0.45,0.21,-0.09,-9.07,-0.72,-2.19,-9.53,-0.94,-2.10,27
100.81,-76.38,156.06,0.14,0.09,0.09,0.33,0.22,-0.06,-9.22,-0.93,-2.15,-9.52,-0.93,-2.12,27
100.81,-76.31,156.25,0.14,0.13,0.09,0.27,-0.14,0.02,-9.24,-1.07,-2.10,-9.52,-0.92,-2.13,27
100.94,-76.19,156.81,0.11,0.17,0.08,0.20,-0.06,0.08,-9.32,-0.98,-2.06,-9.52,-0.92,-2.14,27
100.94,-76.13,157.06,0.09,0.17,0.07,0.11,0.08,0.11,-9.40,-0.83,-2.05,-9.51,-0.91,-2.17,27
101.00,-76.06,157.25,0.07,0.16,0.06,0.08,0.17,0.20,-9.43,-0.73,-1.98,-9.51,-0.90,-2.18,27
101.06,-75.94,157.50,0.03,0.12,0.01,0.30,0.00,0.21,-9.20,-0.90,-1.98,-9.51,-0.90,-2.19,27
101.06,-75.88,157.63,0.01,0.11,-0.00,0.33,-0.14,0.15,-9.17,-1.05,-2.05,-9.50,-0.90,-2.21,27
101.00,-75.81,157.69,-0.02,0.11,-0.01,0.38,-0.19,0.09,-9.24,-1.27,-2.09,-9.50,-0.91,-2.22,27
101.00,-75.75,157.75,-0.04,0.11,-0.02,0.14,-0.49,0.00,-9.35,-1.40,-2.23,-9.50,-0.91,-2.23,27
100.94,-75.63,157.88,-0.04,0.10,-0.03,0.03,-0.44,0.00,-9.47,-1.35,-2.24,-9.49,-0.91,-2.25,27
100.94,-75.56,157.88,-0.03,0.09,-0.03,0.10,-0.20,0.14,-9.20,-0.95,-1.95,-9.49,-0.92,-2.26,27
101.00,-75.56,157.88,-0.01,0.06,-0.05,0.32,-0.05,0.39,-9.16,-0.98,-1.87,-9.49,-0.92,-2.26,27
101.13,-75.50,157.38,0.02,-0.01,-0.10,0.47,-0.18,0.34,-9.01,-1.12,-1.91,-9.49,-0.94,-2.26,27
101.25,-75.50,157.13,0.03,-0.03,-0.10,1.09,1.39,0.27,-9.09,0.15,-1.00,-9.49,-0.96,-2.25,27
101.31,-75.50,156.88,0.03,-0.04,-0.11,0.90,0.27,0.92,-8.59,-0.69,-1.32,-9.49,-0.97,-2.24,27
101.44,-75.50,156.44,0.02,-0.09,-0.22,0.98,-0.27,1.42,-8.51,-1.26,-0.81,-9.49,-0.99,-2.23,27
101.63,-75.50,155.44,-0.03,-0.10,-0.22,2.19,0.06,1.55,-7.12,-1.10,-0.69,-9.49,-1.03,-2.22,27
101.63,-75.50,155.00,-0.19,-0.11,-0.18,3.09,-0.12,2.08,-6.40,-1.16,-0.13,-9.49,-1.04,-2.21,27
101.50,-75.50,154.31,-0.17,-0.06,-0.21,3.13,-1.23,3.28,-6.36,-2.29,1.07,-9.49,-1.06,-2.20,27
101.56,-75.38,153.88,-0.15,0.05,-0.27,3.66,-1.17,3.46,-5.83,-2.26,1.24,-9.48,-1.10,-2.23,27
101.69,-75.25,153.56,-0.09,0.16,-0.29,4.10,-1.03,2.56,-5.37,-2.17,0.31,-9.47,-1.14,-2.25,27
102.31,-74.75,152.63,0.21,0.42,-0.41,4.92,-0.26,2.71,-4.53,-1.45,0.42,-9.46,-1.18,-2.29,27
102.88,-74.19,152.50,0.36,0.89,-0.42,5.25,0.28,2.76,-4.18,-0.94,0.40,-9.43,-1.23,-2.36,27
103.50,-73.50,152.69,0.39,1.17,-0.37,5.73,0.26,2.30,-3.43,-0.72,-1.25,-9.36,-1.31,-2.59,27
104.06,-72.69,153.19,0.37,1.47,-0.31,5.67,0.60,0.38,-3.63,-0.73,-2.37,-9.31,-1.34,-2.75,27
105.06,-70.75,155.06,0.22,2.02,-0.16,5.29,0.49,-0.43,-3.96,-0.86,-3.36,-9.25,-1.36,-2.93,27
105.44,-69.56,156.31,0.15,2.24,-0.08,4.91,0.54,-0.77,-4.27,-0.82,-3.90,-9.19,-1.37,-3.13,27
105.81,-68.31,157.63,0.09,2.44,-0.01,4.11,2.61,-1.58,-5.08,0.32,-3.01,-9.02,-1.37,-3.57,27
106.13,-67.00,159.00,-0.04,2.68,0.17,3.79,1.32,0.42,-5.14,-0.02,-3.38,-8.93,-1.35,-3.80,27
106.50,-64.25,161.81,-0.01,2.71,0.32,4.44,-1.93,2.98,-4.38,-3.26,-1.05,-8.83,-1.32,-4.04,27
106.56,-62.94,163.13,-0.04,2.62,0.43,3.02,-0.43,1.09,-5.70,-1.72,-3.16,-8.63,-1.26,-4.47,27
106.69,-61.69,164.25,0.03,2.51,0.36,2.61,-0.12,0.55,-5.91,-1.36,-4.11,-8.53,-1.24,-4.66,27
107.50,-59.38,165.50,0.36,2.11,0.18,2.62,-0.42,-1.87,-5.81,-1.67,-6.70,-8.43,-1.24,-4.83,27
108.31,-58.31,165.69,0.57,1.94,0.08,1.43,0.80,-1.20,-6.90,-0.46,-6.18,-8.25,-1.29,-5.12,27
109.00,-57.38,165.75,0.61,1.81,0.04,1.56,0.00,-1.36,-6.97,-2.60,-6.25,-8.16,-1.31,-5.26,27
109.69,-56.38,165.94,0.45,1.81,0.09,3.90,1.80,3.22,-4.17,0.47,-2.17,-8.07,-1.33,-5.39,27
111.25,-54.56,166.19,0.58,1.59,0.08,2.11,-0.38,-0.23,-6.72,-1.52,-6.65,-7.91,-1.37,-5.62,27
112.06,-53.81,166.19,0.56,1.49,0.07,1.19,-0.14,-1.02,-6.96,-0.08,-5.45,-7.83,-1.39,-5.72,27
112.56,-53.06,166.25,0.39,1.42,0.13,1.50,0.66,-0.84,-6.25,-0.74,-6.67,-7.76,-1.40,-5.82,27
113.69,-51.50,166.56,0.21,1.53,0.06,1.64,0.72,-1.07,-6.02,-0.68,-7.01,-7.57,-1.40,-6.06,27
113.94,-50.56,166.88,-0.11,1.73,0.00,-0.67,-2.39,-3.26,-8.12,-3.76,-9.49,-7.45,-1.37,-6.22,27
113.31,-48.06,168.38,-0.71,2.49,0.22,-0.73,-1.47,-1.67,-8.03,-2.79,-8.08,-7.30,-1.31,-6.41,27
112.75,-46.63,169.38,-0.75,2.81,0.41,-0.03,-0.26,-1.00,-7.16,-1.50,-7.62,-7.12,-1.24,-6.61,27
112.31,-45.00,170.31,-0.66,2.98,0.46,0.00,-0.15,-1.48,-6.96,-1.30,-8.57,-6.74,-1.09,-7.03,27
93.44,-43.44,171.06,-0.58,2.93,0.25,-1.25,0.05,-1.75,-7.79,-0.99,-8.98,-6.54,-1.04,-7.22,27
93.44,-40.25,172.31,-0.55,2.85,0.06,-3.02,0.37,-2.20,-9.36,-0.62,-9.61,-6.34,-1.00,-7.41,27
93.38,-38.75,172.69,-0.50,2.76,-0.14,-3.80,0.08,-2.55,-9.94,-0.88,-10.14,-5.93,-0.95,-7.74,27
93.19,-37.25,172.94,-0.49,2.68,-0.29,-4.18,-0.75,-2.80,-9.92,-1.69,-10.70,-5.74,-0.93,-7.89,27
92.75,-34.50,173.38,-0.44,2.36,-0.40,-3.99,-1.26,-3.11,-9.55,-2.19,-11.14,-5.55,-0.92,-8.02,27
92.06,-33.31,173.50,-0.33,2.06,-0.41,-4.04,-1.35,-3.50,-9.43,-2.27,-11.64,-5.39,-0.92,-8.13,27
91.88,-32.31,173.56,-0.23,1.78,-0.42,-4.38,-1.29,-3.59,-10.82,-2.37,-13.11,-5.11,-0.93,-8.31,27
91.69,-31.44,173.56,-0.08,1.32,-0.25,-6.72,-1.56,-4.97,-11.73,-2.50,-13.35,-5.01,-0.93,-8.37,27
91.50,-30.06,173.63,-0.04,1.09,-0.09,-6.98,-0.91,-4.78,-11.90,-1.85,-13.21,-4.92,-0.93,-8.43,27
91.19,-29.63,173.63,0.05,0.80,0.01,-7.09,0.21,-4.89,-12.69,-0.93,-13.12,-4.81,-0.95,-8.49,27
91.25,-29.38,173.56,0.11,0.50,0.02,-8.75,-0.50,-4.46,-13.54,-1.46,-12.96,-4.79,-0.95,-8.49,27
91.31,-29.31,173.50,0.12,-0.12,0.10,-9.00,-0.91,-4.50,-13.81,-1.88,-12.99,-4.84,-0.96,-8.47,27
91.44,-29.56,173.44,0.09,-0.43,0.14,-8.74,-1.38,-4.40,-13.64,-2.50,-12.92,-4.90,-0.96,-8.43,27
90.94,-30.00,173.44,0.10,-0.71,0.15,-8.74,-1.73,-5.09,-13.72,-2.70,-13.48,-4.98,-0.96,-8.38,27
91.19,-31.19,173.38,0.14,-1.18,0.27,-8.92,-1.20,-4.80,-14.00,-2.16,-13.13,-5.08,-0.96,-8.32,27
91.38,-32.00,173.31,0.20,-1.37,0.34,-8.82,-1.05,-4.77,-13.33,-2.15,-12.49,-5.32,-0.97,-8.18,27
91.56,-32.81,173.19,0.29,-1.62,0.30,-7.76,-1.13,-4.57,-13.21,-2.11,-12.66,-5.45,-0.97,-8.09,27
91.88,-34.69,173.00,0.24,-1.69,0.31,-8.58,-3.18,-5.34,-14.16,-4.16,-13.34,-5.58,-0.98,-8.00,27
92.06,-35.69,172.94,0.15,-1.73,0.40,-9.01,-4.18,-4.41,-15.30,-2.62,-12.61,-5.86,-0.94,-7.80,27
92.69,-37.75,173.19,0.16,-1.88,0.65,-9.20,-0.83,-7.75,-15.21,-1.74,-15.44,-6.01,-0.91,-7.69,27
93.00,-38.94,173.19,0.30,-2.04,0.61,-8.70,-1.03,-7.52,-14.87,-1.93,-15.09,-6.16,-0.90,-7.57,27
93.31,-40.25,173.06,0.39,-2.26,0.55,-8.32,-0.84,-7.04,-14.67,-1.67,-14.26,-6.52,-0.89,-7.26,27
93.69,-41.63,172.94,0.45,-2.78,0.60,-8.46,-1.29,-8.17,-15.18,-2.18,-15.26,-6.71,-0.88,-7.08,27
108.75,-44.94,172.75,0.45,-3.04,0.65,-8.16,-1.31,-9.09,-15.09,-2.18,-15.98,-6.93,-0.87,-6.88,27
108.44,-46.81,172.63,0.46,-3.35,0.67,-7.65,-1.22,-9.77,-14.80,-2.08,-16.43,-7.39,-0.83,-6.38,27
108.06,-48.94,172.50,0.48,-3.73,0.70,-6.50,-1.01,-10.29,-14.15,-1.83,-16.37,-7.65,-0.81,-6.08,27
107.31,-53.75,172.19,0.50,-4.43,0.78,-5.89,-1.18,-10.24,-13.80,-1.96,-15.98,-7.90,-0.78,-5.74,27
106.94,-56.38,172.06,0.50,-4.72,0.83,-5.26,-1.22,-10.46,-13.43,-1.97,-15.83,-8.42,-0.70,-4.97,27
