orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
87.75,-34.44,-7.94,0.86,1.05,0.75,0.84,-3.53,-2.94,-4.70,-2.40,5.06,-5.54,1.12,8.00,28
85.44,-35.81,-11.31,1.63,0.97,0.93,-3.21,0.45,3.42,-9.01,2.19,11.13,-5.80,1.73,7.71,28
84.88,-36.94,-16.38,1.55,0.32,0.52,-3.27,2.30,1.75,-4.71,2.54,4.15,-5.89,2.34,7.47,28
83.69,-37.00,-19.63,0.97,0.13,0.23,0.40,0.97,-2.54,-6.33,4.15,5.59,-5.90,2.69,7.34,28
83.00,-36.88,-20.75,0.23,-0.15,-0.10,0.70,0.54,-3.00,-5.14,3.22,4.48,-5.88,2.77,7.33,28
82.44,-36.56,-19.88,-0.47,-0.28,-0.27,-0.08,0.40,-2.01,-6.24,3.00,5.56,-5.83,2.61,7.43,28
81.25,-36.06,-17.25,-1.13,-0.39,-0.26,-0.46,0.02,-0.65,-6.24,2.37,6.91,-5.77,2.35,7.56,28
81.50,-34.94,-13.63,-1.22,-0.73,-0.47,-1.24,-2.30,0.56,-6.86,-0.40,8.37,-5.62,1.89,7.80,28
80.44,-33.50,-11.25,-0.73,-1.18,-0.12,-1.02,-3.59,-0.48,-6.34,-2.05,7.60,-5.32,1.53,8.09,28
79.63,-30.81,-9.94,0.05,-1.35,0.08,-0.89,-3.53,-0.99,-5.82,-2.07,7.35,-4.92,1.46,8.35,28
78.69,-27.44,-10.44,0.46,-1.70,0.37,-1.67,-1.68,-0.45,-6.03,-0.03,8.17,-4.36,1.64,8.62,28
78.38,-22.75,-12.00,0.73,-2.30,0.50,-1.46,-0.90,-1.83,-4.61,1.41,6.40,-3.57,1.96,8.91,28
77.31,-16.63,-13.31,0.52,-2.97,0.54,-1.73,0.07,-2.24,-4.26,2.23,6.68,-2.51,2.21,9.21,28
76.88,-8.75,-13.75,0.07,-3.85,0.64,-1.27,0.06,-3.28,-2.83,2.87,7.15,-1.10,2.30,9.46,28
76.56,0.44,-12.31,-1.51,-3.62,0.39,14.12,6.33,19.94,2.43,-0.32,11.69,0.28,1.91,9.61,28
76.75,3.50,-9.31,-1.00,-0.98,-0.34,1.50,-2.33,-2.56,2.10,-0.73,7.09,0.65,1.53,9.66,28
77.75,3.50,-9.19,0.39,0.43,-0.51,1.63,-2.47,-3.38,2.24,-0.90,6.27,0.60,1.56,9.66,28
77.69,1.50,-10.94,1.35,1.99,-0.60,5.30,-2.26,8.24,5.36,-0.27,17.84,0.06,1.99,9.60,28
76.50,-2.56,-10.00,-1.37,0.08,0.87,0.86,-1.24,-2.47,0.42,0.34,7.19,-0.43,1.58,9.66,28
74.56,-2.75,-8.50,-0.23,0.29,0.30,-2.27,-2.48,0.39,-2.77,-1.04,10.08,-0.49,1.44,9.68,28
74.25,-2.75,-8.81,0.32,-0.19,0.04,-1.01,-2.00,0.22,-1.49,-0.49,9.90,-0.44,1.54,9.67,28
73.63,-1.88,-10.19,0.74,-0.45,0.09,-0.45,1.00,1.26,-0.78,2.73,10.90,-0.27,1.79,9.63,28
73.13,-0.94,-11.00,0.08,-0.27,0.03,1.93,0.42,-1.49,1.76,2.30,8.13,-0.16,1.87,9.62,28
72.75,-1.44,-10.56,-0.27,0.47,-0.06,-0.61,0.15,0.67,-0.85,1.95,10.31,-0.29,1.77,9.64,28
72.25,-2.19,-9.69,-0.42,0.17,-0.04,-0.69,-2.22,0.37,-1.07,-0.57,10.03,-0.38,1.65,9.65,28
72.25,-2.31,-9.38,0.11,-0.00,0.01,-1.36,-1.72,0.29,-1.77,-0.10,9.95,-0.40,1.61,9.66,28
71.94,-2.00,-9.94,0.34,-0.27,0.05,-0.09,-0.50,0.39,-0.41,1.22,10.04,-0.32,1.73,9.64,28
71.44,-1.44,-10.63,0.19,-0.21,0.03,0.99,-0.01,-0.54,0.75,1.79,9.08,-0.23,1.81,9.63,28
71.19,-1.50,-10.50,-0.15,0.19,-0.03,0.20,-0.30,0.11,-1.14,1.26,9.86,-0.28,1.77,9.64,28
71.19,-2.00,-10.00,-0.24,0.15,-0.03,-0.70,-1.68,0.20,-1.05,0.02,9.85,-0.34,1.70,9.65,28
70.69,-2.06,-9.81,0.06,-0.02,0.01,-0.84,-1.21,0.19,-1.20,0.46,9.84,-0.36,1.68,9.65,28
70.38,-1.75,-10.25,0.20,-0.17,0.03,0.06,-0.25,0.00,-0.24,1.48,9.64,-0.30,1.74,9.64,28
70.00,-1.69,-10.31,-0.05,0.05,-0.01,0.38,-0.31,-0.16,0.09,1.44,9.48,-0.28,1.76,9.64,28
70.06,-1.88,-10.13,-0.14,0.11,-0.02,-0.62,-0.85,0.16,-0.96,0.85,9.81,-0.33,1.71,9.64,28
69.88,-2.00,-9.94,-0.03,0.02,-0.01,-0.60,-1.25,0.13,-0.95,0.43,9.78,-0.34,1.69,9.65,28
69.69,-1.88,-10.06,0.10,-0.09,0.02,-0.23,-0.69,0.06,-0.55,1.03,9.71,-0.32,1.72,9.64,28
69.38,-1.75,-10.25,0.03,-0.03,0.01,0.05,-0.34,-0.12,-0.22,1.31,9.59,-0.30,1.74,9.64,28
