orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
265.81,83.81,-1.19,0.00,-0.00,0.00,-0.01,0.02,-0.36,9.73,0.22,0.66,9.75,0.20,1.03,28
265.69,83.88,-1.19,0.00,-0.00,0.00,-0.02,0.00,-0.34,9.72,0.21,0.67,9.75,0.20,1.01,28
265.63,83.94,-1.19,0.00,-0.00,0.00,-0.02,0.03,-0.32,9.72,0.23,0.67,9.75,0.20,1.00,28
265.44,84.00,-1.19,0.00,-0.00,0.00,-0.03,0.01,-0.28,9.72,0.22,0.63,9.75,0.20,0.99,28
265.44,84.06,-1.19,0.00,0.00,-0.00,-0.01,0.00,-0.32,9.71,0.23,0.68,9.75,0.20,0.98,28
265.44,84.13,-1.19,-0.00,-0.01,0.00,-0.01,0.01,-0.27,9.73,0.22,0.70,9.75,0.20,0.97,28
265.31,84.19,-1.19,0.00,0.00,0.00,-0.02,0.01,-0.27,9.73,0.22,0.68,9.75,0.20,0.96,28
265.31,84.25,-1.19,-0.00,0.00,0.00,-0.02,0.00,-0.31,9.73,0.20,0.63,9.75,0.20,0.95,28
265.13,84.31,-1.19,0.00,0.00,0.00,-0.03,0.00,-0.25,9.72,0.21,0.69,9.75,0.20,0.94,28
265.13,84.38,-1.19,0.00,0.00,0.00,-0.02,-0.01,-0.23,9.73,0.19,0.69,9.75,0.20,0.93,28
265.13,84.38,-1.19,-0.00,0.00,0.00,-0.03,0.01,-0.23,9.72,0.22,0.69,9.76,0.20,0.92,28
265.06,84.44,-1.19,0.00,0.00,0.00,-0.05,0.01,-0.28,9.70,0.22,0.63,9.76,0.20,0.92,28
265.00,84.44,-1.19,0.00,-0.00,0.00,-0.04,0.01,-0.23,9.71,0.22,0.67,9.76,0.21,0.91,28
265.00,84.50,-1.19,-0.00,-0.00,0.00,-0.01,0.01,-0.26,9.71,0.22,0.65,9.76,0.21,0.90,28
265.00,84.56,-1.19,0.00,0.00,0.00,-0.04,0.00,-0.22,9.71,0.20,0.67,9.76,0.21,0.90,28
264.88,84.56,-1.19,0.00,-0.00,0.00,-0.03,0.00,-0.21,9.72,0.22,0.67,9.76,0.21,0.89,28
264.75,84.63,-1.19,0.00,0.00,0.00,-0.04,0.01,-0.23,9.71,0.22,0.65,9.76,0.21,0.89,28
264.75,84.63,-1.19,-0.00,-0.00,0.00,-0.03,0.00,-0.21,9.73,0.21,0.67,9.76,0.21,0.88,28
264.63,84.69,-1.19,0.00,0.00,0.00,-0.01,0.00,-0.23,9.75,0.21,0.64,9.76,0.21,0.88,28
264.63,84.69,-1.19,-0.00,-0.00,0.00,-0.05,0.00,-0.22,9.70,0.21,0.65,9.76,0.21,0.87,28
264.63,84.69,-1.19,0.00,0.00,0.00,-0.03,0.00,-0.19,9.72,0.21,0.67,9.76,0.21,0.87,28
264.56,84.75,-1.19,0.00,0.00,0.00,-0.02,0.00,-0.20,9.74,0.21,0.66,9.76,0.21,0.86,28
264.50,84.75,-1.19,0.00,0.00,0.00,-0.04,0.01,-0.17,9.71,0.22,0.69,9.76,0.21,0.86,28
264.50,84.81,-1.19,0.00,0.00,0.00,-0.02,0.00,-0.15,9.73,0.21,0.70,9.76,0.21,0.85,28
264.50,84.81,-1.19,0.00,0.00,0.00,-0.04,0.01,-0.15,9.71,0.22,0.69,9.76,0.21,0.85,28
264.50,84.81,-1.19,-0.00,0.00,0.00,-0.04,0.04,-0.18,9.71,0.25,0.66,9.76,0.21,0.85,28
264.50,84.88,-1.19,0.00,0.00,0.00,-0.05,0.00,-0.17,9.71,0.21,0.67,9.76,0.21,0.84,28
264.50,84.88,-1.19,-0.00,-0.00,-0.00,-0.05,0.01,-0.18,9.71,0.22,0.65,9.76,0.21,0.84,28
264.50,84.88,-1.19,0.00,0.00,-0.00,-0.04,0.01,-0.16,9.71,0.22,0.67,9.76,0.21,0.84,28
264.50,84.88,-1.19,-0.00,-0.00,-0.00,-0.04,0.01,-0.18,9.72,0.23,0.65,9.76,0.21,0.83,28
264.50,84.94,-1.19,-0.00,-0.00,-0.00,-0.03,0.00,-0.18,9.73,0.20,0.65,9.76,0.21,0.83,28
264.50,84.94,-1.19,-0.00,0.00,0.00,-0.03,0.01,-0.16,9.73,0.23,0.66,9.76,0.21,0.83,28
264.50,84.94,-1.19,-0.00,0.00,0.00,-0.04,0.00,-0.17,9.71,0.22,0.64,9.76,0.21,0.82,28
264.50,85.00,-1.19,-0.00,0.00,0.00,-0.04,0.00,-0.15,9.71,0.22,0.67,9.76,0.21,0.82,28
264.50,85.00,-1.19,-0.00,-0.00,-0.00,-0.03,0.00,-0.16,9.72,0.22,0.65,9.76,0.21,0.82,28
264.50,85.00,-1.19,-0.00,0.00,0.00,-0.04,0.00,-0.16,9.72,0.21,0.65,9.76,0.21,0.82,28
264.50,85.00,-1.19,-0.00,-0.00,0.00,-0.05,0.00,-0.15,9.71,0.21,0.66,9.77,0.21,0.81,28
264.50,85.06,-1.19,0.00,-0.00,0.00,-0.03,0.00,-0.15,9.73,0.21,0.66,9.77,0.21,0.81,28
264.50,85.06,-1.19,-0.00,0.00,0.00,-0.04,0.01,-0.15,9.72,0.22,0.65,9.77,0.21,0.81,28
264.50,85.06,-1.19,0.00,0.00,0.00,-0.03,0.00,-0.18,9.73,0.22,0.62,9.77,0.21,0.81,28
264.50,85.06,-1.19,-0.00,0.00,0.00,-0.02,0.00,-0.13,9.74,0.22,0.67,9.77,0.21,0.80,28
264.50,85.06,-1.19,-0.00,-0.00,0.00,-0.04,0.01,-0.15,9.72,0.23,0.65,9.77,0.21,0.80,28
264.50,85.13,-1.19,0.00,0.00,0.00,-0.04,0.00,-0.12,9.73,0.22,0.67,9.77,0.21,0.80,28
264.50,85.13,-1.19,0.00,0.00,0.00,-0.03,0.01,-0.14,9.71,0.21,0.67,9.77,0.21,0.80,28
264.50,85.13,-1.25,0.00,-0.00,0.00,-0.02,0.02,-0.09,9.70,0.20,0.66,9.77,0.21,0.80,28
264.50,85.13,-1.25,0.00,-0.00,-0.00,-0.04,0.00,-0.11,9.72,0.23,0.67,9.77,0.21,0.79,28
264.50,85.13,-1.25,0.00,-0.00,-0.00,-0.04,0.01,-0.14,9.72,0.23,0.64,9.77,0.21,0.79,28
264.50,85.13,-1.25,0.00,0.00,-0.00,-0.03,-0.01,-0.14,9.73,0.20,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.03,0.00,-0.14,9.73,0.21,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.03,0.00,-0.13,9.73,0.22,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.05,0.01,-0.12,9.71,0.22,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.03,0.00,-0.12,9.73,0.20,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.04,0.00,-0.14,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,-0.00,-0.05,0.00,-0.14,9.71,0.21,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.07,0.01,-0.14,9.69,0.22,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,0.00,-0.04,0.01,-0.14,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.03,0.00,-0.14,9.72,0.23,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.02,0.00,-0.09,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,0.00,-0.06,0.00,-0.09,9.72,0.21,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.04,0.01,-0.13,9.71,0.22,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.05,0.00,-0.12,9.71,0.21,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.06,0.03,-0.12,9.70,0.24,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,-0.00,-0.02,0.00,-0.15,9.74,0.22,0.63,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,-0.00,-0.04,0.01,-0.14,9.72,0.22,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,-0.00,-0.04,0.01,-0.14,9.72,0.23,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,-0.00,-0.05,-0.01,-0.09,9.71,0.19,0.69,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,-0.00,-0.04,0.00,-0.13,9.72,0.21,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.04,0.00,-0.14,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.03,-0.01,-0.12,9.73,0.20,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.04,0.00,-0.13,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,0.00,-0.05,0.00,-0.15,9.71,0.21,0.63,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.04,0.00,-0.11,9.73,0.21,0.63,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,-0.00,-0.04,0.02,-0.10,9.71,0.22,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,0.00,-0.04,0.00,-0.12,9.72,0.20,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,-0.00,-0.02,0.00,-0.12,9.71,0.24,0.69,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.03,0.00,-0.12,9.73,0.21,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.02,0.00,-0.15,9.74,0.21,0.63,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.06,0.02,-0.09,9.70,0.23,0.69,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.03,0.00,-0.10,9.73,0.21,0.69,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.03,0.00,-0.09,9.73,0.22,0.70,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.05,0.00,-0.14,9.71,0.21,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.05,0.00,-0.14,9.71,0.21,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.05,-0.01,-0.12,9.71,0.20,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.03,0.00,-0.12,9.73,0.21,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,0.00,-0.04,0.00,-0.13,9.74,0.22,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.05,0.02,-0.10,9.72,0.23,0.68,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,-0.00,-0.01,0.00,-0.11,9.71,0.21,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.02,0.00,-0.11,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,-0.00,-0.03,0.01,-0.11,9.73,0.23,0.67,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,0.00,-0.04,0.00,-0.14,9.72,0.21,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,-0.00,-0.00,-0.05,-0.02,-0.14,9.71,0.19,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.04,0.00,-0.13,9.72,0.22,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,-0.00,-0.00,-0.04,0.01,-0.13,9.72,0.23,0.65,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.00,0.00,0.00,-0.03,0.01,-0.14,9.73,0.23,0.64,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,-0.00,-0.04,0.01,-0.10,9.72,0.22,0.68,9.77,0.21,0.79,28
264.50,85.19,-1.25,0.00,0.00,0.00,-0.04,-0.02,-0.13,9.72,0.19,0.66,9.77,0.21,0.79,28
264.50,85.19,-1.25,-0.01,-0.01,-0.01,0.56,-0.32,-0.93,10.34,-0.11,-0.14,9.77,0.21,0.79,28
264.56,85.06,-1.25,-0.01,0.03,0.01,0.33,0.29,0.23,10.10,0.51,1.04,9.77,0.21,0.81,28
264.50,85.13,-1.19,-0.01,0.00,0.05,-0.34,0.04,0.21,9.42,0.24,1.02,9.77,0.20,0.80,28
264.38,85.13,-1.06,-0.01,-0.04,0.06,0.00,-0.34,-0.21,9.84,-0.10,0.50,9.77,0.18,0.79,28
264.31,85.25,-1.00,0.02,-0.02,-0.01,-0.08,0.64,1.20,9.69,0.82,1.99,9.77,0.18,0.78,28
263.31,85.19,-1.06,0.86,0.07,0.07,0.44,-0.49,1.37,10.21,-0.31,2.16,9.77,0.18,0.80,28
260.00,85.13,-0.94,1.84,0.07,0.19,0.02,-1.39,0.01,9.79,-1.22,0.83,9.77,0.17,0.81,28
255.69,85.19,-0.88,3.23,-0.02,0.30,-0.17,-1.13,-0.02,9.59,-0.98,0.77,9.77,0.15,0.79,28
247.31,85.38,-0.81,4.41,-0.10,0.40,-0.32,-0.14,-0.83,9.45,0.00,-0.07,9.77,0.13,0.75,28
236.69,85.75,-0.69,5.42,-0.02,0.38,0.29,-0.73,0.33,10.07,-0.60,1.04,9.78,0.12,0.70,28
223.69,85.94,-0.69,6.12,-0.04,0.48,-0.02,-0.13,0.25,9.75,-0.01,0.92,9.78,0.11,0.66,28
210.25,86.25,-0.44,5.73,-0.02,0.51,0.64,1.19,-0.61,10.43,1.25,0.01,9.78,0.06,0.62,28
198.44,86.44,-0.13,4.88,-0.04,0.35,-1.31,1.00,-0.06,8.47,1.03,0.53,9.78,0.03,0.60,28
188.81,86.50,-0.06,3.96,-0.05,0.38,0.56,-0.94,0.40,10.35,-0.93,0.99,9.78,0.01,0.59,28
181.50,86.56,0.00,2.58,0.00,0.25,0.62,-0.78,-0.41,9.98,-1.13,-0.62,9.78,0.00,0.58,28
177.88,86.50,0.06,1.03,0.02,0.09,0.16,-1.53,-1.62,9.94,-1.55,-1.03,9.78,-0.01,0.58,28
176.69,86.44,0.06,0.49,0.05,-0.02,-0.03,-0.16,0.55,9.74,-0.17,1.15,9.78,0.00,0.60,28
175.69,86.31,0.00,0.50,0.04,-0.01,-0.02,0.15,0.21,9.76,0.16,0.84,9.78,0.01,0.62,28
174.81,86.31,-0.06,0.24,-0.03,-0.00,-0.07,1.12,-0.49,9.70,1.14,0.12,9.78,0.02,0.62,28
174.50,86.38,-0.13,0.06,-0.04,0.02,0.02,1.51,-1.17,9.43,0.68,0.48,9.78,0.01,0.61,28
174.38,86.38,0.00,-0.00,0.00,0.03,0.01,0.10,0.17,9.77,0.15,0.65,9.78,0.00,0.61,28
174.38,86.38,0.00,0.01,0.00,-0.02,-0.16,0.22,0.27,9.73,0.25,0.70,9.78,0.01,0.61,28
174.44,86.31,-0.13,0.01,-0.02,-0.02,-0.12,0.41,0.31,9.66,0.44,0.94,9.78,0.03,0.62,28
174.50,86.31,-0.25,0.01,-0.03,0.08,-0.02,0.40,0.21,9.76,0.44,0.83,9.78,0.04,0.61,28
174.38,86.44,-0.13,0.00,-0.03,0.01,0.11,-0.12,-0.12,9.90,-0.10,0.47,9.78,0.02,0.60,28
174.50,86.44,-0.25,0.00,0.01,-0.05,-0.15,0.55,0.05,9.63,0.59,0.65,9.78,0.04,0.60,28
174.44,86.44,-0.19,-0.00,0.01,0.02,-0.02,0.16,0.23,9.76,0.19,0.84,9.78,0.03,0.60,28
174.50,86.44,-0.25,0.00,-0.00,-0.00,-0.05,0.22,0.09,9.73,0.26,0.69,9.78,0.04,0.60,28
174.50,86.44,-0.25,-0.00,-0.00,-0.01,-0.06,0.23,0.07,9.70,0.34,0.67,9.78,0.05,0.60,28
174.56,86.38,-0.31,0.00,0.00,0.01,-0.06,0.20,0.10,9.73,0.24,0.71,9.78,0.06,0.61,28
174.75,86.38,-0.38,-0.00,0.00,-0.01,-0.08,0.26,0.10,9.70,0.33,0.72,9.78,0.07,0.61,28
174.81,86.31,-0.44,0.00,0.00,0.00,-0.03,0.19,0.09,9.74,0.27,0.71,9.78,0.07,0.61,28
174.88,86.31,-0.44,0.00,-0.00,0.00,-0.07,0.21,0.09,9.70,0.30,0.71,9.78,0.08,0.62,28
174.88,86.31,-0.50,0.00,0.00,-0.00,-0.05,0.24,0.11,9.73,0.33,0.73,9.78,0.09,0.62,28
174.94,86.25,-0.50,0.00,0.00,0.00,-0.05,0.18,0.11,9.73,0.28,0.73,9.78,0.09,0.62,28
174.94,86.25,-0.56,0.00,-0.00,-0.00,-0.07,0.19,0.06,9.71,0.30,0.69,9.78,0.10,0.62,28
174.88,86.25,-0.63,0.00,0.00,0.00,-0.06,0.17,0.08,9.71,0.28,0.71,9.78,0.10,0.63,28
174.94,86.19,-0.63,0.00,0.00,0.00,-0.07,0.16,0.09,9.70,0.28,0.72,9.78,0.11,0.63,28
174.94,86.19,-0.69,0.00,0.00,0.00,-0.08,0.16,0.07,9.70,0.28,0.71,9.78,0.11,0.63,28
175.06,86.19,-0.69,0.00,0.00,0.00,-0.06,0.16,0.04,9.71,0.29,0.68,9.78,0.12,0.63,28
175.00,86.13,-0.69,0.00,0.00,0.00,-0.07,0.18,0.06,9.70,0.31,0.70,9.78,0.12,0.64,28
175.00,86.13,-0.75,0.00,0.00,-0.00,-0.07,0.17,0.07,9.71,0.30,0.71,9.78,0.13,0.64,28
175.06,86.13,-0.75,0.00,0.00,-0.00,-0.06,0.15,0.06,9.72,0.28,0.70,9.78,0.13,0.64,28
175.06,86.13,-0.81,-0.00,0.00,0.00,-0.07,0.16,0.06,9.70,0.30,0.71,9.78,0.14,0.64,28
175.00,86.06,-0.81,0.00,0.00,0.00,-0.05,0.16,0.04,9.72,0.30,0.69,9.78,0.14,0.64,28
175.00,86.06,-0.81,-0.00,0.00,-0.00,-0.06,0.14,0.06,9.71,0.28,0.72,9.78,0.14,0.64,28
175.06,86.06,-0.81,0.00,0.00,0.00,-0.05,0.15,0.07,9.72,0.30,0.72,9.78,0.15,0.65,28
175.00,86.06,-0.88,0.00,-0.00,0.00,-0.06,0.13,0.02,9.71,0.29,0.67,9.78,0.15,0.65,28
175.06,86.06,-0.88,-0.00,-0.00,0.00,-0.04,0.14,0.04,9.73,0.30,0.69,9.78,0.15,0.65,28
175.06,86.06,-0.88,0.00,0.00,0.00,-0.07,0.12,0.03,9.70,0.28,0.68,9.78,0.15,0.65,28
175.06,86.00,-0.94,0.00,0.00,0.00,-0.05,0.13,0.03,9.72,0.29,0.68,9.78,0.16,0.65,28
175.06,86.00,-0.94,0.00,-0.00,-0.00,-0.04,0.13,0.04,9.73,0.30,0.70,9.78,0.16,0.65,28
175.06,86.00,-0.94,-0.00,-0.00,-0.00,-0.07,0.12,0.04,9.70,0.28,0.70,9.78,0.16,0.65,28
175.00,86.00,-0.94,0.00,0.00,-0.00,-0.06,0.12,0.05,9.72,0.31,0.68,9.78,0.16,0.65,28
175.00,86.00,-1.00,0.00,-0.00,0.00,-0.06,0.12,0.06,9.72,0.30,0.72,9.78,0.17,0.65,28
175.00,86.00,-1.00,0.00,0.00,-0.00,-0.06,0.13,0.04,9.71,0.30,0.70,9.78,0.17,0.65,28
175.06,86.00,-1.00,-0.00,-0.00,0.00,-0.04,0.12,0.03,9.73,0.29,0.69,9.78,0.17,0.66,28
175.06,85.94,-1.00,0.00,-0.00,-0.00,-0.03,0.10,0.02,9.74,0.28,0.68,9.78,0.17,0.66,28
175.06,85.94,-1.00,0.00,0.00,0.00,-0.08,0.13,0.02,9.70,0.31,0.69,9.78,0.18,0.66,28
175.06,85.94,-1.06,-0.00,0.00,0.00,-0.04,0.13,0.04,9.73,0.31,0.70,9.78,0.18,0.66,28
175.00,85.94,-1.06,0.00,0.00,0.00,-0.06,0.11,0.07,9.71,0.29,0.73,9.78,0.18,0.66,28
174.94,85.94,-1.06,-0.00,-0.00,0.00,-0.06,0.10,0.03,9.71,0.28,0.70,9.78,0.18,0.66,28
174.88,85.94,-1.06,0.00,0.00,0.00,-0.07,0.09,0.00,9.70,0.28,0.67,9.78,0.18,0.66,28
174.81,85.94,-1.06,0.00,0.00,0.00,-0.05,0.10,0.04,9.73,0.32,0.71,9.78,0.18,0.66,28
