orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
141.88,72.00,44.25,0.04,-0.05,0.05,0.00,0.37,-0.63,9.32,-1.74,1.52,9.32,-2.11,2.16,27
141.88,72.00,45.06,0.06,-0.12,0.09,0.43,0.16,-0.58,9.79,-1.98,1.58,9.32,-2.14,2.12,27
141.75,72.13,45.38,0.09,-0.07,-0.05,0.30,0.17,-0.48,9.63,-1.96,1.61,9.34,-2.12,2.09,27
141.94,72.75,45.63,0.03,-0.04,-0.13,0.00,0.08,-0.68,9.37,-1.99,1.34,9.36,-2.07,2.03,27
142.38,73.00,45.44,-0.01,-0.03,-0.08,-0.15,0.22,-0.54,9.23,-1.81,1.45,9.38,-2.03,2.00,27
142.69,73.25,45.69,-0.04,-0.03,-0.03,-0.10,0.31,-0.18,9.28,-1.70,1.78,9.39,-2.02,1.97,27
143.13,73.31,45.56,-0.03,0.00,-0.02,-0.05,0.72,-0.46,9.34,-1.28,1.49,9.39,-2.00,1.96,27
143.19,73.31,45.75,-0.03,-0.02,0.06,0.14,1.32,-0.07,9.54,-0.69,1.88,9.39,-2.01,1.95,27
143.00,73.13,46.50,-0.01,0.01,0.19,0.74,2.13,0.37,10.12,0.05,2.33,9.38,-2.07,1.95,27
142.69,72.88,47.81,-0.08,-0.09,0.19,1.59,2.81,0.12,11.39,0.97,2.84,9.37,-2.15,1.92,27
142.56,72.94,48.69,0.11,-0.08,-0.03,2.16,4.17,1.47,11.54,2.01,3.36,9.37,-2.14,1.89,27
142.19,73.00,48.06,0.28,0.02,0.02,3.60,7.04,-0.57,12.98,4.91,1.33,9.37,-2.12,1.91,27
142.06,72.94,47.31,-0.05,0.14,-0.18,3.04,9.13,0.23,12.41,7.03,2.19,9.37,-2.09,1.96,27
142.88,72.88,46.00,-0.38,0.38,0.12,4.66,11.27,0.55,14.02,9.17,2.58,9.36,-2.09,2.03,27
143.63,72.13,43.81,0.11,0.55,-0.26,7.91,18.29,4.90,17.25,16.26,7.13,9.33,-2.03,2.22,27
144.06,71.69,38.00,0.36,0.64,-0.33,-1.44,10.79,-1.70,5.71,6.30,-0.74,9.30,-1.86,2.45,27
144.06,71.50,38.88,-0.35,-0.23,0.38,-9.02,1.69,-2.09,-0.04,-1.32,-0.18,9.30,-1.99,2.38,27
143.81,71.38,42.56,-0.38,-0.24,0.36,-9.27,1.14,-2.40,0.38,-0.78,0.06,9.29,-2.15,2.27,27
143.63,71.25,46.13,-0.39,-0.24,0.34,-9.01,1.44,-2.14,0.28,-0.82,-0.03,9.28,-2.31,2.15,27
143.44,71.06,49.63,-0.40,-0.24,0.33,-8.98,1.56,-2.06,0.29,-0.86,0.00,9.27,-2.42,2.05,27
143.38,70.81,53.06,-0.42,-0.24,0.32,-8.91,1.69,-1.98,0.34,-0.87,-0.05,9.26,-2.57,1.93,27
143.31,70.63,55.63,-0.45,-0.24,0.32,-8.80,1.77,-1.85,0.44,-0.94,-0.05,9.24,-2.71,1.80,27
143.31,70.31,59.00,-0.48,-0.24,0.32,-8.69,1.86,-1.78,0.53,-0.99,-0.11,9.23,-2.86,1.66,27
143.31,69.94,62.31,-0.51,-0.24,0.32,-8.59,1.95,-1.63,0.61,-1.05,-0.11,9.20,-3.00,1.52,27
143.44,69.56,65.63,-0.55,-0.23,0.32,-8.52,2.01,-1.50,0.68,-1.11,-0.09,9.18,-3.15,1.37,27
143.63,69.06,68.88,-0.59,-0.23,0.33,-8.43,2.12,-1.39,0.72,-1.14,-0.13,9.15,-3.30,1.21,27
143.88,68.56,72.13,-0.63,-0.23,0.33,-8.36,2.20,-1.22,0.78,-1.22,-0.20,9.12,-3.44,1.05,27
143.94,68.00,75.38,-0.67,-0.24,0.33,-8.27,2.24,-1.18,0.98,-1.38,-0.29,9.08,-3.58,0.88,27
143.88,67.00,75.69,0.34,1.65,0.64,30.30,-35.00,-21.36,39.33,-38.70,-20.41,9.03,-3.70,0.94,27
141.00,62.63,76.00,-0.31,1.32,0.56,-14.01,3.70,-2.07,-5.30,-0.66,-0.98,8.71,-4.36,1.08,27
140.88,60.75,73.75,-0.38,1.23,0.85,-7.76,4.67,-1.54,0.74,0.00,-0.11,8.50,-4.67,1.42,27
140.75,58.13,71.06,-0.36,1.24,0.84,-8.07,4.24,-1.68,0.19,-0.72,0.07,8.26,-4.97,1.75,27
140.63,55.44,68.94,-0.36,1.24,0.84,-7.77,4.46,-1.90,0.26,-0.72,0.12,8.00,-5.26,2.07,27
140.56,52.69,67.13,-0.35,1.24,0.83,-7.48,4.72,-2.16,0.31,-0.74,0.13,7.72,-5.54,2.37,27
140.44,49.88,65.75,-0.36,1.23,0.83,-7.16,4.94,-2.45,0.34,-0.81,0.13,7.42,-5.82,2.66,27
140.38,47.06,64.63,-0.36,1.23,0.83,-6.84,5.19,-2.71,0.34,-0.83,0.14,7.10,-6.10,2.92,27
140.25,44.25,63.69,-0.36,1.22,0.83,-6.49,5.47,-2.92,0.35,-0.82,0.17,6.75,-6.36,3.16,27
140.38,41.75,62.81,-0.05,1.02,0.20,32.80,-29.05,36.12,39.33,-35.56,39.46,6.53,-6.50,3.33,27
142.56,45.81,68.00,-1.98,-2.97,-2.01,-6.47,4.26,-2.48,0.74,-1.97,-0.26,7.22,-6.24,2.22,27
146.38,52.06,77.94,-1.91,-2.92,-2.05,-7.05,4.46,-0.88,0.83,-1.29,0.04,7.88,-5.76,0.92,27
150.69,57.19,90.63,-1.95,-2.86,-2.07,18.44,-19.67,-13.16,26.80,-24.79,-13.50,8.35,-5.12,-0.33,27
157.50,63.13,99.94,-0.95,-0.99,-3.17,-8.71,2.15,0.59,0.15,-1.92,-0.29,8.87,-4.08,-0.88,27
165.75,69.38,111.13,-0.92,-0.98,-3.19,-2.71,1.98,-1.62,6.46,-1.23,-2.86,9.26,-2.90,-1.36,27
176.44,76.31,130.88,-0.96,-0.09,-4.36,-2.79,0.41,-1.21,36.75,-8.75,-10.30,9.59,-1.32,-1.52,27
181.00,81.81,124.13,0.28,3.20,-0.03,-9.73,0.76,1.17,0.44,-0.37,-0.20,9.72,-1.14,-0.47,27
181.44,82.81,69.31,0.20,3.19,-0.03,-8.89,0.22,-0.47,3.19,-0.29,0.16,9.71,-1.13,0.73,27
181.69,77.25,32.94,0.19,3.97,0.19,-18.58,-3.19,-1.89,-9.02,-4.36,-0.09,9.56,-1.17,1.80,27
181.81,77.63,23.88,0.98,0.16,-0.76,-5.24,-0.83,-1.56,4.33,-1.68,0.36,9.57,-0.85,1.92,27
180.81,78.50,25.94,0.14,-1.31,1.22,5.45,2.43,4.11,15.07,1.46,5.74,9.62,-0.96,1.63,27
178.44,77.50,37.31,0.40,-0.10,-0.53,-2.44,0.25,1.75,7.14,-0.97,3.43,9.58,-1.22,1.67,27
178.63,77.94,34.69,-0.01,-0.04,0.14,1.51,2.70,0.96,11.10,1.53,2.64,9.59,-1.17,1.67,27
178.25,77.81,36.75,-0.05,-0.07,0.22,-0.29,-0.65,-0.33,11.02,-2.01,1.77,9.58,-1.25,1.64,27
178.19,77.81,37.25,0.02,0.03,-0.09,0.40,-0.70,-0.23,9.48,-1.17,1.62,9.58,-1.24,1.65,27
178.31,77.81,36.38,0.00,0.01,-0.01,-0.23,0.38,0.19,9.36,-1.07,1.75,9.58,-1.22,1.65,27
178.19,77.81,37.00,-0.01,-0.02,0.05,0.06,-0.32,-0.18,9.62,-1.57,1.52,9.58,-1.24,1.64,27
178.25,77.81,36.81,0.01,0.01,-0.04,-0.07,0.10,0.02,9.50,-1.12,1.67,9.58,-1.23,1.65,27
178.25,77.81,36.88,-0.01,-0.01,0.03,-0.01,-0.06,0.02,9.56,-1.30,1.67,9.58,-1.23,1.65,27
178.25,77.81,36.88,0.00,0.01,-0.01,-0.04,-0.03,0.00,9.54,-1.27,1.64,9.58,-1.23,1.64,27
178.25,77.81,36.88,-0.00,-0.00,0.01,-0.05,0.01,-0.03,9.53,-1.22,1.60,9.58,-1.23,1.64,27
178.25,77.81,36.88,0.00,0.00,-0.00,-0.02,-0.04,-0.03,9.56,-1.28,1.61,9.58,-1.23,1.64,27
178.25,77.81,36.88,0.00,0.00,0.00,-0.03,0.00,0.00,9.55,-1.24,1.64,9.58,-1.23,1.64,27
178.25,77.81,36.88,0.00,-0.00,0.00,-0.02,-0.05,-0.01,9.56,-1.29,1.63,9.58,-1.23,1.64,27
178.25,77.81,36.88,0.00,0.00,-0.00,-0.05,-0.02,0.01,9.53,-1.26,1.66,9.58,-1.23,1.64,27
178.25,77.81,36.88,-0.00,-0.00,0.00,-0.02,-0.04,-0.04,9.56,-1.28,1.60,9.58,-1.23,1.64,27
178.25,77.81,36.88,-0.00,0.00,-0.00,-0.06,-0.04,-0.01,9.52,-1.25,1.62,9.58,-1.23,1.64,27
178.25,77.81,36.88,-0.00,-0.00,-0.00,-0.05,-0.02,0.01,9.56,-1.28,1.64,9.58,-1.23,1.64,27
178.25,77.81,36.88,-0.00,-0.00,-0.00,-0.04,-0.01,0.00,9.54,-1.25,1.64,9.58,-1.23,1.64,27
178.25,77.81,36.94,-0.00,-0.00,-0.00,-0.03,-0.04,-0.03,9.55,-1.28,1.60,9.58,-1.24,1.64,27
178.25,77.81,36.94,0.00,0.00,0.00,-0.05,-0.03,0.00,9.53,-1.27,1.64,9.58,-1.24,1.64,27
178.25,77.81,36.94,-0.00,-0.00,0.00,-0.03,-0.04,0.01,9.55,-1.28,1.66,9.58,-1.24,1.64,27
178.25,77.81,36.94,0.00,0.00,-0.00,-0.02,-0.04,0.00,9.56,-1.28,1.64,9.58,-1.24,1.64,27
178.25,77.81,36.94,0.00,0.00,-0.00,-0.04,-0.02,0.00,9.54,-1.26,1.65,9.58,-1.24,1.64,27
178.25,77.81,36.94,-0.00,-0.00,-0.00,-0.02,-0.04,-0.03,9.56,-1.28,1.61,9.58,-1.24,1.64,27
178.25,77.81,36.94,-0.00,0.00,0.00,-0.03,-0.02,-0.01,9.55,-1.26,1.63,9.58,-1.24,1.64,27
178.25,77.81,36.94,0.00,0.00,0.00,-0.02,-0.02,0.00,9.56,-1.26,1.65,9.58,-1.24,1.64,27
178.25,77.81,36.94,-0.00,-0.00,0.00,-0.03,-0.01,-0.01,9.55,-1.27,1.63,9.58,-1.24,1.64,27
178.25,77.81,36.94,-0.00,0.00,-0.00,-0.03,-0.02,-0.02,9.56,-1.29,1.62,9.58,-1.24,1.64,27
178.25,77.81,36.94,0.00,0.00,-0.00,-0.02,-0.01,0.00,9.55,-1.29,1.65,9.58,-1.24,1.64,27
178.25,77.81,36.94,0.00,-0.00,-0.00,-0.02,-0.02,-0.02,9.55,-1.27,1.63,9.58,-1.24,1.64,27
