orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
318.06,77.50,61.00,0.10,0.00,-0.05,0.01,-0.15,-0.09,9.67,-2.00,1.00,9.57,-1.84,1.02,27
318.19,77.56,60.56,-0.03,0.02,-0.06,0.01,-0.14,0.03,9.59,-1.97,1.06,9.57,-1.83,1.03,27
318.31,77.63,60.25,-0.02,0.02,-0.03,-0.05,-0.11,0.09,9.52,-1.94,1.13,9.57,-1.82,1.04,27
318.31,77.63,60.19,0.09,-0.05,-0.03,-0.02,-0.06,0.07,9.56,-1.87,1.11,9.58,-1.81,1.03,27
318.13,77.75,60.31,0.10,-0.06,-0.03,0.02,-0.11,0.01,9.61,-1.91,1.04,9.58,-1.79,1.02,27
318.06,77.81,60.56,-0.00,-0.03,-0.01,0.00,-0.13,0.00,9.58,-1.93,1.00,9.58,-1.79,1.01,27
318.13,77.81,60.63,-0.06,0.03,0.02,-0.05,-0.11,0.02,9.59,-1.91,1.01,9.58,-1.80,1.01,27
318.25,77.75,60.44,-0.07,0.04,0.01,-0.12,-0.15,0.01,9.46,-1.97,1.04,9.58,-1.81,1.02,27
318.38,77.69,60.38,-0.02,-0.01,-0.04,0.05,-0.14,-0.04,9.63,-1.95,0.97,9.58,-1.80,1.02,27
318.50,77.88,60.50,0.03,-0.08,-0.09,-0.05,-0.12,-0.04,9.53,-1.91,0.96,9.59,-1.78,1.00,27
318.56,78.25,61.00,0.07,-0.16,-0.12,-0.06,-0.15,0.05,9.54,-1.89,1.02,9.60,-1.74,0.96,27
318.63,78.56,61.56,0.08,-0.15,-0.13,-0.12,-0.17,0.03,9.48,-1.86,0.94,9.61,-1.69,0.91,27
318.69,78.88,62.00,0.02,-0.08,-0.11,-0.15,-0.13,0.00,9.46,-1.78,0.88,9.62,-1.65,0.87,27
319.00,79.06,61.69,-0.08,0.04,-0.07,0.01,-0.07,0.00,9.64,-1.70,0.87,9.62,-1.63,0.88,27
319.38,79.06,60.81,-0.12,0.09,-0.05,0.07,-0.05,0.01,9.69,-1.65,0.91,9.62,-1.61,0.91,27
319.69,79.06,60.00,-0.06,0.05,-0.03,0.11,0.00,0.00,9.74,-1.60,0.92,9.62,-1.60,0.92,27
319.69,79.13,59.88,0.05,-0.03,-0.03,0.07,0.06,-0.11,9.70,-1.52,0.81,9.63,-1.59,0.92,27
319.63,79.19,60.06,0.04,-0.04,0.02,0.00,-0.07,-0.11,9.63,-1.67,0.79,9.63,-1.59,0.91,27
319.50,79.13,60.63,0.01,-0.02,0.05,0.01,-0.18,-0.08,9.64,-1.80,0.81,9.63,-1.61,0.90,27
319.31,79.00,60.94,0.00,0.02,0.05,0.04,-0.23,-0.02,9.62,-1.88,0.85,9.62,-1.63,0.90,27
319.19,78.88,60.94,0.02,0.04,0.01,0.00,-0.22,-0.08,9.61,-1.87,0.82,9.62,-1.65,0.91,27
319.25,78.81,60.31,-0.01,0.09,-0.03,-0.11,-0.09,-0.02,9.50,-1.74,0.92,9.62,-1.65,0.94,27
319.31,78.75,59.44,0.01,0.06,-0.03,-0.14,-0.04,0.00,9.47,-1.68,0.96,9.61,-1.64,0.97,27
319.31,78.75,59.06,0.02,0.02,-0.01,-0.06,-0.02,0.09,9.55,-1.66,1.07,9.61,-1.63,0.98,27
319.31,78.69,58.81,0.02,0.02,-0.01,0.07,-0.16,0.06,9.69,-1.80,1.05,9.61,-1.63,0.99,27
319.25,78.69,58.56,0.03,0.01,-0.02,-0.02,-0.13,-0.02,9.59,-1.76,0.97,9.61,-1.63,0.99,27
319.25,78.75,58.38,0.05,-0.00,-0.03,-0.16,-0.03,0.05,9.45,-1.65,1.05,9.61,-1.62,1.00,27
319.13,78.81,58.06,0.08,-0.02,-0.04,-0.01,-0.04,0.00,9.62,-1.63,0.97,9.62,-1.60,1.00,27
319.06,78.94,58.19,0.05,-0.06,-0.03,0.01,-0.13,0.01,9.64,-1.72,1.00,9.62,-1.59,0.98,27
319.06,79.00,58.38,-0.01,-0.01,-0.01,-0.03,-0.18,0.05,9.59,-1.77,1.03,9.62,-1.58,0.97,27
319.13,79.00,58.31,-0.08,0.06,-0.01,0.11,-0.15,0.03,9.74,-1.74,1.02,9.62,-1.59,0.98,27
319.38,78.88,57.69,-0.07,0.08,-0.02,-0.06,-0.06,0.01,9.55,-1.65,1.02,9.62,-1.59,1.01,27
319.44,78.81,57.19,-0.01,0.04,0.01,-0.11,-0.01,0.00,9.48,-1.58,1.03,9.62,-1.59,1.02,27
319.38,78.81,57.25,0.02,-0.01,0.03,-0.02,-0.12,-0.03,9.59,-1.72,0.98,9.62,-1.60,1.02,27
319.31,78.75,57.50,0.03,-0.01,-0.00,-0.01,-0.20,-0.12,9.60,-1.81,0.90,9.62,-1.60,1.02,27
319.25,78.81,57.50,0.02,0.00,-0.04,0.02,-0.19,-0.08,9.64,-1.79,0.93,9.62,-1.60,1.01,27
319.38,78.88,57.13,0.02,0.01,-0.06,-0.20,-0.08,-0.04,9.42,-1.66,0.97,9.62,-1.58,1.02,27
319.38,78.94,56.56,0.05,0.03,-0.06,-0.16,-0.08,-0.12,9.46,-1.64,0.91,9.62,-1.56,1.03,27
319.44,79.00,56.00,0.07,0.03,-0.08,-0.11,-0.06,-0.08,9.51,-1.60,0.95,9.62,-1.53,1.04,27
319.44,79.13,55.00,0.08,0.03,-0.09,-0.18,-0.06,-0.10,9.44,-1.57,0.95,9.63,-1.50,1.05,27
319.44,79.25,54.25,0.13,-0.01,-0.07,-0.22,-0.05,0.00,9.41,-1.50,1.04,9.63,-1.47,1.06,27
319.19,79.44,53.75,0.24,-0.07,-0.07,-0.18,-0.10,-0.01,9.46,-1.55,1.04,9.64,-1.43,1.05,27
318.88,79.69,53.44,0.19,-0.06,-0.10,0.03,-0.24,0.01,9.68,-1.65,1.05,9.64,-1.40,1.04,27
318.81,79.81,52.94,0.10,-0.01,-0.12,-0.06,-0.25,0.01,9.59,-1.62,1.05,9.65,-1.36,1.04,27
318.94,80.00,51.81,0.04,0.02,-0.15,0.06,-0.10,0.08,9.72,-1.42,1.14,9.66,-1.32,1.05,27
319.19,80.25,50.31,0.06,-0.01,-0.16,-0.05,-0.03,0.12,9.70,-1.22,1.22,9.66,-1.25,1.05,27
319.38,80.56,48.94,0.06,-0.03,-0.16,0.02,0.08,0.15,9.70,-1.12,1.21,9.67,-1.19,1.05,27
319.63,80.88,47.75,0.04,-0.05,-0.15,0.20,0.08,0.11,9.88,-1.06,1.15,9.68,-1.13,1.03,27
319.81,81.19,46.94,0.08,-0.06,-0.09,-0.13,0.11,0.02,9.55,-0.98,1.04,9.69,-1.09,1.02,27
319.31,81.31,46.75,0.07,-0.02,-0.02,0.17,0.00,0.02,9.87,-1.07,1.03,9.69,-1.07,1.01,27
319.31,81.31,46.50,0.01,0.01,-0.03,0.08,-0.10,0.03,9.77,-1.17,1.04,9.69,-1.06,1.01,27
319.31,81.31,45.94,-0.01,0.02,-0.02,-0.13,0.03,0.02,9.56,-1.02,1.05,9.69,-1.05,1.02,27
319.06,81.38,45.69,0.05,-0.03,-0.03,0.02,-0.06,0.00,9.72,-1.11,1.02,9.69,-1.04,1.02,27
319.00,81.50,45.63,0.05,-0.06,-0.06,0.15,-0.17,-0.05,10.00,-1.18,0.90,9.70,-1.02,1.00,27
319.06,81.69,45.50,-0.00,-0.03,-0.07,0.23,-0.07,-0.16,9.93,-1.07,0.81,9.70,-1.00,0.98,27
319.13,81.81,45.13,0.03,0.01,-0.03,0.41,-0.09,-0.10,10.12,-1.07,0.87,9.70,-0.98,0.98,27
318.88,81.81,44.63,0.01,0.06,-0.02,0.16,-0.14,-0.02,9.86,-1.12,0.97,9.70,-0.97,0.99,27
318.75,81.69,43.88,-0.00,0.05,0.01,0.29,-0.25,-0.03,10.00,-1.24,0.98,9.70,-0.98,1.02,27
318.69,81.63,43.75,0.01,0.02,0.01,0.79,-0.67,-0.15,10.49,-1.66,0.87,9.70,-0.98,1.03,27
318.75,81.69,43.56,-0.01,-0.03,-0.06,0.74,-0.96,-0.17,10.49,-1.99,0.83,9.70,-0.97,1.02,27
318.56,81.81,44.19,-0.02,-0.12,-0.01,1.24,-1.31,-0.29,11.06,-2.34,0.77,9.70,-0.96,0.97,27
318.56,82.13,45.88,-0.01,-0.17,-0.05,1.82,-1.80,0.14,11.59,-2.98,1.16,9.71,-0.95,0.91,27
318.19,82.19,46.75,0.17,0.02,0.14,2.15,-2.92,0.05,13.00,-4.65,0.83,9.71,-0.99,0.91,27
317.19,81.25,48.94,-0.12,0.27,0.54,6.12,-4.76,-0.29,15.81,-5.88,0.68,9.68,-1.18,1.00,27
316.75,79.81,50.63,-0.35,0.42,0.53,5.80,-4.92,0.17,15.45,-6.26,1.27,9.65,-1.33,1.09,27
316.19,78.50,51.44,-0.31,0.51,0.72,5.58,-4.68,0.46,15.17,-6.28,1.72,9.59,-1.59,1.25,27
315.13,76.63,53.56,-0.34,0.17,0.79,6.60,-6.62,-0.25,16.12,-8.53,1.09,9.52,-1.90,1.35,27
313.63,75.06,60.38,-0.11,-0.55,1.25,6.77,-7.41,0.47,16.22,-9.72,1.66,9.45,-2.30,1.19,27
310.38,73.06,67.56,0.33,-0.38,1.13,4.77,-5.24,0.19,14.13,-7.96,1.25,9.36,-2.71,1.06,27
309.69,72.25,70.88,-0.60,-0.19,0.01,2.91,-2.35,0.02,10.64,-5.09,1.62,9.35,-2.80,0.95,27
312.00,72.75,69.75,-0.69,0.62,-0.31,-8.36,2.36,-0.53,-0.22,-0.39,0.43,9.36,-2.70,1.04,27
314.88,72.75,65.31,-0.76,0.82,-0.35,-9.18,2.56,-0.96,0.11,-0.38,0.14,9.36,-2.61,1.26,27
317.56,72.63,60.63,-0.75,0.82,-0.35,-9.14,2.00,-1.26,0.21,-0.53,0.16,9.35,-2.52,1.48,27
320.13,72.38,56.06,-0.76,0.83,-0.35,-9.07,1.82,-1.55,0.27,-0.63,0.09,9.34,-2.46,1.65,27
322.13,72.00,52.75,-0.76,0.83,-0.34,-9.02,1.73,-1.78,0.29,-0.65,0.10,9.32,-2.38,1.88,27
324.88,71.44,48.63,-0.76,0.83,-0.34,-9.01,1.65,-2.00,0.27,-0.66,0.10,9.28,-2.32,2.11,27
327.38,70.75,44.81,-0.75,0.84,-0.34,-8.92,1.61,-2.19,0.32,-0.64,0.14,9.24,-2.26,2.34,27
329.75,69.88,41.38,-0.74,0.84,-0.33,-8.91,1.62,-2.40,0.31,-0.60,0.16,9.19,-2.21,2.58,27
332.00,68.94,38.31,-0.74,0.83,-0.32,-8.77,1.57,-2.60,0.38,-0.59,0.16,9.13,-2.17,2.81,27
334.44,67.88,35.69,-0.72,0.83,-0.32,-8.66,1.58,-2.82,0.47,-0.55,0.21,9.06,-2.14,3.05,27
336.81,66.75,33.38,-0.70,0.83,-0.32,-8.51,1.56,-2.95,0.50,-0.53,0.28,8.99,-2.11,3.28,27
339.13,65.63,31.25,-0.68,0.84,-0.32,-8.39,1.58,-3.10,0.53,-0.51,0.35,8.91,-2.09,3.51,27
341.13,64.31,29.38,-0.66,0.85,-0.33,-8.27,1.58,-3.22,0.56,-0.49,0.47,8.84,-2.08,3.69,27
342.81,63.38,28.06,-0.64,0.87,-0.33,-8.14,1.53,-3.34,0.59,-0.53,0.58,8.74,-2.06,3.93,27
344.75,61.94,26.44,-0.61,0.89,-0.33,-7.92,1.58,-3.53,0.70,-0.46,0.65,8.62,-2.05,4.18,27
346.81,60.50,25.00,-0.58,0.91,-0.34,-7.75,1.66,-3.75,0.74,-0.37,0.68,8.50,-2.03,4.43,27
348.69,58.94,23.63,-0.57,0.93,-0.36,-7.64,1.65,-3.79,0.77,-0.34,0.82,8.36,-2.02,4.69,27
350.50,57.38,22.31,-0.54,0.93,-0.37,-7.44,1.63,-3.99,0.86,-0.38,0.95,8.22,-2.00,4.94,27
352.25,55.75,21.00,-0.37,0.99,-0.43,-0.81,1.71,3.22,39.34,22.89,39.46,8.08,-0.96,5.46,27
356.50,64.94,1.69,-0.21,-5.24,-1.19,-11.72,4.24,-11.31,3.18,0.06,4.24,9.07,0.11,3.71,27
358.69,75.31,-16.31,1.16,-4.91,-1.79,-8.56,0.50,-2.29,0.92,1.19,0.08,9.57,0.89,1.91,27
1.31,81.00,-70.63,1.28,-4.88,-1.81,-9.17,-1.38,-0.24,0.51,0.06,0.25,9.68,1.44,0.50,27
3.69,77.31,-115.38,1.23,-4.88,-1.80,-8.83,-2.75,1.35,0.63,-0.66,-0.03,9.47,2.09,-1.39,27
7.50,67.44,-138.06,1.22,-4.87,-1.81,-8.16,-3.04,3.32,0.71,-0.41,0.08,8.87,2.62,-3.24,27
12.63,56.44,-147.13,1.20,-4.87,-1.81,-7.20,-3.45,4.98,0.68,-0.43,0.02,7.89,3.02,-4.96,27
19.75,45.06,-152.19,1.18,-4.88,-1.81,-6.28,-3.66,6.14,0.65,-0.39,0.00,6.58,3.27,-6.48,27
327.13,33.56,-155.75,1.15,-4.87,-1.80,-4.78,-3.75,7.40,0.61,-0.39,-0.06,5.00,3.35,-7.73,27
324.50,22.06,-158.56,1.12,-4.88,-1.80,-3.10,-3.59,8.13,34.02,34.43,-34.32,3.16,3.30,-8.67,27
320.94,1.81,-165.13,4.16,-9.82,-2.49,-21.03,18.16,-26.88,-8.23,6.95,-12.23,-0.44,2.00,-9.58,27
319.88,-13.75,-178.88,6.38,-6.47,-1.20,1.79,-1.25,9.34,-0.07,-0.65,-0.08,-2.92,-0.43,-9.35,27
319.25,-27.75,165.75,5.68,-6.55,-0.81,-6.09,-23.58,-21.06,-10.66,-25.71,-29.47,-4.57,-2.12,-8.41,27
18.63,-38.94,152.06,3.99,-6.02,-0.20,5.61,1.75,6.51,-0.55,-1.81,-0.22,-6.53,-3.83,-6.23,27
20.50,-49.31,135.31,3.89,-5.98,-0.20,7.41,4.09,4.24,-0.02,-0.39,-0.30,-7.67,-4.66,-3.93,27
21.56,-56.38,111.69,3.86,-5.97,-0.18,8.06,4.36,1.76,-0.10,-0.67,-0.24,-8.25,-5.11,-1.34,27
21.94,-58.00,87.00,1.84,-3.45,0.81,-1.81,5.53,1.24,-10.13,0.35,1.51,-8.31,-5.18,0.26,27
20.06,-59.00,75.25,1.82,-2.90,1.20,7.70,3.83,-1.84,-0.71,-0.92,-0.24,-8.42,-4.75,1.60,27
17.81,-59.00,59.56,1.82,-2.89,1.19,8.02,3.03,-2.66,-0.35,-1.17,0.20,-8.37,-4.21,2.86,27
15.88,-56.88,46.31,1.20,-2.58,1.07,5.01,-1.56,-0.04,-3.17,-5.28,3.87,-8.18,-3.71,3.91,27
12.88,-55.25,35.38,1.20,-2.20,1.52,4.38,-0.47,-1.18,-5.67,-4.41,4.25,-8.01,-3.05,4.76,27
9.63,-53.19,24.31,1.46,-2.02,2.01,1.74,-2.66,-0.25,-6.10,-5.08,5.09,-7.79,-2.17,5.53,27
5.75,-50.63,12.25,1.97,-1.95,2.66,2.56,-2.79,-1.88,-5.02,-4.12,4.18,-7.50,-0.98,6.23,27
1.19,-46.69,-1.06,2.53,-2.24,3.18,-2.21,-2.54,1.31,-9.35,-2.41,8.03,-6.96,0.54,6.87,27
356.75,-40.50,-11.44,1.34,-2.65,2.50,-0.33,4.73,-0.10,-6.71,6.21,7.19,-6.14,1.70,7.44,27
353.50,-33.69,-16.44,1.14,-2.60,2.12,3.17,-0.71,-5.78,-2.27,1.60,2.03,-5.44,2.31,7.81,27
351.13,-28.19,-18.94,0.29,-3.20,1.93,0.60,-0.02,-5.14,-3.72,2.89,3.16,-4.32,2.91,8.30,27
348.25,-19.69,-19.94,0.03,-3.56,1.86,-0.20,0.17,-4.70,-3.13,3.37,4.09,-2.93,3.19,8.79,27
345.44,-9.75,-19.31,-0.71,-4.39,2.01,16.87,29.31,28.23,15.59,32.44,37.44,-1.27,3.12,9.20,27
344.25,-4.50,-13.75,-3.09,-1.38,0.35,-0.68,-7.27,-10.75,1.91,1.79,1.20,-0.64,2.05,9.56,27
343.56,-1.38,-7.06,-3.02,-1.36,0.35,2.20,-1.03,-5.82,1.96,0.17,3.90,-0.24,1.21,9.72,27
343.19,-1.56,1.63,-3.86,1.41,-0.20,17.92,2.56,29.66,17.65,2.28,39.46,-0.50,-0.46,9.78,27
345.50,-8.38,4.13,-0.64,3.39,-1.06,2.51,-0.03,-9.04,1.08,-0.73,0.63,-1.73,-0.75,9.62,27
350.13,-9.00,2.50,2.18,-1.19,-2.30,2.85,-4.14,-10.49,1.32,-4.56,-0.81,-1.53,-0.42,9.67,27
354.56,-8.19,1.38,-0.45,0.27,-1.48,2.00,0.89,-3.87,0.59,0.66,5.82,-1.40,-0.23,9.70,27
356.56,-8.69,1.50,0.55,-0.27,-0.73,-0.22,-0.73,-0.99,-1.68,-0.95,8.70,-1.46,-0.22,9.69,27
357.69,-8.31,1.13,0.00,0.01,-0.21,0.52,0.40,0.94,-0.90,0.21,10.64,-1.42,-0.19,9.70,27
357.75,-8.63,1.31,-0.16,0.13,-0.02,-0.58,-1.00,0.19,-2.06,-1.24,9.88,-1.47,-0.24,9.69,27
357.75,-8.56,1.44,0.06,-0.07,0.01,0.29,-0.80,0.41,-1.19,-0.67,9.94,-1.46,-0.23,9.69,27
357.75,-8.50,1.19,0.05,-0.02,0.01,0.37,0.46,-0.23,-1.07,0.25,9.45,-1.45,-0.20,9.69,27
357.75,-8.50,1.31,-0.06,0.04,-0.01,0.02,-0.65,0.02,-1.43,-0.88,9.72,-1.45,-0.22,9.69,27
357.75,-8.56,1.31,0.04,-0.03,0.01,0.10,-0.25,-0.05,-1.35,-0.48,9.64,-1.46,-0.22,9.69,27
357.81,-8.50,1.25,-0.01,0.01,-0.00,0.14,-0.29,0.00,-1.31,-0.51,9.68,-1.45,-0.22,9.69,27
357.69,-8.50,1.31,-0.00,-0.00,0.00,0.11,-0.39,0.00,-1.34,-0.62,9.69,-1.45,-0.23,9.69,27
357.69,-8.50,1.38,0.01,-0.00,0.00,0.19,-0.20,0.01,-1.25,-0.43,9.70,-1.44,-0.23,9.69,27
357.81,-8.44,1.44,-0.01,0.00,-0.00,0.11,-0.35,-0.03,-1.33,-0.60,9.66,-1.44,-0.24,9.69,27
357.75,-8.44,1.50,0.01,-0.01,0.00,0.16,-0.20,-0.05,-1.27,-0.46,9.64,-1.43,-0.26,9.69,27
357.75,-8.38,1.56,-0.00,0.00,0.00,0.12,-0.31,-0.01,-1.30,-0.58,9.67,-1.43,-0.27,9.69,27
357.75,-8.38,1.63,0.00,-0.00,-0.00,0.12,-0.22,-0.01,-1.29,-0.50,9.65,-1.42,-0.28,9.69,27
357.69,-8.31,1.69,-0.00,-0.00,-0.00,0.12,-0.25,-0.02,-1.30,-0.53,9.66,-1.42,-0.29,9.69,27
357.69,-8.31,1.75,0.00,-0.00,0.00,0.12,-0.22,-0.02,-1.29,-0.52,9.66,-1.41,-0.29,9.69,27
357.56,-8.25,1.75,-0.00,0.00,0.00,0.10,-0.21,-0.03,-1.30,-0.51,9.66,-1.41,-0.30,9.69,27
357.56,-8.25,1.81,0.00,-0.00,0.00,0.10,-0.23,-0.02,-1.30,-0.54,9.67,-1.41,-0.31,9.69,27
357.56,-8.25,1.88,0.00,0.00,0.00,0.11,-0.20,0.00,-1.29,-0.52,9.69,-1.41,-0.31,9.69,27
357.56,-8.25,1.88,0.00,-0.00,-0.00,0.09,-0.21,-0.02,-1.30,-0.53,9.67,-1.40,-0.32,9.69,27
357.56,-8.19,1.94,-0.00,-0.00,0.00,0.10,-0.20,-0.05,-1.30,-0.53,9.64,-1.40,-0.33,9.69,27
357.44,-8.19,1.94,0.00,0.00,0.00,0.09,-0.19,-0.05,-1.30,-0.53,9.64,-1.40,-0.33,9.70,27
357.44,-8.19,2.00,0.00,0.00,0.00,0.09,-0.17,-0.05,-1.30,-0.51,9.64,-1.39,-0.34,9.70,27
357.50,-8.19,2.00,0.00,-0.00,0.00,0.08,-0.19,-0.02,-1.31,-0.53,9.67,-1.39,-0.34,9.70,27
357.38,-8.13,2.06,-0.00,0.00,0.00,0.07,-0.18,-0.02,-1.32,-0.53,9.67,-1.39,-0.35,9.70,27
357.44,-8.13,2.06,0.00,-0.00,-0.00,0.08,-0.18,-0.05,-1.30,-0.53,9.64,-1.39,-0.35,9.70,27
357.25,-8.13,2.13,0.00,0.00,0.00,0.08,-0.15,-0.02,-1.30,-0.51,9.67,-1.39,-0.36,9.70,27
357.25,-8.13,2.13,0.00,0.00,0.00,0.08,-0.17,-0.01,-1.30,-0.53,9.68,-1.38,-0.36,9.70,27
357.25,-8.13,2.13,-0.00,-0.00,0.00,0.08,-0.13,-0.02,-1.29,-0.50,9.67,-1.38,-0.36,9.70,27
357.13,-8.06,2.19,-0.00,-0.00,0.00,0.07,-0.15,-0.05,-1.31,-0.52,9.64,-1.38,-0.37,9.70,27
357.13,-8.06,2.19,0.00,0.00,0.00,0.07,-0.15,0.00,-1.30,-0.52,9.70,-1.38,-0.37,9.70,27
357.13,-8.06,2.19,0.00,0.00,0.00,0.08,-0.14,0.00,-1.29,-0.52,9.72,-1.38,-0.38,9.70,27
357.06,-8.06,2.25,0.00,0.00,-0.00,0.07,-0.12,0.00,-1.30,-0.53,9.69,-1.37,-0.38,9.70,27
357.06,-8.06,2.25,-0.00,0.00,-0.00,0.06,-0.13,-0.02,-1.31,-0.51,9.66,-1.37,-0.38,9.70,27
357.00,-8.06,2.25,-0.00,0.00,0.00,0.08,-0.11,0.00,-1.31,-0.53,9.67,-1.37,-0.38,9.70,27
357.00,-8.06,2.25,0.00,0.00,-0.00,0.08,-0.13,-0.02,-1.31,-0.53,9.67,-1.37,-0.39,9.70,27
357.00,-8.00,2.31,0.00,-0.00,0.00,0.06,-0.15,-0.06,-1.31,-0.54,9.64,-1.37,-0.39,9.70,27
356.88,-8.00,2.31,-0.00,0.00,-0.00,0.05,-0.11,-0.01,-1.31,-0.50,9.68,-1.37,-0.39,9.70,27
356.88,-8.00,2.31,-0.00,0.00,-0.00,0.05,-0.10,-0.04,-1.31,-0.50,9.65,-1.37,-0.39,9.70,27
356.81,-8.00,2.31,0.00,-0.00,0.00,0.07,-0.13,0.00,-1.29,-0.53,9.70,-1.37,-0.40,9.70,27
356.81,-8.00,2.38,0.00,-0.00,-0.00,0.07,-0.12,-0.03,-1.29,-0.52,9.66,-1.36,-0.40,9.70,27
356.81,-8.00,2.38,0.00,0.00,-0.00,0.07,-0.12,-0.04,-1.29,-0.52,9.69,-1.36,-0.40,9.70,27
356.81,-8.00,2.38,0.00,0.00,0.00,0.05,-0.11,-0.02,-1.29,-0.52,9.67,-1.36,-0.40,9.70,27
356.81,-8.00,2.38,0.00,0.00,-0.00,0.06,-0.13,-0.03,-1.30,-0.54,9.67,-1.36,-0.41,9.70,27
356.81,-8.00,2.44,0.00,0.00,-0.00,0.06,-0.09,-0.01,-1.29,-0.53,9.69,-1.36,-0.41,9.70,27
356.81,-7.94,2.44,0.00,-0.00,0.00,0.05,-0.11,0.00,-1.31,-0.53,9.69,-1.36,-0.41,9.70,27
356.81,-7.94,2.44,0.00,0.00,0.00,0.06,-0.09,-0.02,-1.29,-0.51,9.67,-1.36,-0.41,9.70,27
356.81,-7.94,2.44,0.00,0.00,-0.00,0.05,-0.11,-0.03,-1.30,-0.53,9.66,-1.36,-0.41,9.70,27
356.81,-7.94,2.44,0.00,0.00,-0.00,0.05,-0.10,-0.02,-1.30,-0.51,9.67,-1.36,-0.41,9.70,27
