orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.11,-0.01,9.42,-1.63,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.07,0.08,0.00,9.43,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.09,0.08,-0.03,9.41,-1.66,1.59,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.09,0.00,9.42,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.09,0.10,-0.01,9.43,-1.66,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,-0.01,9.44,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.10,-0.01,9.43,-1.64,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,0.00,9.43,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.07,0.08,0.00,9.43,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.08,0.00,9.42,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.07,0.02,9.42,-1.67,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.08,-0.01,9.42,-1.66,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,0.02,9.42,-1.65,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.07,0.08,0.03,9.43,-1.66,1.66,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.06,0.10,0.01,9.43,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.08,0.00,9.43,-1.66,1.59,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.09,0.00,9.43,-1.67,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.09,0.09,-0.01,9.42,-1.65,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.08,0.03,9.43,-1.66,1.66,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.08,0.08,-0.02,9.42,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.07,0.10,0.00,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.07,-0.03,9.42,-1.67,1.58,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.01,9.43,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.09,0.00,9.42,-1.65,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.10,-0.01,9.43,-1.64,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.07,0.00,9.44,-1.67,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.06,0.02,9.43,-1.68,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.09,0.00,9.44,-1.64,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.09,0.01,9.43,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,-0.00,-0.09,0.10,0.00,9.42,-1.65,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.10,0.00,9.42,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.05,0.08,0.02,9.43,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.08,0.00,9.43,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.08,-0.02,9.44,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.07,0.07,-0.01,9.43,-1.67,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.06,0.08,-0.01,9.44,-1.66,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.11,0.03,9.43,-1.63,1.66,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.11,0.00,9.43,-1.63,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.08,0.02,9.43,-1.66,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.07,0.03,9.43,-1.67,1.66,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.00,9.43,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.10,0.01,9.43,-1.65,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.08,0.01,9.43,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.09,0.00,9.43,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.05,0.01,9.43,-1.69,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.09,0.07,0.02,9.41,-1.67,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.07,0.02,9.43,-1.67,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.10,0.00,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.10,0.08,0.02,9.40,-1.66,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.07,0.02,9.43,-1.67,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,-0.00,-0.08,0.08,0.03,9.42,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.09,0.00,9.42,-1.67,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.08,0.00,9.43,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.08,0.00,9.43,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.06,0.09,0.00,9.44,-1.65,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.04,0.08,-0.02,9.46,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,0.02,9.42,-1.65,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.07,0.09,0.00,9.43,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.07,0.02,9.43,-1.67,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.10,-0.01,9.44,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.11,0.00,9.41,-1.67,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.05,0.06,0.00,9.43,-1.65,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,-0.01,9.44,-1.67,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.08,-0.03,9.42,-1.66,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,0.01,9.42,-1.65,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.07,0.11,0.00,9.43,-1.63,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.07,-0.01,9.42,-1.67,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.09,0.01,9.43,-1.65,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.07,0.08,-0.01,9.43,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.06,0.10,0.00,9.44,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.09,-0.01,9.43,-1.65,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.09,0.03,9.42,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.06,0.09,-0.01,9.44,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.09,0.11,0.01,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.08,0.00,9.43,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.07,0.00,9.42,-1.67,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.07,0.08,0.01,9.43,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.08,0.00,9.42,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.06,0.07,0.01,9.44,-1.67,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.11,-0.01,9.42,-1.63,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.08,0.11,-0.02,9.42,-1.63,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.00,9.42,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,-0.00,-0.10,0.11,0.00,9.41,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.09,0.00,9.41,-1.63,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.07,-0.01,9.42,-1.67,1.66,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.09,-0.01,9.43,-1.65,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.07,0.08,0.02,9.43,-1.66,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.08,0.08,0.02,9.42,-1.66,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.08,0.00,9.42,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.09,0.10,0.00,9.41,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.08,0.02,9.42,-1.66,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.08,0.00,9.42,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.07,0.10,0.00,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.06,0.08,-0.01,9.42,-1.64,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.08,0.10,0.03,9.43,-1.66,1.59,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.11,0.03,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.00,9.42,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.07,0.08,-0.03,9.43,-1.66,1.58,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.07,0.10,0.00,9.43,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.08,0.00,9.42,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.07,0.11,-0.01,9.43,-1.63,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.08,-0.03,9.42,-1.66,1.59,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.08,0.10,0.01,9.43,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.09,0.00,9.42,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.09,0.11,0.00,9.41,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.10,-0.01,9.43,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.11,0.01,9.43,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,-0.00,-0.06,0.09,0.00,9.43,-1.66,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.10,0.00,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.09,0.09,-0.03,9.41,-1.65,1.58,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.08,0.00,9.42,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.07,-0.01,9.42,-1.67,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.09,-0.01,9.43,-1.65,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.07,0.01,9.42,-1.67,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.11,0.07,-0.01,9.39,-1.67,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.07,0.00,9.43,-1.65,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.06,0.06,-0.02,9.39,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.13,0.11,0.00,9.42,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.09,-0.01,9.42,-1.64,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.11,0.00,9.42,-1.63,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.09,0.11,0.00,9.41,-1.63,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.10,-0.01,9.43,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.07,0.00,9.43,-1.67,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.08,0.10,0.00,9.43,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.07,0.00,9.43,-1.67,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.08,0.01,9.43,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.08,0.10,-0.01,9.42,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.04,0.07,0.00,9.46,-1.67,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.10,0.08,0.00,9.42,-1.64,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.09,0.11,0.00,9.42,-1.67,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.04,0.06,-0.01,9.37,-1.63,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.13,0.11,0.02,9.43,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,-0.00,-0.10,0.08,-0.02,9.40,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.06,0.07,-0.01,9.44,-1.67,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.02,9.43,-1.64,1.65,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.04,0.08,-0.02,9.46,-1.66,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.00,9.43,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.11,0.10,0.04,9.39,-1.64,1.67,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.07,0.00,9.43,-1.67,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.10,-0.01,9.42,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.07,0.10,0.01,9.41,-1.67,1.58,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.05,0.07,0.01,9.41,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.05,0.10,0.00,9.45,-1.64,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.08,0.00,9.43,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.08,0.10,-0.02,9.43,-1.64,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.09,0.09,-0.02,9.41,-1.65,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.08,0.01,9.42,-1.66,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.06,0.09,0.00,9.44,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.07,-0.02,9.42,-1.67,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.07,0.07,0.00,9.43,-1.67,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.09,0.06,0.00,9.41,-1.68,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.12,0.03,9.43,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.08,0.10,0.00,9.42,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.06,0.09,-0.04,9.44,-1.65,1.59,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.08,0.00,9.42,-1.66,1.66,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.08,0.08,0.00,9.43,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.08,0.00,9.44,-1.66,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.10,0.01,9.42,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.07,0.08,-0.01,9.43,-1.66,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,-0.00,-0.07,0.10,-0.04,9.43,-1.64,1.58,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.08,0.00,9.44,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.07,0.09,0.00,9.43,-1.65,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,0.00,-0.09,0.08,0.00,9.41,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.11,0.00,9.41,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.11,0.01,9.43,-1.64,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.09,0.10,0.01,9.41,-1.64,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,0.00,-0.06,0.06,0.00,9.44,-1.68,1.63,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.07,0.09,0.00,9.43,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.08,0.08,0.00,9.42,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,-0.00,-0.00,-0.07,0.08,0.00,9.43,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.09,0.00,9.43,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,-0.00,0.00,-0.00,-0.08,0.08,0.00,9.42,-1.66,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.09,0.00,9.43,-1.65,1.62,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.06,0.10,-0.01,9.44,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,0.00,-0.08,0.08,0.00,9.42,-1.64,1.61,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.07,0.09,-0.01,9.42,-1.65,1.64,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,-0.00,-0.00,-0.07,0.10,-0.01,9.43,-1.64,1.60,9.51,-1.75,1.62,27
80.88,75.88,47.06,0.00,0.00,0.00,-0.09,0.07,-0.01,9.41,-1.67,1.61,9.51,-1.75,1.62,27
